
Intensity Median Ch=1 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
0.0055,,Surface,1,Image 1,1,1000014184,14184,
0.00175,,Surface,1,Image 1,1,1000014185,14185,
0,,Surface,1,Image 1,1,1000014186,14186,
0,,Surface,1,Image 1,1,1000014187,14187,
0,,Surface,1,Image 1,1,1000014188,14188,
0,,Surface,1,Image 1,1,1000014189,14189,
0.018,,Surface,1,Image 1,1,1000014190,14190,
0.0015,,Surface,1,Image 1,1,1000014191,14191,
0.00699997,,Surface,1,Image 1,1,1000014192,14192,
0.005,,Surface,1,Image 1,1,1000014193,14193,
47.048,,Surface,1,Image 1,1,1000014194,14194,
0.012,,Surface,1,Image 1,1,1000014195,14195,
12.005,,Surface,1,Image 1,1,1000014196,14196,
18.992,,Surface,1,Image 1,1,1000014197,14197,
11.484,,Surface,1,Image 1,1,1000014198,14198,
0.0035,,Surface,1,Image 1,1,1000014199,14199,
0.001,,Surface,1,Image 1,1,1000014200,14200,
0,,Surface,1,Image 1,1,1000014201,14201,
255,,Surface,1,Image 1,1,1000014202,14202,
0.00675,,Surface,1,Image 1,2,1000014185,14203,
5.496,,Surface,1,Image 1,2,1000014184,14204,
0,,Surface,1,Image 1,2,1000014186,14205,
0,,Surface,1,Image 1,2,1000014187,14206,
3.993,,Surface,1,Image 1,2,1000014207,14207,
0,,Surface,1,Image 1,2,1000014188,14208,
0,,Surface,1,Image 1,2,1000014189,14209,
10.5063,,Surface,1,Image 1,2,1000014210,14210,
0.005,,Surface,1,Image 1,2,1000014190,14211,
0,,Surface,1,Image 1,2,1000014212,14212,
0.003,,Surface,1,Image 1,2,1000014191,14213,
0.036,,Surface,1,Image 1,2,1000014192,14214,
0.004,,Surface,1,Image 1,2,1000014193,14215,
0,,Surface,1,Image 1,2,1000014216,14216,
39.024,,Surface,1,Image 1,2,1000014194,14217,
37,,Surface,1,Image 1,2,1000014218,14218,
0.023,,Surface,1,Image 1,2,1000014195,14219,
0.008,,Surface,1,Image 1,2,1000014220,14220,
1.991,,Surface,1,Image 1,2,1000014196,14221,
33.981,,Surface,1,Image 1,2,1000014197,14222,
0.00125,,Surface,1,Image 1,2,1000014223,14223,
19.972,,Surface,1,Image 1,2,1000014199,14224,
10.494,,Surface,1,Image 1,2,1000014198,14225,
0.012,,Surface,1,Image 1,2,1000014200,14226,
0.00225,,Surface,1,Image 1,2,1000014201,14227,
255,,Surface,1,Image 1,2,1000014202,14228,
0.002,,Surface,1,Image 1,3,1000014185,14229,
0.011,,Surface,1,Image 1,3,1000014184,14230,
0.00125,,Surface,1,Image 1,3,1000014186,14231,
0,,Surface,1,Image 1,3,1000014187,14232,
1.496,,Surface,1,Image 1,3,1000014233,14233,
0.018,,Surface,1,Image 1,3,1000014207,14234,
0,,Surface,1,Image 1,3,1000014188,14235,
0.008,,Surface,1,Image 1,3,1000014236,14236,
0,,Surface,1,Image 1,3,1000014189,14237,
6.503,,Surface,1,Image 1,3,1000014210,14238,
0,,Surface,1,Image 1,3,1000014239,14239,
0.005,,Surface,1,Image 1,3,1000014190,14240,
0,,Surface,1,Image 1,3,1000014212,14241,
0.0015,,Surface,1,Image 1,3,1000014242,14242,
0.008,,Surface,1,Image 1,3,1000014191,14243,
0.008,,Surface,1,Image 1,3,1000014192,14244,
0.0075,,Surface,1,Image 1,3,1000014193,14245,
0.003,,Surface,1,Image 1,3,1000014216,14246,
34.493,,Surface,1,Image 1,3,1000014194,14247,
41.514,,Surface,1,Image 1,3,1000014218,14248,
0,,Surface,1,Image 1,3,1000014195,14249,
0.0015,,Surface,1,Image 1,3,1000014220,14250,
9.988,,Surface,1,Image 1,3,1000014196,14251,
15.997,,Surface,1,Image 1,3,1000014197,14252,
13.991,,Surface,1,Image 1,3,1000014223,14253,
2.976,,Surface,1,Image 1,3,1000014198,14254,
9.022,,Surface,1,Image 1,3,1000014199,14255,
0,,Surface,1,Image 1,3,1000014200,14256,
0,,Surface,1,Image 1,3,1000014201,14257,
255,,Surface,1,Image 1,3,1000014202,14258,
0.00275,,Surface,1,Image 1,4,1000014185,14259,
6.01,,Surface,1,Image 1,4,1000014184,14260,
0,,Surface,1,Image 1,4,1000014261,14261,
0,,Surface,1,Image 1,4,1000014186,14262,
0,,Surface,1,Image 1,4,1000014187,14263,
0.01,,Surface,1,Image 1,4,1000014233,14264,
1.995,,Surface,1,Image 1,4,1000014207,14265,
0,,Surface,1,Image 1,4,1000014188,14266,
2,,Surface,1,Image 1,4,1000014236,14267,
0,,Surface,1,Image 1,4,1000014189,14268,
26,,Surface,1,Image 1,4,1000014210,14269,
0.048,,Surface,1,Image 1,4,1000014190,14270,
0,,Surface,1,Image 1,4,1000014239,14271,
0,,Surface,1,Image 1,4,1000014212,14272,
0.005,,Surface,1,Image 1,4,1000014242,14273,
0.008,,Surface,1,Image 1,4,1000014191,14274,
7,,Surface,1,Image 1,4,1000014275,14275,
0.000999451,,Surface,1,Image 1,4,1000014192,14276,
0.008,,Surface,1,Image 1,4,1000014193,14277,
0,,Surface,1,Image 1,4,1000014216,14278,
24.012,,Surface,1,Image 1,4,1000014194,14279,
37.952,,Surface,1,Image 1,4,1000014218,14280,
0,,Surface,1,Image 1,4,1000014195,14281,
0,,Surface,1,Image 1,4,1000014220,14282,
8.982,,Surface,1,Image 1,4,1000014196,14283,
0.0055,,Surface,1,Image 1,4,1000014197,14284,
0.018,,Surface,1,Image 1,4,1000014223,14285,
0.0095,,Surface,1,Image 1,4,1000014199,14286,
7.008,,Surface,1,Image 1,4,1000014198,14287,
0,,Surface,1,Image 1,4,1000014288,14288,
0,,Surface,1,Image 1,4,1000014289,14289,
0.003,,Surface,1,Image 1,4,1000014200,14290,
0,,Surface,1,Image 1,4,1000014201,14291,
255,,Surface,1,Image 1,4,1000014202,14292,
0,,Surface,1,Image 1,5,1000014184,14293,
0.0005,,Surface,1,Image 1,5,1000014185,14294,
0,,Surface,1,Image 1,5,1000014261,14295,
0.00075,,Surface,1,Image 1,5,1000014186,14296,
0,,Surface,1,Image 1,5,1000014187,14297,
0,,Surface,1,Image 1,5,1000014298,14298,
0.004,,Surface,1,Image 1,5,1000014299,14299,
0.00525,,Surface,1,Image 1,5,1000014233,14300,
16.995,,Surface,1,Image 1,5,1000014207,14301,
83.9685,,Surface,1,Image 1,5,1000014302,14302,
0.008,,Surface,1,Image 1,5,1000014236,14303,
0.0005,,Surface,1,Image 1,5,1000014304,14304,
0.004,,Surface,1,Image 1,5,1000014189,14305,
8.0065,,Surface,1,Image 1,5,1000014210,14306,
0,,Surface,1,Image 1,5,1000014239,14307,
0.0115,,Surface,1,Image 1,5,1000014190,14308,
0,,Surface,1,Image 1,5,1000014212,14309,
0,,Surface,1,Image 1,5,1000014242,14310,
0,,Surface,1,Image 1,5,1000014191,14311,
5.995,,Surface,1,Image 1,5,1000014275,14312,
3.992,,Surface,1,Image 1,5,1000014192,14313,
0.00025,,Surface,1,Image 1,5,1000014193,14314,
0.0015,,Surface,1,Image 1,5,1000014216,14315,
16.993,,Surface,1,Image 1,5,1000014194,14316,
62.504,,Surface,1,Image 1,5,1000014218,14317,
0,,Surface,1,Image 1,5,1000014220,14318,
4.013,,Surface,1,Image 1,5,1000014196,14319,
0.004,,Surface,1,Image 1,5,1000014197,14320,
2.005,,Surface,1,Image 1,5,1000014223,14321,
0.00275,,Surface,1,Image 1,5,1000014288,14322,
40.484,,Surface,1,Image 1,5,1000014199,14323,
12.506,,Surface,1,Image 1,5,1000014198,14324,
0.0015,,Surface,1,Image 1,5,1000014289,14325,
0.02925,,Surface,1,Image 1,5,1000014200,14326,
0,,Surface,1,Image 1,5,1000014201,14327,
255,,Surface,1,Image 1,5,1000014202,14328,
0,,Surface,1,Image 1,6,1000014329,14329,
0.001,,Surface,1,Image 1,6,1000014185,14330,
0,,Surface,1,Image 1,6,1000014331,14331,
2.502,,Surface,1,Image 1,6,1000014184,14332,
0,,Surface,1,Image 1,6,1000014261,14333,
0,,Surface,1,Image 1,6,1000014187,14334,
0.0045,,Surface,1,Image 1,6,1000014298,14335,
12.0105,,Surface,1,Image 1,6,1000014299,14336,
0.0075,,Surface,1,Image 1,6,1000014233,14337,
10.024,,Surface,1,Image 1,6,1000014207,14338,
64.991,,Surface,1,Image 1,6,1000014302,14339,
0.007,,Surface,1,Image 1,6,1000014236,14340,
0.001,,Surface,1,Image 1,6,1000014304,14341,
0,,Surface,1,Image 1,6,1000014189,14342,
0.00075,,Surface,1,Image 1,6,1000014210,14343,
0,,Surface,1,Image 1,6,1000014239,14344,
0.0005,,Surface,1,Image 1,6,1000014212,14345,
0.028,,Surface,1,Image 1,6,1000014190,14346,
0,,Surface,1,Image 1,6,1000014242,14347,
18.98,,Surface,1,Image 1,6,1000014275,14348,
