
Track Position
 ==================== 
Track Position X Mean,Track Position Y Mean,Track Position Z Mean,Unit,Category,Collection,ID,
169.808,229.326,38.7558,um,Track,Track Position,1000014809,
22.7999,281.186,1.5,um,Track,Track Position,1000014822,
137.297,265.527,32.4659,um,Track,Track Position,1000014846,
155.275,244.365,20.3351,um,Track,Track Position,1000014848,
62.9316,311.523,14.3937,um,Track,Track Position,1000014852,
90.0128,216.735,1.9375,um,Track,Track Position,1000014859,
71.8645,307.037,19.2394,um,Track,Track Position,1000014887,
202.244,232.784,46.1626,um,Track,Track Position,1000014909,
91.3014,299.339,32.4043,um,Track,Track Position,1000014918,
135.114,175.078,4.59179,um,Track,Track Position,1000014926,
236.286,204.646,48.805,um,Track,Track Position,1000014938,
199.692,246.176,52.5,um,Track,Track Position,1000014939,
213.626,203.189,35.0127,um,Track,Track Position,1000014943,
90.3318,315.528,13.8404,um,Track,Track Position,1000014948,
87.4651,310.628,17.7917,um,Track,Track Position,1000014950,
176.721,163.202,16.2237,um,Track,Track Position,1000014956,
134.946,113.884,13.333,um,Track,Track Position,1000014964,
99.957,109.578,6.45,um,Track,Track Position,1000014966,
123.297,270.739,39.25,um,Track,Track Position,1000014981,
128.753,178.753,10.7677,um,Track,Track Position,1000014991,
155.118,34.2981,2.7,um,Track,Track Position,1000015000,
149.226,261.134,41.4763,um,Track,Track Position,1000015007,
226.809,177.903,25.9271,um,Track,Track Position,1000015009,
92.2632,304.595,24.0313,um,Track,Track Position,1000015012,
143.503,179.206,47.3754,um,Track,Track Position,1000015021,
113.253,209.949,15.8692,um,Track,Track Position,1000015022,
70.8643,206.461,7.07574,um,Track,Track Position,1000015027,
87.0945,151.321,11.0239,um,Track,Track Position,1000015029,
151.209,55.0179,23.4105,um,Track,Track Position,1000015030,
175.822,151.763,10.3227,um,Track,Track Position,1000015055,
197.899,234.836,23.7216,um,Track,Track Position,1000015069,
144.047,389.01,49.0924,um,Track,Track Position,1000015072,
189.898,390.749,52.3077,um,Track,Track Position,1000015073,
69.5622,123.505,28.768,um,Track,Track Position,1000015096,
93.0289,104.323,6.89646,um,Track,Track Position,1000015097,
91.0857,91.1287,2.8,um,Track,Track Position,1000015099,
62.7405,101.804,2.31144,um,Track,Track Position,1000015100,
329.824,87.1515,51.9979,um,Track,Track Position,1000015102,
134.597,268.492,29.9284,um,Track,Track Position,1000015108,
159.599,146.028,52.4741,um,Track,Track Position,1000015118,
95.5965,193.781,19.2692,um,Track,Track Position,1000015122,
286.647,-15.4674,44.5702,um,Track,Track Position,1000015123,
151.812,234.718,48.2614,um,Track,Track Position,1000015142,
92.3351,295.353,30.6077,um,Track,Track Position,1000015145,
256.911,28.7746,52.4782,um,Track,Track Position,1000015154,
175.853,63.4391,22.2091,um,Track,Track Position,1000015158,
219.173,-14.3209,21.9157,um,Track,Track Position,1000015161,
75.2381,326.908,45.59,um,Track,Track Position,1000015174,
170.484,211.311,26.0889,um,Track,Track Position,1000015179,
215.244,115.205,20.9604,um,Track,Track Position,1000015180,
109.681,204.945,43.9075,um,Track,Track Position,1000015184,
44.0973,240.819,17.9734,um,Track,Track Position,1000015190,
171.698,-9.87323,1.87798,um,Track,Track Position,1000015202,
217.933,208.298,39.8401,um,Track,Track Position,1000015204,
206.54,211.736,42.4481,um,Track,Track Position,1000015206,
182.887,238.369,38.175,um,Track,Track Position,1000015207,
236.604,188.135,36.2668,um,Track,Track Position,1000015208,
153.866,245.31,52.0775,um,Track,Track Position,1000015213,
85.5713,305.817,10.7847,um,Track,Track Position,1000015219,
107.944,279.226,3.88139,um,Track,Track Position,1000015221,
129.165,178.974,8.25,um,Track,Track Position,1000015228,
67.0085,192.082,2.53095,um,Track,Track Position,1000015237,
100.4,112.899,2.93636,um,Track,Track Position,1000015240,
69.3502,9.82101,2.7,um,Track,Track Position,1000015248,
148.373,261.54,44.9433,um,Track,Track Position,1000015251,
192.422,170.515,14.7319,um,Track,Track Position,1000015267,
137.987,193.205,3,um,Track,Track Position,1000015268,
138.35,174.368,8.77381,um,Track,Track Position,1000015274,
66.0886,225.98,29.6374,um,Track,Track Position,1000015279,
61.9492,227.327,18.4228,um,Track,Track Position,1000015280,
69.8024,117.285,36.8808,um,Track,Track Position,1000015290,
84.2442,111.462,5.35242,um,Track,Track Position,1000015293,
228.666,240.215,52.3125,um,Track,Track Position,1000015307,
204.348,274.334,52.5,um,Track,Track Position,1000015308,
123.013,358.825,32.477,um,Track,Track Position,1000015348,
212.029,206.114,33,um,Track,Track Position,1000015352,
146.39,264.867,49.6416,um,Track,Track Position,1000015353,
173.713,165.896,7.25,um,Track,Track Position,1000015362,
85.9146,220.251,11.3382,um,Track,Track Position,1000015370,
181.793,63.157,21.3438,um,Track,Track Position,1000015377,
203.612,234.041,45.7086,um,Track,Track Position,1000015388,
209.677,209.976,41.991,um,Track,Track Position,1000015394,
182.982,225.171,36,um,Track,Track Position,1000015400,
175.558,179.899,19.4413,um,Track,Track Position,1000015407,
208.921,86.3391,45,um,Track,Track Position,1000015415,
29.5621,230.727,3.1875,um,Track,Track Position,1000015421,
-7.24845,166.739,21.3798,um,Track,Track Position,1000015432,
182.236,237.977,35.7,um,Track,Track Position,1000015443,
88.5143,308.276,13.9,um,Track,Track Position,1000015450,
86.756,274.075,2.63725,um,Track,Track Position,1000015455,
128.666,178.624,7.86429,um,Track,Track Position,1000015461,
117.603,67.4657,2.25,um,Track,Track Position,1000015477,
138.203,198.789,26.8714,um,Track,Track Position,1000015497,
158.023,154.081,3.13937,um,Track,Track Position,1000015502,
138.076,173.199,7.09511,um,Track,Track Position,1000015503,
126.547,153.882,51.0412,um,Track,Track Position,1000015508,
218.483,-14.477,21.882,um,Track,Track Position,1000015516,
227.667,206.061,42.8765,um,Track,Track Position,1000015525,
177.702,210.844,11.1332,um,Track,Track Position,1000015536,
130.732,183.034,47.0594,um,Track,Track Position,1000015541,
99.9316,106.067,9.5,um,Track,Track Position,1000015557,
75.9,213.972,8.25,um,Track,Track Position,1000015590,
287.778,-14.539,46.2432,um,Track,Track Position,1000015591,
134.498,127.673,6.8625,um,Track,Track Position,1000015593,
116.24,205.375,39.901,um,Track,Track Position,1000015622,
124.241,151.322,49.8531,um,Track,Track Position,1000015630,
93.6816,300.441,30.6667,um,Track,Track Position,1000015650,
72.4639,10.2779,3.42857,um,Track,Track Position,1000015674,
222.649,208.469,32.2934,um,Track,Track Position,1000015675,
230.02,216.467,51.7205,um,Track,Track Position,1000015678,
196.141,397.548,52.1028,um,Track,Track Position,1000015680,
133.343,267.24,31.1593,um,Track,Track Position,1000015682,
219.952,-13.2557,23.3028,um,Track,Track Position,1000015700,
229.02,208.285,44.8125,um,Track,Track Position,1000015706,
87.8026,273.297,3.99365,um,Track,Track Position,1000015719,
216.263,94.4982,22.9,um,Track,Track Position,1000015724,
262.943,38.2796,52.2234,um,Track,Track Position,1000015726,
130.631,182.469,30.6535,um,Track,Track Position,1000015727,
89.0216,150.327,8.4201,um,Track,Track Position,1000015732,
220.641,268.253,52.2917,um,Track,Track Position,1000015744,
92.7309,312.384,17.2634,um,Track,Track Position,1000015750,
155.472,237.375,26.4082,um,Track,Track Position,1000015752,
