
Track Speed Variation
 ==================== 
Track Speed Variation,Unit,Category,ID,
0.30864,,Track,1000014991,
0.199742,,Track,1000015000,
0.237738,,Track,1000015007,
0.474426,,Track,1000015009,
0.112392,,Track,1000015012,
0.389629,,Track,1000015021,
0.313128,,Track,1000015022,
0.495098,,Track,1000015027,
0.231393,,Track,1000015029,
0.477108,,Track,1000015030,
0.563239,,Track,1000015055,
0.437828,,Track,1000015069,
0.466824,,Track,1000015072,
0.273597,,Track,1000015073,
0.449279,,Track,1000015096,
0.351444,,Track,1000015097,
0.286689,,Track,1000015099,
0.415305,,Track,1000015100,
0.270389,,Track,1000015102,
0.41884,,Track,1000015108,
0.181042,,Track,1000015118,
0.0902721,,Track,1000015122,
0.486879,,Track,1000015123,
0.232072,,Track,1000015142,
0.442013,,Track,1000015145,
0.142728,,Track,1000015154,
0.118399,,Track,1000015158,
0.40229,,Track,1000015161,
0.467496,,Track,1000015174,
0.392257,,Track,1000015179,
0.0984945,,Track,1000015180,
0.187805,,Track,1000015184,
0.318102,,Track,1000015190,
0.32006,,Track,1000015202,
0.311462,,Track,1000015204,
0.321893,,Track,1000015206,
0.567112,,Track,1000015207,
0.278562,,Track,1000015208,
0.297174,,Track,1000015213,
0.285119,,Track,1000015219,
0.0941139,,Track,1000015221,
0.217211,,Track,1000015228,
0.366971,,Track,1000015237,
0.395197,,Track,1000015240,
0.398817,,Track,1000015248,
0.409986,,Track,1000015251,
0.39656,,Track,1000015267,
0.158981,,Track,1000015268,
0.156591,,Track,1000015274,
0.277102,,Track,1000015279,
0.206146,,Track,1000015280,
0.247034,,Track,1000015290,
0.307033,,Track,1000015293,
0.536541,,Track,1000015307,
0.429542,,Track,1000015308,
0.187496,,Track,1000015348,
0.101801,,Track,1000015352,
0.483264,,Track,1000015353,
0.36577,,Track,1000015362,
0.362382,,Track,1000015370,
0.320141,,Track,1000015377,
0.431605,,Track,1000015388,
0.341679,,Track,1000015394,
0.359169,,Track,1000015400,
0.186599,,Track,1000015407,
0.2302,,Track,1000015415,
0.383409,,Track,1000015421,
0.468965,,Track,1000015432,
0.659269,,Track,1000015443,
0.174123,,Track,1000015450,
0.412734,,Track,1000015455,
0.358206,,Track,1000015461,
0.0299974,,Track,1000015477,
0.28532,,Track,1000015497,
0.272276,,Track,1000015502,
0.197841,,Track,1000015503,
0.414368,,Track,1000015508,
0.0746201,,Track,1000015516,
0.236597,,Track,1000015525,
0.432043,,Track,1000015536,
0.258011,,Track,1000015541,
0.271207,,Track,1000015557,
0.2884,,Track,1000015590,
0.385578,,Track,1000015591,
0.0992744,,Track,1000015593,
0.306703,,Track,1000015622,
0.3386,,Track,1000015630,
0.467631,,Track,1000015650,
0.361531,,Track,1000015674,
0.11373,,Track,1000015675,
0.275216,,Track,1000015678,
0.504732,,Track,1000015680,
0.0371752,,Track,1000015682,
0.39027,,Track,1000015700,
0.747649,,Track,1000015706,
0.165677,,Track,1000015719,
0.218996,,Track,1000015724,
0.302594,,Track,1000015726,
0.180433,,Track,1000015727,
0.419632,,Track,1000015732,
0.0640378,,Track,1000015744,
0.395128,,Track,1000015750,
0.292345,,Track,1000015752,
0.395384,,Track,1000015753,
0.29197,,Track,1000015756,
0.181111,,Track,1000015758,
0.382946,,Track,1000015767,
0.204419,,Track,1000015768,
0.348846,,Track,1000015772,
0.475825,,Track,1000015781,
0.276702,,Track,1000015782,
0.372453,,Track,1000015808,
0.067948,,Track,1000015810,
0.249678,,Track,1000015856,
0.289537,,Track,1000015857,
0.237772,,Track,1000015872,
0.325863,,Track,1000015881,
0.301308,,Track,1000015885,
0.362654,,Track,1000015891,
0.318896,,Track,1000015910,
0.121114,,Track,1000015931,
0.525971,,Track,1000015937,
0.18915,,Track,1000015951,
0.475183,,Track,1000015960,
0.262632,,Track,1000015964,
0.449332,,Track,1000015975,
0.376589,,Track,1000015996,
0.549924,,Track,1000016009,
0.517833,,Track,1000016017,
0.499542,,Track,1000016024,
0.354724,,Track,1000016031,
0.254589,,Track,1000016045,
0.144987,,Track,1000016051,
0.337092,,Track,1000016052,
0.315832,,Track,1000016073,
0.220491,,Track,1000016077,
0.346427,,Track,1000016083,
0.340196,,Track,1000016095,
0.0986583,,Track,1000016100,
0.452169,,Track,1000016102,
0.403144,,Track,1000016107,
0.309132,,Track,1000016109,
0.377269,,Track,1000016117,
0.163228,,Track,1000016143,
0.37664,,Track,1000016167,
0.274502,,Track,1000016188,
0.235636,,Track,1000016195,
0.141926,,Track,1000016200,
0.192778,,Track,1000016214,
0.333186,,Track,1000016218,
0.216184,,Track,1000016223,
0.160106,,Track,1000016232,
0.177689,,Track,1000016233,
0.0714495,,Track,1000016235,
0.148366,,Track,1000016250,
0.410468,,Track,1000016259,
0.0891199,,Track,1000016275,
0.188501,,Track,1000016281,
0.165202,,Track,1000016292,
0.264991,,Track,1000016299,
0.3679,,Track,1000016304,
0.225481,,Track,1000016316,
0.465176,,Track,1000016320,
0.221123,,Track,1000016332,
0.267197,,Track,1000016337,
0.249263,,Track,1000016338,
0.302554,,Track,1000016342,
0.261259,,Track,1000016354,
0.47407,,Track,1000016357,
0.323328,,Track,1000016360,
0.305916,,Track,1000016381,
0.201226,,Track,1000016386,
0.110309,,Track,1000016390,
0.187724,,Track,1000016397,
0.256197,,Track,1000016402,
0.199932,,Track,1000016404,
0.473456,,Track,1000016415,
0.20036,,Track,1000016419,
0.208867,,Track,1000016423,
0.198576,,Track,1000016426,
0.250874,,Track,1000016430,
0.129169,,Track,1000016436,
0.185084,,Track,1000016453,
0.329146,,Track,1000016466,
0.0615922,,Track,1000016468,
0.35523,,Track,1000016474,
0.200193,,Track,1000016475,
0.213396,,Track,1000016485,
0.215851,,Track,1000016504,
0.297404,,Track,1000016508,
0.504162,,Track,1000016512,
0.237526,,Track,1000016521,
0.400556,,Track,1000016531,
0.492744,,Track,1000016534,
0.21238,,Track,1000016542,
0.431619,,Track,1000016585,
0.213372,,Track,1000016590,
0.363828,,Track,1000016591,
0.158391,,Track,1000016603,
0.27806,,Track,1000016609,
0.0484779,,Track,1000016611,
0.0425765,,Track,1000016612,
0.177927,,Track,1000016623,
0.41953,,Track,1000016626,
0.12866,,Track,1000016639,
0.327301,,Track,1000016641,
0.157978,,Track,1000016643,
0.31141,,Track,1000016665,
0.178688,,Track,1000016666,
0.291176,,Track,1000016674,
0.374188,,Track,1000016677,
0.0785158,,Track,1000016700,
0.285664,,Track,1000016703,
0.539217,,Track,1000016708,
