
Track Intensity Max Ch=4 Img=1
 ==================== 
Track Intensity Max,Unit,Category,Channel,Image,ID,
123,,Track,4,Image 1,1000014184,
83,,Track,4,Image 1,1000014185,
18,,Track,4,Image 1,1000014186,
17,,Track,4,Image 1,1000014187,
6,,Track,4,Image 1,1000014188,
49,,Track,4,Image 1,1000014189,
179,,Track,4,Image 1,1000014190,
54,,Track,4,Image 1,1000014191,
105,,Track,4,Image 1,1000014192,
73,,Track,4,Image 1,1000014193,
178,,Track,4,Image 1,1000014194,
61,,Track,4,Image 1,1000014195,
97,,Track,4,Image 1,1000014196,
175,,Track,4,Image 1,1000014197,
137,,Track,4,Image 1,1000014198,
255,,Track,4,Image 1,1000014199,
194,,Track,4,Image 1,1000014200,
55,,Track,4,Image 1,1000014201,
255,,Track,4,Image 1,1000014202,
157,,Track,4,Image 1,1000014207,
108,,Track,4,Image 1,1000014210,
13,,Track,4,Image 1,1000014212,
46,,Track,4,Image 1,1000014216,
248,,Track,4,Image 1,1000014218,
52,,Track,4,Image 1,1000014220,
78,,Track,4,Image 1,1000014223,
86,,Track,4,Image 1,1000014233,
56,,Track,4,Image 1,1000014236,
22,,Track,4,Image 1,1000014239,
40,,Track,4,Image 1,1000014242,
21,,Track,4,Image 1,1000014261,
99,,Track,4,Image 1,1000014275,
37,,Track,4,Image 1,1000014288,
49,,Track,4,Image 1,1000014289,
75,,Track,4,Image 1,1000014298,
111,,Track,4,Image 1,1000014299,
254,,Track,4,Image 1,1000014302,
14,,Track,4,Image 1,1000014304,
16,,Track,4,Image 1,1000014329,
19,,Track,4,Image 1,1000014331,
70,,Track,4,Image 1,1000014350,
135,,Track,4,Image 1,1000014353,
184,,Track,4,Image 1,1000014394,
50,,Track,4,Image 1,1000014397,
78,,Track,4,Image 1,1000014400,
254,,Track,4,Image 1,1000014402,
94,,Track,4,Image 1,1000014407,
35,,Track,4,Image 1,1000014412,
93,,Track,4,Image 1,1000014414,
111,,Track,4,Image 1,1000014422,
129,,Track,4,Image 1,1000014430,
140,,Track,4,Image 1,1000014433,
55,,Track,4,Image 1,1000014436,
152,,Track,4,Image 1,1000014438,
6,,Track,4,Image 1,1000014439,
255,,Track,4,Image 1,1000014440,
160,,Track,4,Image 1,1000014447,
239,,Track,4,Image 1,1000014453,
12,,Track,4,Image 1,1000014459,
41,,Track,4,Image 1,1000014465,
181,,Track,4,Image 1,1000014470,
11,,Track,4,Image 1,1000014493,
255,,Track,4,Image 1,1000014501,
255,,Track,4,Image 1,1000014521,
56,,Track,4,Image 1,1000014536,
94,,Track,4,Image 1,1000014545,
38,,Track,4,Image 1,1000014556,
255,,Track,4,Image 1,1000014582,
32,,Track,4,Image 1,1000014583,
255,,Track,4,Image 1,1000014584,
10,,Track,4,Image 1,1000014586,
131,,Track,4,Image 1,1000014591,
79,,Track,4,Image 1,1000014605,
94,,Track,4,Image 1,1000014607,
15,,Track,4,Image 1,1000014626,
84,,Track,4,Image 1,1000014627,
9,,Track,4,Image 1,1000014647,
27,,Track,4,Image 1,1000014648,
19,,Track,4,Image 1,1000014656,
14,,Track,4,Image 1,1000014658,
255,,Track,4,Image 1,1000014659,
110,,Track,4,Image 1,1000014661,
191,,Track,4,Image 1,1000014663,
129,,Track,4,Image 1,1000014668,
119,,Track,4,Image 1,1000014676,
64,,Track,4,Image 1,1000014683,
60,,Track,4,Image 1,1000014686,
114,,Track,4,Image 1,1000014702,
30,,Track,4,Image 1,1000014710,
76,,Track,4,Image 1,1000014716,
255,,Track,4,Image 1,1000014732,
71,,Track,4,Image 1,1000014748,
255,,Track,4,Image 1,1000014750,
255,,Track,4,Image 1,1000014752,
58,,Track,4,Image 1,1000014756,
63,,Track,4,Image 1,1000014762,
233,,Track,4,Image 1,1000014764,
106,,Track,4,Image 1,1000014765,
98,,Track,4,Image 1,1000014775,
29,,Track,4,Image 1,1000014776,
160,,Track,4,Image 1,1000014780,
117,,Track,4,Image 1,1000014783,
254,,Track,4,Image 1,1000014786,
38,,Track,4,Image 1,1000014798,
20,,Track,4,Image 1,1000014800,
20,,Track,4,Image 1,1000014803,
40,,Track,4,Image 1,1000014804,
135,,Track,4,Image 1,1000014809,
80,,Track,4,Image 1,1000014822,
134,,Track,4,Image 1,1000014846,
65,,Track,4,Image 1,1000014848,
60,,Track,4,Image 1,1000014852,
118,,Track,4,Image 1,1000014859,
97,,Track,4,Image 1,1000014887,
155,,Track,4,Image 1,1000014909,
255,,Track,4,Image 1,1000014918,
91,,Track,4,Image 1,1000014926,
16,,Track,4,Image 1,1000014938,
254,,Track,4,Image 1,1000014939,
49,,Track,4,Image 1,1000014943,
14,,Track,4,Image 1,1000014948,
138,,Track,4,Image 1,1000014950,
24,,Track,4,Image 1,1000014956,
46,,Track,4,Image 1,1000014964,
94,,Track,4,Image 1,1000014966,
71,,Track,4,Image 1,1000014981,
174,,Track,4,Image 1,1000014991,
245,,Track,4,Image 1,1000015000,
125,,Track,4,Image 1,1000015007,
6,,Track,4,Image 1,1000015009,
254,,Track,4,Image 1,1000015012,
254,,Track,4,Image 1,1000015021,
159,,Track,4,Image 1,1000015022,
254,,Track,4,Image 1,1000015027,
126,,Track,4,Image 1,1000015029,
255,,Track,4,Image 1,1000015030,
17,,Track,4,Image 1,1000015055,
44,,Track,4,Image 1,1000015069,
87,,Track,4,Image 1,1000015072,
28,,Track,4,Image 1,1000015073,
247,,Track,4,Image 1,1000015096,
144,,Track,4,Image 1,1000015097,
73,,Track,4,Image 1,1000015099,
255,,Track,4,Image 1,1000015100,
21,,Track,4,Image 1,1000015102,
42,,Track,4,Image 1,1000015108,
255,,Track,4,Image 1,1000015118,
22,,Track,4,Image 1,1000015122,
255,,Track,4,Image 1,1000015123,
129,,Track,4,Image 1,1000015142,
255,,Track,4,Image 1,1000015145,
104,,Track,4,Image 1,1000015154,
250,,Track,4,Image 1,1000015158,
255,,Track,4,Image 1,1000015161,
255,,Track,4,Image 1,1000015174,
45,,Track,4,Image 1,1000015179,
34,,Track,4,Image 1,1000015180,
254,,Track,4,Image 1,1000015184,
254,,Track,4,Image 1,1000015190,
254,,Track,4,Image 1,1000015202,
22,,Track,4,Image 1,1000015204,
38,,Track,4,Image 1,1000015206,
66,,Track,4,Image 1,1000015207,
33,,Track,4,Image 1,1000015208,
178,,Track,4,Image 1,1000015213,
83,,Track,4,Image 1,1000015219,
14,,Track,4,Image 1,1000015221,
142,,Track,4,Image 1,1000015228,
45,,Track,4,Image 1,1000015237,
118,,Track,4,Image 1,1000015240,
107,,Track,4,Image 1,1000015248,
220,,Track,4,Image 1,1000015251,
60,,Track,4,Image 1,1000015267,
35,,Track,4,Image 1,1000015268,
107,,Track,4,Image 1,1000015274,
255,,Track,4,Image 1,1000015279,
74,,Track,4,Image 1,1000015280,
255,,Track,4,Image 1,1000015290,
81,,Track,4,Image 1,1000015293,
30,,Track,4,Image 1,1000015307,
72,,Track,4,Image 1,1000015308,
194,,Track,4,Image 1,1000015348,
17,,Track,4,Image 1,1000015352,
110,,Track,4,Image 1,1000015353,
12,,Track,4,Image 1,1000015362,
120,,Track,4,Image 1,1000015370,
211,,Track,4,Image 1,1000015377,
87,,Track,4,Image 1,1000015388,
27,,Track,4,Image 1,1000015394,
84,,Track,4,Image 1,1000015400,
86,,Track,4,Image 1,1000015407,
255,,Track,4,Image 1,1000015415,
46,,Track,4,Image 1,1000015421,
55,,Track,4,Image 1,1000015432,
72,,Track,4,Image 1,1000015443,
91,,Track,4,Image 1,1000015450,
15,,Track,4,Image 1,1000015455,
216,,Track,4,Image 1,1000015461,
237,,Track,4,Image 1,1000015477,
23,,Track,4,Image 1,1000015497,
26,,Track,4,Image 1,1000015502,
110,,Track,4,Image 1,1000015503,
242,,Track,4,Image 1,1000015508,
255,,Track,4,Image 1,1000015516,
26,,Track,4,Image 1,1000015525,
44,,Track,4,Image 1,1000015536,
254,,Track,4,Image 1,1000015541,
139,,Track,4,Image 1,1000015557,
250,,Track,4,Image 1,1000015590,
255,,Track,4,Image 1,1000015591,
45,,Track,4,Image 1,1000015593,
254,,Track,4,Image 1,1000015622,
210,,Track,4,Image 1,1000015630,
255,,Track,4,Image 1,1000015650,
102,,Track,4,Image 1,1000015674,
16,,Track,4,Image 1,1000015675,
27,,Track,4,Image 1,1000015678,
27,,Track,4,Image 1,1000015680,
51,,Track,4,Image 1,1000015682,
254,,Track,4,Image 1,1000015700,
2,,Track,4,Image 1,1000015706,
13,,Track,4,Image 1,1000015719,
120,,Track,4,Image 1,1000015724,
97,,Track,4,Image 1,1000015726,
50,,Track,4,Image 1,1000015727,
147,,Track,4,Image 1,1000015732,
44,,Track,4,Image 1,1000015744,
83,,Track,4,Image 1,1000015750,
175,,Track,4,Image 1,1000015752,
55,,Track,4,Image 1,1000015753,
34,,Track,4,Image 1,1000015756,
9,,Track,4,Image 1,1000015758,
255,,Track,4,Image 1,1000015767,
255,,Track,4,Image 1,1000015768,
200,,Track,4,Image 1,1000015772,
22,,Track,4,Image 1,1000015781,
29,,Track,4,Image 1,1000015782,
156,,Track,4,Image 1,1000015808,
49,,Track,4,Image 1,1000015810,
31,,Track,4,Image 1,1000015856,
255,,Track,4,Image 1,1000015857,
45,,Track,4,Image 1,1000015872,
55,,Track,4,Image 1,1000015881,
103,,Track,4,Image 1,1000015885,
44,,Track,4,Image 1,1000015891,
202,,Track,4,Image 1,1000015910,
255,,Track,4,Image 1,1000015931,
255,,Track,4,Image 1,1000015937,
29,,Track,4,Image 1,1000015951,
255,,Track,4,Image 1,1000015960,
254,,Track,4,Image 1,1000015964,
27,,Track,4,Image 1,1000015975,
109,,Track,4,Image 1,1000015996,
252,,Track,4,Image 1,1000016009,
111,,Track,4,Image 1,1000016017,
62,,Track,4,Image 1,1000016024,
233,,Track,4,Image 1,1000016031,
98,,Track,4,Image 1,1000016045,
81,,Track,4,Image 1,1000016051,
177,,Track,4,Image 1,1000016052,
27,,Track,4,Image 1,1000016073,
115,,Track,4,Image 1,1000016077,
254,,Track,4,Image 1,1000016083,
87,,Track,4,Image 1,1000016095,
234,,Track,4,Image 1,1000016100,
157,,Track,4,Image 1,1000016102,
126,,Track,4,Image 1,1000016107,
94,,Track,4,Image 1,1000016109,
55,,Track,4,Image 1,1000016117,
133,,Track,4,Image 1,1000016143,
77,,Track,4,Image 1,1000016167,
255,,Track,4,Image 1,1000016188,
23,,Track,4,Image 1,1000016195,
255,,Track,4,Image 1,1000016200,
20,,Track,4,Image 1,1000016214,
3,,Track,4,Image 1,1000016218,
181,,Track,4,Image 1,1000016223,
89,,Track,4,Image 1,1000016232,
91,,Track,4,Image 1,1000016233,
255,,Track,4,Image 1,1000016235,
255,,Track,4,Image 1,1000016250,
56,,Track,4,Image 1,1000016259,
125,,Track,4,Image 1,1000016275,
102,,Track,4,Image 1,1000016281,
254,,Track,4,Image 1,1000016292,
62,,Track,4,Image 1,1000016299,
38,,Track,4,Image 1,1000016304,
111,,Track,4,Image 1,1000016316,
160,,Track,4,Image 1,1000016320,
93,,Track,4,Image 1,1000016332,
216,,Track,4,Image 1,1000016337,
215,,Track,4,Image 1,1000016338,
78,,Track,4,Image 1,1000016342,
108,,Track,4,Image 1,1000016354,
51,,Track,4,Image 1,1000016357,
162,,Track,4,Image 1,1000016360,
34,,Track,4,Image 1,1000016381,
90,,Track,4,Image 1,1000016386,
15,,Track,4,Image 1,1000016390,
101,,Track,4,Image 1,1000016397,
70,,Track,4,Image 1,1000016402,
207,,Track,4,Image 1,1000016404,
66,,Track,4,Image 1,1000016415,
12,,Track,4,Image 1,1000016419,
57,,Track,4,Image 1,1000016423,
79,,Track,4,Image 1,1000016426,
215,,Track,4,Image 1,1000016430,
33,,Track,4,Image 1,1000016436,
9,,Track,4,Image 1,1000016453,
53,,Track,4,Image 1,1000016466,
74,,Track,4,Image 1,1000016468,
40,,Track,4,Image 1,1000016474,
99,,Track,4,Image 1,1000016475,
56,,Track,4,Image 1,1000016485,
84,,Track,4,Image 1,1000016504,
33,,Track,4,Image 1,1000016508,
9,,Track,4,Image 1,1000016512,
117,,Track,4,Image 1,1000016521,
151,,Track,4,Image 1,1000016531,
100,,Track,4,Image 1,1000016534,
179,,Track,4,Image 1,1000016542,
84,,Track,4,Image 1,1000016585,
69,,Track,4,Image 1,1000016590,
16,,Track,4,Image 1,1000016591,
64,,Track,4,Image 1,1000016603,
28,,Track,4,Image 1,1000016609,
255,,Track,4,Image 1,1000016611,
51,,Track,4,Image 1,1000016612,
28,,Track,4,Image 1,1000016623,
92,,Track,4,Image 1,1000016626,
13,,Track,4,Image 1,1000016639,
83,,Track,4,Image 1,1000016641,
118,,Track,4,Image 1,1000016643,
102,,Track,4,Image 1,1000016665,
72,,Track,4,Image 1,1000016666,
120,,Track,4,Image 1,1000016674,
44,,Track,4,Image 1,1000016677,
90,,Track,4,Image 1,1000016700,
84,,Track,4,Image 1,1000016703,
39,,Track,4,Image 1,1000016708,
