
Track Volume Mean
 ==================== 
Track Volume Mean,Unit,Category,ID,
6.84155,um^3,Track,1000015174,
22.4535,um^3,Track,1000015179,
52.2984,um^3,Track,1000015180,
45.509,um^3,Track,1000015184,
43.5199,um^3,Track,1000015190,
34.4964,um^3,Track,1000015202,
39.1769,um^3,Track,1000015204,
6.89854,um^3,Track,1000015206,
8.22096,um^3,Track,1000015207,
49.0181,um^3,Track,1000015208,
30.9658,um^3,Track,1000015213,
14.2195,um^3,Track,1000015219,
32.3011,um^3,Track,1000015221,
3.04607,um^3,Track,1000015228,
23.1265,um^3,Track,1000015237,
9.79153,um^3,Track,1000015240,
52.6038,um^3,Track,1000015248,
68.536,um^3,Track,1000015251,
35.6097,um^3,Track,1000015267,
8.38722,um^3,Track,1000015268,
15.3967,um^3,Track,1000015274,
22.6689,um^3,Track,1000015279,
30.525,um^3,Track,1000015280,
6.0939,um^3,Track,1000015290,
7.39168,um^3,Track,1000015293,
14.3937,um^3,Track,1000015307,
35.4272,um^3,Track,1000015308,
15.8721,um^3,Track,1000015348,
3.12645,um^3,Track,1000015352,
19.6215,um^3,Track,1000015353,
28.1846,um^3,Track,1000015362,
8.19596,um^3,Track,1000015370,
11.7066,um^3,Track,1000015377,
18.5463,um^3,Track,1000015388,
8.95376,um^3,Track,1000015394,
4.73476,um^3,Track,1000015400,
46.955,um^3,Track,1000015407,
4.23966,um^3,Track,1000015415,
31.0253,um^3,Track,1000015421,
57.4209,um^3,Track,1000015432,
5.4498,um^3,Track,1000015443,
12.9427,um^3,Track,1000015450,
20.613,um^3,Track,1000015455,
5.10339,um^3,Track,1000015461,
72.8278,um^3,Track,1000015477,
3.52133,um^3,Track,1000015497,
55.3892,um^3,Track,1000015502,
21.7222,um^3,Track,1000015503,
12.3339,um^3,Track,1000015508,
16.2558,um^3,Track,1000015516,
31.7626,um^3,Track,1000015525,
30.2442,um^3,Track,1000015536,
4.12399,um^3,Track,1000015541,
3.65012,um^3,Track,1000015557,
3.46375,um^3,Track,1000015590,
51.451,um^3,Track,1000015591,
5.12143,um^3,Track,1000015593,
16.7897,um^3,Track,1000015622,
10.2241,um^3,Track,1000015630,
3.63988,um^3,Track,1000015650,
51.2964,um^3,Track,1000015674,
33.0366,um^3,Track,1000015675,
84.3573,um^3,Track,1000015678,
53.6605,um^3,Track,1000015680,
48.1714,um^3,Track,1000015682,
13.6935,um^3,Track,1000015700,
14.3853,um^3,Track,1000015706,
20.9115,um^3,Track,1000015719,
2.40296,um^3,Track,1000015724,
28.8067,um^3,Track,1000015726,
31.419,um^3,Track,1000015727,
16.9087,um^3,Track,1000015732,
12.9596,um^3,Track,1000015744,
30.4561,um^3,Track,1000015750,
11.7818,um^3,Track,1000015752,
7.14573,um^3,Track,1000015753,
5.53458,um^3,Track,1000015756,
7.59997,um^3,Track,1000015758,
4.42458,um^3,Track,1000015767,
