
Displacement Delta
 ==================== 
Displacement Delta X,Displacement Delta Y,Displacement Delta Z,Unit,Category,Collection,Time,TrackID,ID,
-1.35609,2.18636,0,um,Surface,Displacement Delta,21,1000014750,14823,
-1.14162,1.66052,0,um,Surface,Displacement Delta,21,1000014752,14824,
0.830276,-1.66054,0,um,Surface,Displacement Delta,21,1000014353,14825,
-1.43878,-0.195969,2.08696,um,Surface,Displacement Delta,21,1000014786,14826,
-1.34036,-1.18939,0,um,Surface,Displacement Delta,21,1000014756,14827,
-0.418182,0.277771,0.132353,um,Surface,Displacement Delta,21,1000014607,14828,
-2.21404,1.38378,0,um,Surface,Displacement Delta,21,1000014668,14829,
0.31826,-0.0968628,0.4,um,Surface,Displacement Delta,21,1000014199,14830,
-2.39442,1.19597,0.107142,um,Surface,Displacement Delta,21,1000014198,14831,
-0.864868,0.657295,0,um,Surface,Displacement Delta,21,1000014762,14832,
-0.4319,1.34185,0.469697,um,Surface,Displacement Delta,21,1000014732,14833,
-0.464951,0.398529,0,um,Surface,Displacement Delta,21,1000014764,14834,
-2.83675,1.66054,0,um,Surface,Displacement Delta,22,1000014800,14835,
-1.4299,-0.0230713,-0.916668,um,Surface,Displacement Delta,22,1000014765,14836,
-1.19351,0.0957947,0.14423,um,Surface,Displacement Delta,22,1000014185,14837,
0.142334,-0.729462,-0.428574,um,Surface,Displacement Delta,22,1000014394,14838,
-4.0591,0.461258,1,um,Surface,Displacement Delta,22,1000014798,14839,
-0.493759,1.08817,4.63636,um,Surface,Displacement Delta,22,1000014804,14840,
-2.18259,-0.749954,-2.31294,um,Surface,Displacement Delta,22,1000014803,14841,
-1.93381,-0.176437,0.3125,um,Surface,Displacement Delta,22,1000014676,14842,
-2.23222,-2.63788,1.81714,um,Surface,Displacement Delta,22,1000014648,14843,
-1.87247,-0.218491,0.252632,um,Surface,Displacement Delta,22,1000014591,14844,
-1.54236,-1.40356,-0.113209,um,Surface,Displacement Delta,22,1000014710,14845,
0,0,0,um,Surface,Displacement Delta,22,1000014846,14846,
-1.77914,0.35582,-0.214287,um,Surface,Displacement Delta,22,1000014809,14847,
0,0,0,um,Surface,Displacement Delta,22,1000014848,14848,
-1.42991,-0.507385,-1.33333,um,Surface,Displacement Delta,22,1000014683,14849,
-1.08375,0.00146484,-0.54204,um,Surface,Displacement Delta,22,1000014501,14850,
0.0363464,-0.158798,-0.967741,um,Surface,Displacement Delta,22,1000014686,14851,
0,0,0,um,Surface,Displacement Delta,22,1000014852,14852,
-1.83563,0.95459,-0.491803,um,Surface,Displacement Delta,22,1000014775,14853,
-0.124542,-0.622696,0.45,um,Surface,Displacement Delta,22,1000014776,14854,
-1.66052,0,1.5,um,Surface,Displacement Delta,22,1000014470,14855,
-0.594765,1.26935,-2.625,um,Surface,Displacement Delta,22,1000014659,14856,
0.64576,-0.876389,0.166666,um,Surface,Displacement Delta,22,1000014780,14857,
-0.595924,-0.72583,0.180761,um,Surface,Displacement Delta,22,1000014748,14858,
0,0,0,um,Surface,Displacement Delta,22,1000014859,14859,
-0.782822,-0.97258,1.28571,um,Surface,Displacement Delta,22,1000014783,14860,
-2.16215,-0.0943298,0,um,Surface,Displacement Delta,22,1000014822,14861,
-1.17424,0.581207,0,um,Surface,Displacement Delta,22,1000014750,14862,
-0.830261,0,0,um,Surface,Displacement Delta,22,1000014752,14863,
-0.577576,-0.293304,0.288043,um,Surface,Displacement Delta,22,1000014786,14864,
-2.07565,-1.00818,-3,um,Surface,Displacement Delta,22,1000014353,14865,
-3.02644,-0.374969,0.483871,um,Surface,Displacement Delta,22,1000014756,14866,
-1.64549,0.10144,0.040724,um,Surface,Displacement Delta,22,1000014607,14867,
-1.46553,0.345947,0.09091,um,Surface,Displacement Delta,22,1000014199,14868,
-1.28494,-0.316292,0,um,Surface,Displacement Delta,22,1000014198,14869,
-1.34918,-0.934048,0,um,Surface,Displacement Delta,22,1000014762,14870,
-2.34488,-0.216377,-1.03636,um,Surface,Displacement Delta,22,1000014732,14871,
-4.02359,0.715305,0,um,Surface,Displacement Delta,22,1000014764,14872,
-0.0714264,-0.551453,-1.36228,um,Surface,Displacement Delta,23,1000014803,14873,
1.58675,-2.61995,-3.66667,um,Surface,Displacement Delta,23,1000014798,14874,
1.63538,-0.0503235,4.36364,um,Surface,Displacement Delta,23,1000014804,14875,
0.363235,-2.4908,-3.1875,um,Surface,Displacement Delta,23,1000014800,14876,
1.29152,-1.84503,0.666668,um,Surface,Displacement Delta,23,1000014765,14877,
1.96243,-1.26572,-0.314686,um,Surface,Displacement Delta,23,1000014185,14878,
0.709778,-0.302811,-0.0588226,um,Surface,Displacement Delta,23,1000014676,14879,
0.775391,-1.86414,0.344349,um,Surface,Displacement Delta,23,1000014648,14880,
1.89337,-1.04686,-1.72174,um,Surface,Displacement Delta,23,1000014591,14881,
1.22563,-0.35582,0.380955,um,Surface,Displacement Delta,23,1000014809,14882,
0.305893,-0.636047,-1.23246,um,Surface,Displacement Delta,23,1000014846,14883,
0.435883,-0.306183,-2.475,um,Surface,Displacement Delta,23,1000014848,14884,
1.65389,-1.30875,-0.409883,um,Surface,Displacement Delta,23,1000014501,14885,
0.378784,1.00883,0.967741,um,Surface,Displacement Delta,23,1000014686,14886,
0,0,0,um,Surface,Displacement Delta,23,1000014887,14887,
-4.32924,1.24536,3,um,Surface,Displacement Delta,23,1000014852,14888,
2.14271,-2.0491,0,um,Surface,Displacement Delta,23,1000014775,14889,
-0.502533,-2.86223,-4.10526,um,Surface,Displacement Delta,23,1000014776,14890,
2.2417,1.52588e-05,0.299999,um,Surface,Displacement Delta,23,1000014470,14891,
1.07751,-1.11719,2.80147,um,Surface,Displacement Delta,23,1000014659,14892,
-0.576576,0.253693,-0.166666,um,Surface,Displacement Delta,23,1000014780,14893,
1.83185,-1.90434,0.321429,um,Surface,Displacement Delta,23,1000014859,14894,
0.0355835,0.391403,-0.385715,um,Surface,Displacement Delta,23,1000014783,14895,
1.58304,-2.22211,0,um,Surface,Displacement Delta,23,1000014822,14896,
0.489262,-0.934067,0,um,Surface,Displacement Delta,23,1000014750,14897,
0.830261,-0.830261,0,um,Surface,Displacement Delta,23,1000014752,14898,
0.146515,-0.429382,0.977941,um,Surface,Displacement Delta,23,1000014786,14899,
-0.726486,0.696831,0,um,Surface,Displacement Delta,23,1000014353,14900,
2.34389,-1.38591,-0.623077,um,Surface,Displacement Delta,23,1000014607,14901,
1.06424,-0.996315,1.30909,um,Surface,Displacement Delta,23,1000014199,14902,
0.449028,-0.26545,-0.744898,um,Surface,Displacement Delta,23,1000014198,14903,
3.07199,-1.16237,0,um,Surface,Displacement Delta,23,1000014762,14904,
3.13575,-1.61481,0.704348,um,Surface,Displacement Delta,23,1000014732,14905,
-0.415146,5.39671,-3,um,Surface,Displacement Delta,24,1000014804,14906,
-3.26915,5.81186,0.1875,um,Surface,Displacement Delta,24,1000014800,14907,
0.336761,0.0522461,-0.839161,um,Surface,Displacement Delta,24,1000014185,14908,
0,0,0,um,Surface,Displacement Delta,24,1000014909,14909,
-0.772675,0.716446,-0.783871,um,Surface,Displacement Delta,24,1000014803,14910,
-3.65317,1.99263,0,um,Surface,Displacement Delta,24,1000014798,14911,
1.54114,-1.57913,-0.441177,um,Surface,Displacement Delta,24,1000014676,14912,
3.31505,-0.822235,-0.304348,um,Surface,Displacement Delta,24,1000014648,14913,
1.64449,-0.521423,0.188408,um,Surface,Displacement Delta,24,1000014591,14914,
2.21404,-1.38379,-0.666668,um,Surface,Displacement Delta,24,1000014809,14915,
0.774902,-1.66052,0.183334,um,Surface,Displacement Delta,24,1000014846,14916,
1.17772,-0.657669,-1.875,um,Surface,Displacement Delta,24,1000014848,14917,
0,0,0,um,Surface,Displacement Delta,24,1000014918,14918,
2.06381,-1.38379,-1.2,um,Surface,Displacement Delta,24,1000014686,14919,
2.39853,-2.31467,-1.0303,um,Surface,Displacement Delta,24,1000014887,14920,
1.77913,-1.42328,-1.28572,um,Surface,Displacement Delta,24,1000014852,14921,
0.345444,1.6069,0,um,Surface,Displacement Delta,24,1000014775,14922,
1.74794,0.78656,-0.446462,um,Surface,Displacement Delta,24,1000014776,14923,
1.35611,0.830261,0.200001,um,Surface,Displacement Delta,24,1000014470,14924,
3.18501,1.2012,-2.2479,um,Surface,Displacement Delta,24,1000014659,14925,
0,0,0,um,Surface,Displacement Delta,24,1000014926,14926,
3.30031,-0.643448,-0.9,um,Surface,Displacement Delta,24,1000014783,14927,
-0.132286,-0.834839,-0.321429,um,Surface,Displacement Delta,24,1000014859,14928,
0.0774918,-0.520294,0,um,Surface,Displacement Delta,24,1000014822,14929,
2.62917,-2.35242,0,um,Surface,Displacement Delta,24,1000014752,14930,
2.49078,-0.830261,0,um,Surface,Displacement Delta,24,1000014353,14931,
-0.020752,0.0207596,-0.3,um,Surface,Displacement Delta,24,1000014607,14932,
2.48325,0.0905762,2.78182,um,Surface,Displacement Delta,24,1000014199,14933,
2.38481,-1.44857,-1.02401,um,Surface,Displacement Delta,24,1000014198,14934,
-0.332108,-0.166054,0,um,Surface,Displacement Delta,24,1000014762,14935,
2.60121,-2.67978,-0.245524,um,Surface,Displacement Delta,24,1000014732,14936,
-0.493774,-0.0199127,0.411911,um,Surface,Displacement Delta,25,1000014909,14937,
0,0,0,um,Surface,Displacement Delta,25,1000014938,14938,
0,0,0,um,Surface,Displacement Delta,25,1000014939,14939,
0.357651,-0.127716,1.38462,um,Surface,Displacement Delta,25,1000014185,14940,
1.67436,1.45297,-0.700001,um,Surface,Displacement Delta,25,1000014803,14941,
-0.368988,1.07243,0.375,um,Surface,Displacement Delta,25,1000014676,14942,
0,0,0,um,Surface,Displacement Delta,25,1000014943,14943,
1.41837,-1.09549,-1,um,Surface,Displacement Delta,25,1000014648,14944,
0.0115356,0.0115356,0.333332,um,Surface,Displacement Delta,25,1000014591,14945,
0,0.790741,-1,um,Surface,Displacement Delta,25,1000014809,14946,
1.08099,-0.0759583,-0.0313721,um,Surface,Displacement Delta,25,1000014846,14947,
0,0,0,um,Surface,Displacement Delta,25,1000014948,14948,
-2.27144,1.97293,-2.88461,um,Surface,Displacement Delta,25,1000014848,14949,
0,0,0,um,Surface,Displacement Delta,25,1000014950,14950,
-0.489639,1.61087,2.71795,um,Surface,Displacement Delta,25,1000014918,14951,
0.189774,-1.24539,0.771429,um,Surface,Displacement Delta,25,1000014686,14952,
-0.239853,1.27304,2.66667,um,Surface,Displacement Delta,25,1000014887,14953,
0.221046,1.31006,-1.71428,um,Surface,Displacement Delta,25,1000014852,14954,
1.66541,-1.2576,0,um,Surface,Displacement Delta,25,1000014775,14955,
0,0,0,um,Surface,Displacement Delta,25,1000014956,14956,
-2.35242,2.21404,0,um,Surface,Displacement Delta,25,1000014470,14957,
-1.37389,1.54193,-0.595238,um,Surface,Displacement Delta,25,1000014659,14958,
-0.44281,1.16235,-0.5,um,Surface,Displacement Delta,25,1000014926,14959,
0.518913,-0.103775,1.5,um,Surface,Displacement Delta,25,1000014783,14960,
2.04981,-1.51758,1.42857,um,Surface,Displacement Delta,25,1000014859,14961,
-0.387451,1.43913,0,um,Surface,Displacement Delta,25,1000014752,14962,
-1.34918,1.14162,1.5,um,Surface,Displacement Delta,25,1000014353,14963,
0,0,0,um,Surface,Displacement Delta,25,1000014964,14964,
0.934059,-0.726479,0,um,Surface,Displacement Delta,25,1000014607,14965,
0,0,0,um,Surface,Displacement Delta,25,1000014966,14966,
-0.490616,0.241531,-0.381821,um,Surface,Displacement Delta,25,1000014199,14967,
-0.628578,1.18028,-0.254902,um,Surface,Displacement Delta,25,1000014198,14968,
0.891327,-1.54149,0.0661764,um,Surface,Displacement Delta,25,1000014732,14969,
-0.166046,0.679291,-0.81818,um,Surface,Displacement Delta,26,1000014185,14970,
-0.660522,0.387451,0,um,Surface,Displacement Delta,26,1000014939,14971,
0.958572,3.4041,-0.81818,um,Surface,Displacement Delta,26,1000014938,14972,
1.21262,0.400223,0.00615311,um,Surface,Displacement Delta,26,1000014909,14973,
0.537216,0.360199,-0.816177,um,Surface,Displacement Delta,26,1000014676,14974,
-1.10466,-2.66228,-0.158119,um,Surface,Displacement Delta,26,1000014943,14975,
-0.726471,0.892517,0,um,Surface,Displacement Delta,26,1000014648,14976,
0.477402,0.0622711,-0.900002,um,Surface,Displacement Delta,26,1000014591,14977,
0.498169,0.92514,0.599998,um,Surface,Displacement Delta,26,1000014809,14978,
1.75278,1.0332,-1.13333,um,Surface,Displacement Delta,26,1000014948,14979,
-0.590729,1.1698,-2.30672,um,Surface,Displacement Delta,26,1000014846,14980,
0,0,0,um,Surface,Displacement Delta,26,1000014981,14981,
1.44952,-0.683044,-0.737589,um,Surface,Displacement Delta,26,1000014950,14982,
-0.15815,-0.105438,-0.0476189,um,Surface,Displacement Delta,26,1000014918,14983,
-0.619995,2.4908,-0.7987,um,Surface,Displacement Delta,26,1000014686,14984,
-0.394371,0.560455,0,um,Surface,Displacement Delta,26,1000014887,14985,
2.0266,-0.675507,-2.4,um,Surface,Displacement Delta,26,1000014852,14986,
-1.25413,2.63281,0,um,Surface,Displacement Delta,26,1000014775,14987,
0.994339,1.33565,0,um,Surface,Displacement Delta,26,1000014956,14988,
0,0.276764,1,um,Surface,Displacement Delta,26,1000014470,14989,
0.464554,0.276764,-1.47619,um,Surface,Displacement Delta,26,1000014659,14990,
0,0,0,um,Surface,Displacement Delta,26,1000014991,14991,
-2.10625,0.367065,0.31579,um,Surface,Displacement Delta,26,1000014926,14992,
0.415131,0.474426,-0.214286,um,Surface,Displacement Delta,26,1000014783,14993,
0.545593,0.0237274,-1.28572,um,Surface,Displacement Delta,26,1000014752,14994,
-0.207565,1.8681,-0.1875,um,Surface,Displacement Delta,26,1000014353,14995,
0.612823,0.445305,-0.74812,um,Surface,Displacement Delta,26,1000014964,14996,
-1.05167,1.21772,1.8,um,Surface,Displacement Delta,26,1000014966,14997,
1.2454,-0.166054,-1.8,um,Surface,Displacement Delta,26,1000014199,14998,
-1.5529,1.21081,-0.233334,um,Surface,Displacement Delta,26,1000014198,14999,
0,0,0,um,Surface,Displacement Delta,26,1000015000,15000,
0,1.60864,-1.125,um,Surface,Displacement Delta,26,1000014732,15001,
-0.315887,0.623383,3.43435,um,Surface,Displacement Delta,27,1000014943,15002,
0.0624084,-0.694611,3.10785,um,Surface,Displacement Delta,27,1000014676,15003,
0.0969391,-0.210922,2.29946,um,Surface,Displacement Delta,27,1000014909,15004,
-0.566086,2.84933,4.5,um,Surface,Displacement Delta,27,1000014938,15005,
-0.527222,-2.42851,0,um,Surface,Displacement Delta,27,1000014939,15006,
0,0,0,um,Surface,Displacement Delta,27,1000015007,15007,
-0.581177,-0.44281,1.9,um,Surface,Displacement Delta,27,1000014591,15008,
0,0,0,um,Surface,Displacement Delta,27,1000015009,15009,
-0.774918,-0.608856,2.4,um,Surface,Displacement Delta,27,1000014809,15010,
-2.01497,1.44446,2.72807,um,Surface,Displacement Delta,27,1000014948,15011,
0,0,0,um,Surface,Displacement Delta,27,1000015012,15012,
-1.34918,-0.518921,3,um,Surface,Displacement Delta,27,1000014981,15013,
0.988403,5.17929,1.71429,um,Surface,Displacement Delta,27,1000014918,15014,
-0.356705,-0.120605,1.98118,um,Surface,Displacement Delta,27,1000014950,15015,
0.449722,-0.449707,3,um,Surface,Displacement Delta,27,1000014887,15016,
-1.50831,1.48062,1,um,Surface,Displacement Delta,27,1000014852,15017,
-1.28313,3.05888,4.89474,um,Surface,Displacement Delta,27,1000014956,15018,
-0.691895,-2.62917,0,um,Surface,Displacement Delta,27,1000014470,15019,
0.351875,-0.761093,2.79286,um,Surface,Displacement Delta,27,1000014659,15020,
0,0,0,um,Surface,Displacement Delta,27,1000015021,15021,
0,0,0,um,Surface,Displacement Delta,27,1000015022,15022,
-0.830269,0.868011,4.09091,um,Surface,Displacement Delta,27,1000014991,15023,
0.4561,-0.128357,2.68421,um,Surface,Displacement Delta,27,1000014926,15024,
-1.66052,1.1861,1.71429,um,Surface,Displacement Delta,27,1000014783,15025,
-0.988403,-0.632599,1.28572,um,Surface,Displacement Delta,27,1000014752,15026,
0,0,0,um,Surface,Displacement Delta,27,1000015027,15027,
-0.0224457,-0.288765,-0.800142,um,Surface,Displacement Delta,27,1000014964,15028,
0,0,0,um,Surface,Displacement Delta,27,1000015029,15029,
0,0,0,um,Surface,Displacement Delta,27,1000015030,15030,
1.32844,4.5546,-4.8,um,Surface,Displacement Delta,27,1000014966,15031,
-0.830261,-0.830269,3,um,Surface,Displacement Delta,27,1000014199,15032,
0.776703,-0.840317,3.02903,um,Surface,Displacement Delta,27,1000014198,15033,
2.55141,-0.136208,3,um,Surface,Displacement Delta,27,1000015000,15034,
1.45296,-1.14162,3,um,Surface,Displacement Delta,27,1000014732,15035,
-0.138382,-0.553497,0,um,Surface,Displacement Delta,28,1000014809,15036,
0.6642,-1.05168,-1,um,Surface,Displacement Delta,28,1000014591,15037,
-0.417145,-1.82098,2.04348,um,Surface,Displacement Delta,28,1000015007,15038,
0.239014,-3.42171,-1.54546,um,Surface,Displacement Delta,28,1000014943,15039,
-0.945572,-1.04938,0.208332,um,Surface,Displacement Delta,28,1000014676,15040,
-0.947632,-0.0189972,0.502079,um,Surface,Displacement Delta,28,1000014909,15041,
1.78992,-1.46555,0.675323,um,Surface,Displacement Delta,28,1000014938,15042,
1.24539,-0.726471,0,um,Surface,Displacement Delta,28,1000014939,15043,
-1.93729,-2.2198,-5.45833,um,Surface,Displacement Delta,28,1000015009,15044,
-3.55703,0.0961304,-1.89474,um,Surface,Displacement Delta,28,1000014948,15045,
0.322884,-1.06088,1,um,Surface,Displacement Delta,28,1000014981,15046,
-2.35242,0.138397,0,um,Surface,Displacement Delta,28,1000015012,15047,
-0.691879,0.691895,0,um,Surface,Displacement Delta,28,1000014918,15048,
0.899582,-1.66013,0.74015,um,Surface,Displacement Delta,28,1000014950,15049,
-0.442818,1.38379,-1.6,um,Surface,Displacement Delta,28,1000014852,15050,
2.90591,2.07838,1.10526,um,Surface,Displacement Delta,28,1000014956,15051,
-1.24541,-0.566086,-1.63636,um,Surface,Displacement Delta,28,1000015021,15052,
1.49448,-1.16237,-0.461538,um,Surface,Displacement Delta,28,1000015022,15053,
-0.210014,-1.69716,-1.3853,um,Surface,Displacement Delta,28,1000014659,15054,
0,0,0,um,Surface,Displacement Delta,28,1000015055,15055,
0.415131,0,0,um,Surface,Displacement Delta,28,1000014991,15056,
0.985947,-0.570801,0,um,Surface,Displacement Delta,28,1000014926,15057,
0.830261,-0.593048,0,um,Surface,Displacement Delta,28,1000014783,15058,
0,0,0,um,Surface,Displacement Delta,28,1000014752,15059,
0.808968,-1.68182,-0.461538,um,Surface,Displacement Delta,28,1000015027,15060,
0.769684,-0.526199,-1.3946,um,Surface,Displacement Delta,28,1000014964,15061,
1.56285,-0.0279083,-0.378152,um,Surface,Displacement Delta,28,1000015029,15062,
-2.07567,1.00818,0,um,Surface,Displacement Delta,28,1000014966,15063,
-1.16237,0.498158,0,um,Surface,Displacement Delta,28,1000015030,15064,
-0.679321,-0.0754776,-0.545456,um,Surface,Displacement Delta,28,1000014199,15065,
1.18574,-0.697563,-0.492668,um,Surface,Displacement Delta,28,1000014198,15066,
1.02187,-0.351265,0,um,Surface,Displacement Delta,28,1000015000,15067,
0.79567,0.691895,-3.375,um,Surface,Displacement Delta,29,1000014676,15068,
0,0,0,um,Surface,Displacement Delta,29,1000015069,15069,
1.97984,-0.766388,-1.96154,um,Surface,Displacement Delta,29,1000014909,15070,
1.71983,-0.210587,-0.0527954,um,Surface,Displacement Delta,29,1000014938,15071,
0,0,0,um,Surface,Displacement Delta,29,1000015072,15072,
0,0,0,um,Surface,Displacement Delta,29,1000015073,15073,
1.3047,-1.71983,-3,um,Surface,Displacement Delta,29,1000014943,15074,
-0.754456,1.4704,-1.44348,um,Surface,Displacement Delta,29,1000015007,15075,
0.166061,0.9133,-3,um,Surface,Displacement Delta,29,1000014591,15076,
0.622696,1.03781,-3.75,um,Surface,Displacement Delta,29,1000014809,15077,
-1.34918,0.778366,-5.625,um,Surface,Displacement Delta,29,1000015009,15078,
-0.322884,1.89114,-4,um,Surface,Displacement Delta,29,1000014981,15079,
1.93728,-0.864868,-1.875,um,Surface,Displacement Delta,29,1000015012,15080,
1.66052,-0.830292,-3,um,Surface,Displacement Delta,29,1000014918,15081,
0.0874557,0.111359,-3.0898,um,Surface,Displacement Delta,29,1000014950,15082,
-0.146515,-0.87912,-5.47059,um,Surface,Displacement Delta,29,1000014852,15083,
7.62939e-06,0.415115,-2.53846,um,Surface,Displacement Delta,29,1000015022,15084,
-0.245316,1.06297,-1.09091,um,Surface,Displacement Delta,29,1000015055,15085,
1.1496,-0.487701,-2.97902,um,Surface,Displacement Delta,29,1000015021,15086,
0.50061,-1.09016,-1.76471,um,Surface,Displacement Delta,29,1000014659,15087,
-0.968643,0.968643,-3,um,Surface,Displacement Delta,29,1000014926,15088,
0.138374,0,-4,um,Surface,Displacement Delta,29,1000014991,15089,
0,-0.403275,-3,um,Surface,Displacement Delta,29,1000014783,15090,
1.93729,2.76755,-6,um,Surface,Displacement Delta,29,1000015027,15091,
0.443619,-0.0610504,-3.76471,um,Surface,Displacement Delta,29,1000015029,15092,
-0.477402,0.601944,-3,um,Surface,Displacement Delta,29,1000015030,15093,
1.77375,2.6795,-1.63636,um,Surface,Displacement Delta,29,1000014198,15094,
1.23283,-1.49281,-2.45454,um,Surface,Displacement Delta,29,1000014199,15095,
0,0,0,um,Surface,Displacement Delta,29,1000015096,15096,
0,0,0,um,Surface,Displacement Delta,29,1000015097,15097,
0.159653,1.11766,-3,um,Surface,Displacement Delta,29,1000015000,15098,
0,0,0,um,Surface,Displacement Delta,29,1000015099,15099,
0,0,0,um,Surface,Displacement Delta,29,1000015100,15100,
-1.84438,1.98967,1.05,um,Surface,Displacement Delta,30,1000014943,15101,
0,0,0,um,Surface,Displacement Delta,30,1000015102,15102,
-0.30191,-1.88698,5.45455,um,Surface,Displacement Delta,30,1000015069,15103,
-0.207565,0.363235,0,um,Surface,Displacement Delta,30,1000014909,15104,
-0.0262299,-0.672943,0.821053,um,Surface,Displacement Delta,30,1000015072,15105,
-0.686111,1.74146,0,um,Surface,Displacement Delta,30,1000015073,15106,
0.130463,-0.703735,1.25714,um,Surface,Displacement Delta,30,1000015007,15107,
0,0,0,um,Surface,Displacement Delta,30,1000015108,15108,
-0.31134,0.657288,0,um,Surface,Displacement Delta,30,1000015009,15109,
0,0,0,um,Surface,Displacement Delta,30,1000014918,15110,
0.254105,2.18637,-1.22727,um,Surface,Displacement Delta,30,1000014950,15111,
0.276756,-2.45621,-2.125,um,Surface,Displacement Delta,30,1000015012,15112,
0.312569,-0.0341797,0.0705891,um,Surface,Displacement Delta,30,1000014852,15113,
0.830276,1.46892,0,um,Surface,Displacement Delta,30,1000015021,15114,
0.207565,-0.622696,0,um,Surface,Displacement Delta,30,1000015022,15115,
0.654625,0.280563,-0.115383,um,Surface,Displacement Delta,30,1000014659,15116,
1.17621,0.0968781,-0.2,um,Surface,Displacement Delta,30,1000015055,15117,
0,0,0,um,Surface,Displacement Delta,30,1000015118,15118,
0.276764,-0.830261,1,um,Surface,Displacement Delta,30,1000014991,15119,
-0.276764,-0.553513,0,um,Surface,Displacement Delta,30,1000014926,15120,
0.622696,-0.664215,-0.375,um,Surface,Displacement Delta,30,1000014783,15121,
0,0,0,um,Surface,Displacement Delta,30,1000015122,15122,
0,0,0,um,Surface,Displacement Delta,30,1000015123,15123,
-1.4896,-1.31865,1.58824,um,Surface,Displacement Delta,30,1000015027,15124,
-0.2537,0.392075,-1.33333,um,Surface,Displacement Delta,30,1000015029,15125,
-0.415131,-1.03783,0,um,Surface,Displacement Delta,30,1000015030,15126,
4.01294,0.553513,0,um,Surface,Displacement Delta,30,1000014198,15127,
0.172974,1.4645,0,um,Surface,Displacement Delta,30,1000014199,15128,
-0.166054,1.32843,0,um,Surface,Displacement Delta,30,1000015096,15129,
-0.280212,-0.3321,-0.7125,um,Surface,Displacement Delta,30,1000015097,15130,
-2.82076,0.606735,0,um,Surface,Displacement Delta,30,1000015000,15131,
-1.08573,0.784653,0,um,Surface,Displacement Delta,30,1000015099,15132,
-1.85213,0.766403,0,um,Surface,Displacement Delta,30,1000015100,15133,
-0.528351,-2.26434,0.545454,um,Surface,Displacement Delta,31,1000015069,15134,
-0.726471,-0.726486,-0.1875,um,Surface,Displacement Delta,31,1000014909,15135,
0.460526,-1.10254,0.194332,um,Surface,Displacement Delta,31,1000015072,15136,
1.77538,-2.29941,0,um,Surface,Displacement Delta,31,1000015073,15137,
-0.151672,-2.76756,-0.125,um,Surface,Displacement Delta,31,1000015102,15138,
-0.21608,0.00692749,-0.126923,um,Surface,Displacement Delta,31,1000014943,15139,
-0.283936,-0.0107727,1.77922,um,Surface,Displacement Delta,31,1000015007,15140,
-2.41862,-0.116791,1.21505,um,Surface,Displacement Delta,31,1000015108,15141,
0,0,0,um,Surface,Displacement Delta,31,1000015142,15142,
0.830269,-0.830261,0,um,Surface,Displacement Delta,31,1000014918,15143,
0.608856,-1.49448,0,um,Surface,Displacement Delta,31,1000014950,15144,
0,0,0,um,Surface,Displacement Delta,31,1000015145,15145,
4.09598,3.76387,-1.4,um,Surface,Displacement Delta,31,1000015055,15146,
1.02985,-0.207565,0.490383,um,Surface,Displacement Delta,31,1000015021,15147,
1.30721,0.196762,-1.19107,um,Surface,Displacement Delta,31,1000014659,15148,
0.320778,-0.924606,-0.818182,um,Surface,Displacement Delta,31,1000015022,15149,
0.930466,-1.24541,-0.103447,um,Surface,Displacement Delta,31,1000015118,15150,
2.62917,-2.16792,0,um,Surface,Displacement Delta,31,1000014926,15151,
1.66052,-1.24541,-1.5,um,Surface,Displacement Delta,31,1000014991,15152,
2.01906,-1.88696,1.46591,um,Surface,Displacement Delta,31,1000014783,15153,
0,0,0,um,Surface,Displacement Delta,31,1000015154,15154,
-3.74258,1.64775,2.07692,um,Surface,Displacement Delta,31,1000015122,15155,
-0.0278931,-0.388388,-0.0672264,um,Surface,Displacement Delta,31,1000015123,15156,
2.06544,-0.368652,-0.426945,um,Surface,Displacement Delta,31,1000015027,15157,
0,0,0,um,Surface,Displacement Delta,31,1000015158,15158,
1.47604,-1.10703,0,um,Surface,Displacement Delta,31,1000015029,15159,
0.892532,-0.394375,0,um,Surface,Displacement Delta,31,1000015030,15160,
0,0,0,um,Surface,Displacement Delta,31,1000015161,15161,
1.21772,-0.885628,0,um,Surface,Displacement Delta,31,1000014198,15162,
0.166054,-1.19006,1.75,um,Surface,Displacement Delta,31,1000015096,15163,
2.34965,-1.19559,0.0900002,um,Surface,Displacement Delta,31,1000015097,15164,
2.6015,0.071167,-1.2,um,Surface,Displacement Delta,31,1000015099,15165,
0.718491,-0.95401,0.5625,um,Surface,Displacement Delta,31,1000015100,15166,
0.904572,1.02219,0.084568,um,Surface,Displacement Delta,32,1000015007,15167,
0.293182,0.150238,-1.6945,um,Surface,Displacement Delta,32,1000014943,15168,
1.05859,1.07012,-0.408333,um,Surface,Displacement Delta,32,1000015102,15169,
0,-1.89777,0,um,Surface,Displacement Delta,32,1000015069,15170,
2.17944,0.476471,-0.49432,um,Surface,Displacement Delta,32,1000014909,15171,
1.34119,0.638672,0,um,Surface,Displacement Delta,32,1000015072,15172,
1.3938,-1.4877,0,um,Surface,Displacement Delta,32,1000015073,15173,
0,0,0,um,Surface,Displacement Delta,32,1000015174,15174,
0.886276,1.14984,-0.0952377,um,Surface,Displacement Delta,32,1000015108,15175,
2.43892,-4.15132,-1.875,um,Surface,Displacement Delta,32,1000015142,15176,
-1.35358,2.59143,0,um,Surface,Displacement Delta,32,1000014950,15177,
