
Track Area Mean
 ==================== 
Track Area Mean,Unit,Category,ID,
49.2017,um^2,Track,1000016077,
22.6532,um^2,Track,1000016083,
18.954,um^2,Track,1000016095,
39.9608,um^2,Track,1000016100,
24.3716,um^2,Track,1000016102,
40.9622,um^2,Track,1000016107,
42.6978,um^2,Track,1000016109,
72.0172,um^2,Track,1000016117,
12.7311,um^2,Track,1000016143,
27.8592,um^2,Track,1000016167,
23.2303,um^2,Track,1000016188,
44.9326,um^2,Track,1000016195,
9.92275,um^2,Track,1000016200,
72.0092,um^2,Track,1000016214,
38.5004,um^2,Track,1000016218,
20.6664,um^2,Track,1000016223,
41.7896,um^2,Track,1000016232,
19.593,um^2,Track,1000016233,
80.1628,um^2,Track,1000016235,
50.2129,um^2,Track,1000016250,
24.3328,um^2,Track,1000016259,
20.415,um^2,Track,1000016275,
36.9125,um^2,Track,1000016281,
44.1064,um^2,Track,1000016292,
49.3479,um^2,Track,1000016299,
36.6129,um^2,Track,1000016304,
18.1658,um^2,Track,1000016316,
53.242,um^2,Track,1000016320,
72.854,um^2,Track,1000016332,
23.2536,um^2,Track,1000016337,
54.9995,um^2,Track,1000016338,
34.7075,um^2,Track,1000016342,
27.4287,um^2,Track,1000016354,
38.3004,um^2,Track,1000016357,
22.4689,um^2,Track,1000016360,
25.4079,um^2,Track,1000016381,
75.8795,um^2,Track,1000016386,
29.1648,um^2,Track,1000016390,
112.581,um^2,Track,1000016397,
25.3512,um^2,Track,1000016402,
20.5521,um^2,Track,1000016404,
20.5194,um^2,Track,1000016415,
51.9987,um^2,Track,1000016419,
60.1786,um^2,Track,1000016423,
18.0939,um^2,Track,1000016426,
44.6018,um^2,Track,1000016430,
84.4957,um^2,Track,1000016436,
33.8641,um^2,Track,1000016453,
88.5067,um^2,Track,1000016466,
59.9845,um^2,Track,1000016468,
18.5691,um^2,Track,1000016474,
31.7131,um^2,Track,1000016475,
59.9561,um^2,Track,1000016485,
33.2242,um^2,Track,1000016504,
52.3822,um^2,Track,1000016508,
18.058,um^2,Track,1000016512,
19.6862,um^2,Track,1000016521,
16.0906,um^2,Track,1000016531,
