
Number of Disconnected Components
 ==================== 
Number of Disconnected Components,Unit,Category,Time,TrackID,ID,
1,,Surface,24,1000014848,14917,
1,,Surface,24,1000014918,14918,
1,,Surface,24,1000014686,14919,
1,,Surface,24,1000014887,14920,
1,,Surface,24,1000014852,14921,
1,,Surface,24,1000014775,14922,
1,,Surface,24,1000014776,14923,
1,,Surface,24,1000014470,14924,
1,,Surface,24,1000014659,14925,
1,,Surface,24,1000014926,14926,
1,,Surface,24,1000014783,14927,
1,,Surface,24,1000014859,14928,
1,,Surface,24,1000014822,14929,
1,,Surface,24,1000014752,14930,
1,,Surface,24,1000014353,14931,
1,,Surface,24,1000014607,14932,
1,,Surface,24,1000014199,14933,
1,,Surface,24,1000014198,14934,
1,,Surface,24,1000014762,14935,
1,,Surface,24,1000014732,14936,
1,,Surface,25,1000014909,14937,
1,,Surface,25,1000014938,14938,
1,,Surface,25,1000014939,14939,
1,,Surface,25,1000014185,14940,
1,,Surface,25,1000014803,14941,
1,,Surface,25,1000014676,14942,
1,,Surface,25,1000014943,14943,
1,,Surface,25,1000014648,14944,
1,,Surface,25,1000014591,14945,
1,,Surface,25,1000014809,14946,
1,,Surface,25,1000014846,14947,
