
CellTypeCount
==================== 
Count,Time, CellType
3547.0,2,Fragment-LogNorm
3607.0,3,Fragment-LogNorm
3675.0,4,Fragment-LogNorm
3734.0,5,Fragment-LogNorm
3817.0,6,Fragment-LogNorm
3857.0,7,Fragment-LogNorm
3903.0,8,Fragment-LogNorm
3942.0,9,Fragment-LogNorm
3994.0,10,Fragment-LogNorm
4047.0,11,Fragment-LogNorm
4097.0,12,Fragment-LogNorm
4136.0,13,Fragment-LogNorm
4173.0,14,Fragment-LogNorm
4209.0,15,Fragment-LogNorm
4251.0,16,Fragment-LogNorm
4291.0,17,Fragment-LogNorm
4340.0,18,Fragment-LogNorm
4382.0,19,Fragment-LogNorm
4410.0,20,Fragment-LogNorm
4446.0,21,Fragment-LogNorm
4487.0,22,Fragment-LogNorm
4523.0,23,Fragment-LogNorm
4560.0,24,Fragment-LogNorm
4592.0,25,Fragment-LogNorm
4628.0,26,Fragment-LogNorm
4655.0,27,Fragment-LogNorm
4699.0,28,Fragment-LogNorm
4741.0,29,Fragment-LogNorm
4792.0,30,Fragment-LogNorm
4825.0,31,Fragment-LogNorm
4863.0,32,Fragment-LogNorm
4897.0,33,Fragment-LogNorm
4940.0,34,Fragment-LogNorm
4977.0,35,Fragment-LogNorm
5000.0,36,Fragment-LogNorm
5037.0,37,Fragment-LogNorm
5062.0,38,Fragment-LogNorm
5090.0,39,Fragment-LogNorm
5112.0,40,Fragment-LogNorm
5148.0,41,Fragment-LogNorm
5179.0,42,Fragment-LogNorm
5210.0,43,Fragment-LogNorm
5242.0,44,Fragment-LogNorm
5275.0,45,Fragment-LogNorm
5328.0,46,Fragment-LogNorm
5363.0,47,Fragment-LogNorm
5393.0,48,Fragment-LogNorm
5424.0,49,Fragment-LogNorm
5457.0,50,Fragment-LogNorm
5481.0,51,Fragment-LogNorm
5509.0,52,Fragment-LogNorm
5532.0,53,Fragment-LogNorm
5566.0,54,Fragment-LogNorm
5594.0,55,Fragment-LogNorm
5612.0,56,Fragment-LogNorm
5640.0,57,Fragment-LogNorm
5664.0,58,Fragment-LogNorm
5696.0,59,Fragment-LogNorm
5725.0,60,Fragment-LogNorm
5755.0,61,Fragment-LogNorm
5779.0,62,Fragment-LogNorm
5808.0,63,Fragment-LogNorm
5849.0,64,Fragment-LogNorm
5877.0,65,Fragment-LogNorm
5913.0,66,Fragment-LogNorm
5942.0,67,Fragment-LogNorm
5969.0,68,Fragment-LogNorm
5998.0,69,Fragment-LogNorm
6020.0,70,Fragment-LogNorm
6055.0,71,Fragment-LogNorm
6084.0,72,Fragment-LogNorm
6116.0,73,Fragment-LogNorm
6146.0,74,Fragment-LogNorm
6178.0,75,Fragment-LogNorm
6205.0,76,Fragment-LogNorm
6229.0,77,Fragment-LogNorm
6262.0,78,Fragment-LogNorm
6292.0,79,Fragment-LogNorm
6328.0,80,Fragment-LogNorm
6362.0,81,Fragment-LogNorm
6406.0,82,Fragment-LogNorm
6441.0,83,Fragment-LogNorm
6462.0,84,Fragment-LogNorm
6494.0,85,Fragment-LogNorm
6528.0,86,Fragment-LogNorm
6552.0,87,Fragment-LogNorm
6583.0,88,Fragment-LogNorm
6618.0,89,Fragment-LogNorm
6638.0,90,Fragment-LogNorm
6664.0,91,Fragment-LogNorm
6699.0,92,Fragment-LogNorm
6731.0,93,Fragment-LogNorm
6765.0,94,Fragment-LogNorm
6793.0,95,Fragment-LogNorm
6821.0,96,Fragment-LogNorm
6845.0,97,Fragment-LogNorm
6884.0,98,Fragment-LogNorm
6910.0,99,Fragment-LogNorm
6937.0,100,Fragment-LogNorm
6963.0,101,Fragment-LogNorm
6988.0,102,Fragment-LogNorm
7029.0,103,Fragment-LogNorm
7057.0,104,Fragment-LogNorm
7092.0,105,Fragment-LogNorm
7122.0,106,Fragment-LogNorm
7143.0,107,Fragment-LogNorm
7170.0,108,Fragment-LogNorm
7203.0,109,Fragment-LogNorm
7232.0,110,Fragment-LogNorm
7261.0,111,Fragment-LogNorm
7289.0,112,Fragment-LogNorm
7318.0,113,Fragment-LogNorm
7342.0,114,Fragment-LogNorm
7364.0,115,Fragment-LogNorm
7404.0,116,Fragment-LogNorm
7437.0,117,Fragment-LogNorm
7463.0,118,Fragment-LogNorm
7494.0,119,Fragment-LogNorm
7521.0,120,Fragment-LogNorm
7554.0,121,Fragment-LogNorm
7579.0,122,Fragment-LogNorm
7599.0,123,Fragment-LogNorm
7625.0,124,Fragment-LogNorm
7654.0,125,Fragment-LogNorm
7674.0,126,Fragment-LogNorm
7706.0,127,Fragment-LogNorm
7733.0,128,Fragment-LogNorm
7761.0,129,Fragment-LogNorm
7805.0,130,Fragment-LogNorm
7834.0,131,Fragment-LogNorm
7865.0,132,Fragment-LogNorm
7898.0,133,Fragment-LogNorm
7919.0,134,Fragment-LogNorm
7937.0,135,Fragment-LogNorm
7960.0,136,Fragment-LogNorm
7986.0,137,Fragment-LogNorm
8013.0,138,Fragment-LogNorm
8037.0,139,Fragment-LogNorm
8067.0,140,Fragment-LogNorm
8100.0,141,Fragment-LogNorm
8129.0,142,Fragment-LogNorm
8145.0,143,Fragment-LogNorm
8171.0,144,Fragment-LogNorm
8206.0,145,Fragment-LogNorm
8236.0,146,Fragment-LogNorm
8271.0,147,Fragment-LogNorm
8311.0,148,Fragment-LogNorm
8334.0,149,Fragment-LogNorm
8363.0,150,Fragment-LogNorm
8396.0,151,Fragment-LogNorm
8425.0,152,Fragment-LogNorm
8446.0,153,Fragment-LogNorm
8483.0,154,Fragment-LogNorm
8518.0,155,Fragment-LogNorm
8529.0,156,Fragment-LogNorm
8554.0,157,Fragment-LogNorm
8582.0,158,Fragment-LogNorm
8608.0,159,Fragment-LogNorm
8635.0,160,Fragment-LogNorm
8658.0,161,Fragment-LogNorm
8683.0,162,Fragment-LogNorm
8713.0,163,Fragment-LogNorm
8741.0,164,Fragment-LogNorm
8774.0,165,Fragment-LogNorm
8805.0,166,Fragment-LogNorm
8829.0,167,Fragment-LogNorm
8859.0,168,Fragment-LogNorm
8886.0,169,Fragment-LogNorm
8930.0,170,Fragment-LogNorm
8963.0,171,Fragment-LogNorm
8993.0,172,Fragment-LogNorm
9018.0,173,Fragment-LogNorm
9040.0,174,Fragment-LogNorm
9078.0,175,Fragment-LogNorm
9097.0,176,Fragment-LogNorm
9127.0,177,Fragment-LogNorm
9163.0,178,Fragment-LogNorm
9187.0,179,Fragment-LogNorm
9215.0,180,Fragment-LogNorm
9246.0,181,Fragment-LogNorm
9275.0,182,Fragment-LogNorm
9311.0,183,Fragment-LogNorm
9342.0,184,Fragment-LogNorm
9369.0,185,Fragment-LogNorm
9394.0,186,Fragment-LogNorm
9424.0,187,Fragment-LogNorm
9445.0,188,Fragment-LogNorm
9479.0,189,Fragment-LogNorm
9510.0,190,Fragment-LogNorm
9538.0,191,Fragment-LogNorm
9559.0,192,Fragment-LogNorm
9592.0,193,Fragment-LogNorm
9622.0,194,Fragment-LogNorm
9658.0,195,Fragment-LogNorm
9688.0,196,Fragment-LogNorm
9710.0,197,Fragment-LogNorm
9741.0,198,Fragment-LogNorm
9766.0,199,Fragment-LogNorm
9790.0,200,Fragment-LogNorm
9814.0,201,Fragment-LogNorm
9842.0,202,Fragment-LogNorm
9872.0,203,Fragment-LogNorm
9886.0,204,Fragment-LogNorm
9916.0,205,Fragment-LogNorm
9939.0,206,Fragment-LogNorm
9964.0,207,Fragment-LogNorm
9995.0,208,Fragment-LogNorm
10024.0,209,Fragment-LogNorm
10045.0,210,Fragment-LogNorm
10074.0,211,Fragment-LogNorm
