
Intensity Median Ch=6 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
255,,Surface,6,Image 1,1,1000018754,18754,
254.962,,Surface,6,Image 1,1,1000018755,18755,
255,,Surface,6,Image 1,1,1000018756,18756,
254.986,,Surface,6,Image 1,1,1000018757,18757,
235,,Surface,6,Image 1,1,1000018758,18758,
217.005,,Surface,6,Image 1,1,1000018759,18759,
254.914,,Surface,6,Image 1,1,1000018760,18760,
254.935,,Surface,6,Image 1,1,1000018761,18761,
249.496,,Surface,6,Image 1,1,1000018762,18762,
254.976,,Surface,6,Image 1,1,1000018763,18763,
199.01,,Surface,6,Image 1,1,1000018764,18764,
254.952,,Surface,6,Image 1,1,1000018765,18765,
254.967,,Surface,6,Image 1,1,1000018766,18766,
248,,Surface,6,Image 1,1,1000018767,18767,
254.964,,Surface,6,Image 1,1,1000018768,18768,
211.96,,Surface,6,Image 1,1,1000018769,18769,
254.979,,Surface,6,Image 1,1,1000018770,18770,
255,,Surface,6,Image 1,1,1000018771,18771,
230.979,,Surface,6,Image 1,1,1000018772,18772,
255,,Surface,6,Image 1,1,1000018773,18773,
232,,Surface,6,Image 1,1,1000018774,18774,
254.994,,Surface,6,Image 1,1,1000018775,18775,
254.97,,Surface,6,Image 1,1,1000018776,18776,
254.967,,Surface,6,Image 1,1,1000018777,18777,
239,,Surface,6,Image 1,1,1000018778,18778,
198.976,,Surface,6,Image 1,1,1000018779,18779,
254.992,,Surface,6,Image 1,2,1000018770,18780,
255,,Surface,6,Image 1,2,1000018754,18781,
225.023,,Surface,6,Image 1,2,1000018755,18782,
254.999,,Surface,6,Image 1,2,1000018756,18783,
254.972,,Surface,6,Image 1,2,1000018757,18784,
206.53,,Surface,6,Image 1,2,1000018759,18785,
254.99,,Surface,6,Image 1,2,1000018758,18786,
254.926,,Surface,6,Image 1,2,1000018760,18787,
255,,Surface,6,Image 1,2,1000018788,18788,
254.987,,Surface,6,Image 1,2,1000018761,18789,
251.01,,Surface,6,Image 1,2,1000018762,18790,
254.964,,Surface,6,Image 1,2,1000018763,18791,
253.96,,Surface,6,Image 1,2,1000018764,18792,
254.934,,Surface,6,Image 1,2,1000018765,18793,
254.993,,Surface,6,Image 1,2,1000018794,18794,
254.97,,Surface,6,Image 1,2,1000018766,18795,
255,,Surface,6,Image 1,2,1000018767,18796,
210.003,,Surface,6,Image 1,2,1000018797,18797,
254.99,,Surface,6,Image 1,2,1000018768,18798,
232.532,,Surface,6,Image 1,2,1000018799,18799,
208.038,,Surface,6,Image 1,2,1000018769,18800,
255,,Surface,6,Image 1,2,1000018771,18801,
212.06,,Surface,6,Image 1,2,1000018802,18802,
255,,Surface,6,Image 1,2,1000018772,18803,
255,,Surface,6,Image 1,2,1000018773,18804,
254.979,,Surface,6,Image 1,2,1000018774,18805,
254.988,,Surface,6,Image 1,2,1000018775,18806,
254.982,,Surface,6,Image 1,2,1000018776,18807,
194.979,,Surface,6,Image 1,2,1000018777,18808,
236.48,,Surface,6,Image 1,2,1000018809,18809,
236.979,,Surface,6,Image 1,2,1000018778,18810,
245,,Surface,6,Image 1,2,1000018779,18811,
254.999,,Surface,6,Image 1,3,1000018812,18812,
230.568,,Surface,6,Image 1,3,1000018755,18813,
255,,Surface,6,Image 1,3,1000018756,18814,
254.99,,Surface,6,Image 1,3,1000018757,18815,
254.999,,Surface,6,Image 1,3,1000018816,18816,
200.015,,Surface,6,Image 1,3,1000018759,18817,
254.968,,Surface,6,Image 1,3,1000018758,18818,
254.96,,Surface,6,Image 1,3,1000018760,18819,
254.984,,Surface,6,Image 1,3,1000018788,18820,
254.965,,Surface,6,Image 1,3,1000018761,18821,
254.988,,Surface,6,Image 1,3,1000018762,18822,
254.958,,Surface,6,Image 1,3,1000018763,18823,
207.966,,Surface,6,Image 1,3,1000018764,18824,
255,,Surface,6,Image 1,3,1000018765,18825,
255,,Surface,6,Image 1,3,1000018794,18826,
254.977,,Surface,6,Image 1,3,1000018766,18827,
255,,Surface,6,Image 1,3,1000018767,18828,
229.55,,Surface,6,Image 1,3,1000018797,18829,
254.956,,Surface,6,Image 1,3,1000018768,18830,
225.96,,Surface,6,Image 1,3,1000018799,18831,
255,,Surface,6,Image 1,3,1000018754,18832,
251.97,,Surface,6,Image 1,3,1000018769,18833,
254.978,,Surface,6,Image 1,3,1000018770,18834,
255,,Surface,6,Image 1,3,1000018771,18835,
242.025,,Surface,6,Image 1,3,1000018802,18836,
255,,Surface,6,Image 1,3,1000018772,18837,
254.999,,Surface,6,Image 1,3,1000018773,18838,
254.996,,Surface,6,Image 1,3,1000018774,18839,
234.042,,Surface,6,Image 1,3,1000018775,18840,
254.991,,Surface,6,Image 1,3,1000018776,18841,
223.997,,Surface,6,Image 1,3,1000018777,18842,
214.948,,Surface,6,Image 1,3,1000018809,18843,
255,,Surface,6,Image 1,3,1000018778,18844,
197.965,,Surface,6,Image 1,3,1000018779,18845,
254.97,,Surface,6,Image 1,4,1000018770,18846,
255,,Surface,6,Image 1,4,1000018769,18847,
255,,Surface,6,Image 1,4,1000018754,18848,
255,,Surface,6,Image 1,4,1000018812,18849,
216.517,,Surface,6,Image 1,4,1000018755,18850,
255,,Surface,6,Image 1,4,1000018756,18851,
255,,Surface,6,Image 1,4,1000018757,18852,
146.5,,Surface,6,Image 1,4,1000018758,18853,
220.5,,Surface,6,Image 1,4,1000018759,18854,
255,,Surface,6,Image 1,4,1000018816,18855,
