
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,TrackID,ID,
413.599,um,Surface,Distance from Origin,5,1000018794,18897,
430.564,um,Surface,Distance from Origin,5,1000018766,18898,
457.572,um,Surface,Distance from Origin,5,1000018867,18899,
461.315,um,Surface,Distance from Origin,5,1000018767,18900,
462.608,um,Surface,Distance from Origin,5,1000018797,18901,
464.487,um,Surface,Distance from Origin,5,1000018768,18902,
482.51,um,Surface,Distance from Origin,5,1000018799,18903,
495.444,um,Surface,Distance from Origin,5,1000018904,18904,
393.042,um,Surface,Distance from Origin,5,1000018754,18905,
340.127,um,Surface,Distance from Origin,5,1000018769,18906,
373.422,um,Surface,Distance from Origin,5,1000018770,18907,
313.02,um,Surface,Distance from Origin,5,1000018771,18908,
344.192,um,Surface,Distance from Origin,5,1000018802,18909,
327.607,um,Surface,Distance from Origin,5,1000018772,18910,
300.776,um,Surface,Distance from Origin,5,1000018773,18911,
322.175,um,Surface,Distance from Origin,5,1000018912,18912,
288.701,um,Surface,Distance from Origin,5,1000018913,18913,
279.362,um,Surface,Distance from Origin,5,1000018774,18914,
287.464,um,Surface,Distance from Origin,5,1000018775,18915,
246.75,um,Surface,Distance from Origin,5,1000018776,18916,
249.938,um,Surface,Distance from Origin,5,1000018777,18917,
260.475,um,Surface,Distance from Origin,5,1000018809,18918,
234.186,um,Surface,Distance from Origin,5,1000018919,18919,
199.078,um,Surface,Distance from Origin,5,1000018778,18920,
209.19,um,Surface,Distance from Origin,5,1000018779,18921,
385.304,um,Surface,Distance from Origin,6,1000018756,18922,
416.702,um,Surface,Distance from Origin,6,1000018757,18923,
414.399,um,Surface,Distance from Origin,6,1000018758,18924,
385.722,um,Surface,Distance from Origin,6,1000018816,18925,
405.64,um,Surface,Distance from Origin,6,1000018759,18926,
388.793,um,Surface,Distance from Origin,6,1000018760,18927,
382.434,um,Surface,Distance from Origin,6,1000018788,18928,
383.954,um,Surface,Distance from Origin,6,1000018858,18929,
394.58,um,Surface,Distance from Origin,6,1000018930,18930,
391.355,um,Surface,Distance from Origin,6,1000018761,18931,
392.24,um,Surface,Distance from Origin,6,1000018762,18932,
400.713,um,Surface,Distance from Origin,6,1000018933,18933,
437.536,um,Surface,Distance from Origin,6,1000018764,18934,
417.902,um,Surface,Distance from Origin,6,1000018763,18935,
413.794,um,Surface,Distance from Origin,6,1000018794,18936,
436.809,um,Surface,Distance from Origin,6,1000018765,18937,
431.35,um,Surface,Distance from Origin,6,1000018766,18938,
458.054,um,Surface,Distance from Origin,6,1000018867,18939,
461.476,um,Surface,Distance from Origin,6,1000018767,18940,
462.733,um,Surface,Distance from Origin,6,1000018797,18941,
464.063,um,Surface,Distance from Origin,6,1000018768,18942,
482.669,um,Surface,Distance from Origin,6,1000018799,18943,
495.1,um,Surface,Distance from Origin,6,1000018904,18944,
372.928,um,Surface,Distance from Origin,6,1000018755,18945,
386.34,um,Surface,Distance from Origin,6,1000018812,18946,
359.825,um,Surface,Distance from Origin,6,1000018947,18947,
390.998,um,Surface,Distance from Origin,6,1000018754,18948,
339.987,um,Surface,Distance from Origin,6,1000018769,18949,
373.82,um,Surface,Distance from Origin,6,1000018770,18950,
312.568,um,Surface,Distance from Origin,6,1000018771,18951,
343.976,um,Surface,Distance from Origin,6,1000018802,18952,
328.781,um,Surface,Distance from Origin,6,1000018772,18953,
300.582,um,Surface,Distance from Origin,6,1000018773,18954,
322.084,um,Surface,Distance from Origin,6,1000018912,18955,
286.622,um,Surface,Distance from Origin,6,1000018913,18956,
286.413,um,Surface,Distance from Origin,6,1000018775,18957,
278.07,um,Surface,Distance from Origin,6,1000018774,18958,
247.787,um,Surface,Distance from Origin,6,1000018776,18959,
249.833,um,Surface,Distance from Origin,6,1000018777,18960,
260.824,um,Surface,Distance from Origin,6,1000018809,18961,
234.791,um,Surface,Distance from Origin,6,1000018919,18962,
