
Track Speed StdDev
 ==================== 
Track Speed StdDev,Unit,Category,ID,
0.013563,um/s,Track,1000020787,
0.0180229,um/s,Track,1000020788,
0.0222736,um/s,Track,1000020805,
0.0119747,um/s,Track,1000020823,
0.017101,um/s,Track,1000020845,
0.0279361,um/s,Track,1000020850,
0.0160393,um/s,Track,1000020869,
0.0123629,um/s,Track,1000020890,
0.0155507,um/s,Track,1000020917,
0.00528388,um/s,Track,1000020919,
0.0142122,um/s,Track,1000020924,
0.00648245,um/s,Track,1000020929,
0.0149029,um/s,Track,1000020942,
0.00963801,um/s,Track,1000020962,
0.0128781,um/s,Track,1000020967,
0.0138678,um/s,Track,1000020974,
