
Track Speed Variation
 ==================== 
Track Speed Variation,Unit,Category,ID,
0.453427,,Track,1000019491,
0.227482,,Track,1000019516,
0.324659,,Track,1000019522,
0.317151,,Track,1000019553,
0.431878,,Track,1000019599,
0.295659,,Track,1000019600,
0.25376,,Track,1000019614,
0.350153,,Track,1000019617,
0.540406,,Track,1000019632,
0.0631762,,Track,1000019633,
0.49068,,Track,1000019658,
0.219741,,Track,1000019676,
0.301519,,Track,1000019699,
0.254545,,Track,1000019726,
0.313726,,Track,1000019742,
0.358736,,Track,1000019751,
0.384315,,Track,1000019755,
0.493043,,Track,1000019758,
0.374402,,Track,1000019764,
0.391295,,Track,1000019783,
0.244522,,Track,1000019786,
0.389441,,Track,1000019826,
0.230201,,Track,1000019827,
0.309535,,Track,1000019831,
0.401344,,Track,1000019844,
0.155823,,Track,1000019845,
0.249503,,Track,1000019850,
0.249503,,Track,1000019861,
0.277153,,Track,1000019878,
0.446465,,Track,1000019903,
0.33006,,Track,1000019906,
0.261946,,Track,1000019933,
0.328407,,Track,1000019940,
0.273004,,Track,1000019946,
0.257685,,Track,1000019966,
0.475649,,Track,1000019974,
0.280491,,Track,1000020053,
0.186362,,Track,1000020057,
0.492307,,Track,1000020077,
0.252867,,Track,1000020087,
0.397236,,Track,1000020103,
0.28615,,Track,1000020120,
0.375073,,Track,1000020125,
0.324145,,Track,1000020126,
0.439351,,Track,1000020133,
0.216518,,Track,1000020165,
0.300986,,Track,1000020170,
0.258684,,Track,1000020171,
0.182994,,Track,1000020183,
0.305122,,Track,1000020189,
0.328554,,Track,1000020218,
0.329966,,Track,1000020219,
0.238385,,Track,1000020221,
0.285772,,Track,1000020222,
0.30002,,Track,1000020224,
0.0889022,,Track,1000020226,
0.404397,,Track,1000020228,
0.356038,,Track,1000020245,
0.3913,,Track,1000020250,
0.265124,,Track,1000020287,
0.253324,,Track,1000020289,
0.317656,,Track,1000020293,
0.36475,,Track,1000020297,
0.322638,,Track,1000020331,
0.192253,,Track,1000020336,
0.356831,,Track,1000020363,
0.408451,,Track,1000020386,
0.310501,,Track,1000020388,
0.203942,,Track,1000020440,
0.260048,,Track,1000020457,
0.379717,,Track,1000020475,
0.340631,,Track,1000020486,
0.225826,,Track,1000020497,
0.243022,,Track,1000020507,
0.407054,,Track,1000020516,
0.465169,,Track,1000020521,
0.31716,,Track,1000020533,
0.367501,,Track,1000020536,
0.321313,,Track,1000020556,
0.270177,,Track,1000020594,
0.524386,,Track,1000020611,
0.399067,,Track,1000020618,
0.422814,,Track,1000020622,
0.373442,,Track,1000020625,
0.342709,,Track,1000020644,
0.298873,,Track,1000020652,
0.27611,,Track,1000020662,
0.291075,,Track,1000020673,
0.366678,,Track,1000020676,
0.321064,,Track,1000020690,
0.413095,,Track,1000020691,
0.306174,,Track,1000020693,
0.36367,,Track,1000020709,
0.395421,,Track,1000020710,
0.335643,,Track,1000020724,
0.528618,,Track,1000020737,
0.249889,,Track,1000020760,
0.38762,,Track,1000020787,
0.354635,,Track,1000020788,
0.407262,,Track,1000020805,
0.164583,,Track,1000020823,
0.436194,,Track,1000020845,
0.329868,,Track,1000020850,
0.400646,,Track,1000020869,
0.268964,,Track,1000020890,
0.497127,,Track,1000020917,
0.168565,,Track,1000020919,
0.296278,,Track,1000020924,
0.15977,,Track,1000020929,
0.389987,,Track,1000020942,
0.177415,,Track,1000020962,
0.396904,,Track,1000020967,
0.357892,,Track,1000020974,
