
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,TrackID,ID,
4982,,Surface,5,Image 1,5,1000018809,18918,
3236,,Surface,5,Image 1,5,1000018919,18919,
1893,,Surface,5,Image 1,5,1000018778,18920,
5198,,Surface,5,Image 1,5,1000018779,18921,
765,,Surface,5,Image 1,6,1000018756,18922,
251,,Surface,5,Image 1,6,1000018757,18923,
1968,,Surface,5,Image 1,6,1000018758,18924,
2738,,Surface,5,Image 1,6,1000018816,18925,
3139,,Surface,5,Image 1,6,1000018759,18926,
2520,,Surface,5,Image 1,6,1000018760,18927,
2257,,Surface,5,Image 1,6,1000018788,18928,
1275,,Surface,5,Image 1,6,1000018858,18929,
3326,,Surface,5,Image 1,6,1000018930,18930,
8796,,Surface,5,Image 1,6,1000018761,18931,
2586,,Surface,5,Image 1,6,1000018762,18932,
1020,,Surface,5,Image 1,6,1000018933,18933,
8003,,Surface,5,Image 1,6,1000018764,18934,
7536,,Surface,5,Image 1,6,1000018763,18935,
1530,,Surface,5,Image 1,6,1000018794,18936,
10435,,Surface,5,Image 1,6,1000018765,18937,
5966,,Surface,5,Image 1,6,1000018766,18938,
1020,,Surface,5,Image 1,6,1000018867,18939,
510,,Surface,5,Image 1,6,1000018767,18940,
1323,,Surface,5,Image 1,6,1000018797,18941,
4976,,Surface,5,Image 1,6,1000018768,18942,
10051,,Surface,5,Image 1,6,1000018799,18943,
255,,Surface,5,Image 1,6,1000018904,18944,
1649,,Surface,5,Image 1,6,1000018755,18945,
3721,,Surface,5,Image 1,6,1000018812,18946,
1442,,Surface,5,Image 1,6,1000018947,18947,
765,,Surface,5,Image 1,6,1000018754,18948,
2796,,Surface,5,Image 1,6,1000018769,18949,
4062,,Surface,5,Image 1,6,1000018770,18950,
1518,,Surface,5,Image 1,6,1000018771,18951,
570,,Surface,5,Image 1,6,1000018802,18952,
958,,Surface,5,Image 1,6,1000018772,18953,
1020,,Surface,5,Image 1,6,1000018773,18954,
3762,,Surface,5,Image 1,6,1000018912,18955,
1610,,Surface,5,Image 1,6,1000018913,18956,
255,,Surface,5,Image 1,6,1000018775,18957,
1975,,Surface,5,Image 1,6,1000018774,18958,
2638,,Surface,5,Image 1,6,1000018776,18959,
4085,,Surface,5,Image 1,6,1000018777,18960,
1895,,Surface,5,Image 1,6,1000018809,18961,
7314,,Surface,5,Image 1,6,1000018919,18962,
1504,,Surface,5,Image 1,6,1000018778,18963,
2461,,Surface,5,Image 1,6,1000018964,18964,
