
Shortest Distance to Surfaces Surfaces=Surfaces 2
 ==================== 
Shortest Distance to Surfaces,Unit,Category,Surfaces,Time,TrackID,ID,
-0.400849,um,Surface,Surfaces 2,1,1000018754,18754,
-0.345905,um,Surface,Surfaces 2,1,1000018755,18755,
-0.388942,um,Surface,Surfaces 2,1,1000018756,18756,
-0.391389,um,Surface,Surfaces 2,1,1000018757,18757,
-0.412746,um,Surface,Surfaces 2,1,1000018758,18758,
-0.456674,um,Surface,Surfaces 2,1,1000018759,18759,
-0.418926,um,Surface,Surfaces 2,1,1000018760,18760,
0.274808,um,Surface,Surfaces 2,1,1000018761,18761,
-0.232372,um,Surface,Surfaces 2,1,1000018762,18762,
-0.278922,um,Surface,Surfaces 2,1,1000018763,18763,
-0.482802,um,Surface,Surfaces 2,1,1000018764,18764,
-0.395565,um,Surface,Surfaces 2,1,1000018765,18765,
-0.14107,um,Surface,Surfaces 2,1,1000018766,18766,
-0.472084,um,Surface,Surfaces 2,1,1000018767,18767,
0.197671,um,Surface,Surfaces 2,1,1000018768,18768,
-0.395945,um,Surface,Surfaces 2,1,1000018769,18769,
-0.2328,um,Surface,Surfaces 2,1,1000018770,18770,
-0.394731,um,Surface,Surfaces 2,1,1000018771,18771,
-0.388003,um,Surface,Surfaces 2,1,1000018772,18772,
-0.333076,um,Surface,Surfaces 2,1,1000018773,18773,
-0.454793,um,Surface,Surfaces 2,1,1000018774,18774,
-0.404532,um,Surface,Surfaces 2,1,1000018775,18775,
-0.359325,um,Surface,Surfaces 2,1,1000018776,18776,
-0.382345,um,Surface,Surfaces 2,1,1000018777,18777,
-0.416044,um,Surface,Surfaces 2,1,1000018778,18778,
-0.342345,um,Surface,Surfaces 2,1,1000018779,18779,
-0.334844,um,Surface,Surfaces 2,2,1000018770,18780,
-0.373848,um,Surface,Surfaces 2,2,1000018754,18781,
-0.36659,um,Surface,Surfaces 2,2,1000018755,18782,
0.242984,um,Surface,Surfaces 2,2,1000018756,18783,
-0.323191,um,Surface,Surfaces 2,2,1000018757,18784,
-0.483872,um,Surface,Surfaces 2,2,1000018759,18785,
-0.498693,um,Surface,Surfaces 2,2,1000018758,18786,
-0.38564,um,Surface,Surfaces 2,2,1000018760,18787,
-0.361493,um,Surface,Surfaces 2,2,1000018788,18788,
-0.272587,um,Surface,Surfaces 2,2,1000018761,18789,
-0.386099,um,Surface,Surfaces 2,2,1000018762,18790,
0,um,Surface,Surfaces 2,2,1000018763,18791,
-0.349717,um,Surface,Surfaces 2,2,1000018764,18792,
-0.329876,um,Surface,Surfaces 2,2,1000018765,18793,
0.088476,um,Surface,Surfaces 2,2,1000018794,18794,
-0.331471,um,Surface,Surfaces 2,2,1000018766,18795,
-0.420369,um,Surface,Surfaces 2,2,1000018767,18796,
-0.519038,um,Surface,Surfaces 2,2,1000018797,18797,
-0.363989,um,Surface,Surfaces 2,2,1000018768,18798,
-0.347851,um,Surface,Surfaces 2,2,1000018799,18799,
-0.417491,um,Surface,Surfaces 2,2,1000018769,18800,
-0.419892,um,Surface,Surfaces 2,2,1000018771,18801,
-0.351853,um,Surface,Surfaces 2,2,1000018802,18802,
-0.423784,um,Surface,Surfaces 2,2,1000018772,18803,
-0.340723,um,Surface,Surfaces 2,2,1000018773,18804,
-0.351166,um,Surface,Surfaces 2,2,1000018774,18805,
-0.328373,um,Surface,Surfaces 2,2,1000018775,18806,
-0.357816,um,Surface,Surfaces 2,2,1000018776,18807,
-0.423326,um,Surface,Surfaces 2,2,1000018777,18808,
-0.396601,um,Surface,Surfaces 2,2,1000018809,18809,
-0.398757,um,Surface,Surfaces 2,2,1000018778,18810,
