
Volume
 ==================== 
Volume,Unit,Category,Time,TrackID,ID,
0.720177,um^3,Surface,1,1000018754,18754,
28.3429,um^3,Surface,1,1000018755,18755,
2.45457,um^3,Surface,1,1000018756,18756,
3.15497,um^3,Surface,1,1000018757,18757,
0.958715,um^3,Surface,1,1000018758,18758,
1.15793,um^3,Surface,1,1000018759,18759,
8.42531,um^3,Surface,1,1000018760,18760,
52.8989,um^3,Surface,1,1000018761,18761,
23.5115,um^3,Surface,1,1000018762,18762,
52.7528,um^3,Surface,1,1000018763,18763,
8.24142,um^3,Surface,1,1000018764,18764,
36.6164,um^3,Surface,1,1000018765,18765,
36.4243,um^3,Surface,1,1000018766,18766,
0.440462,um^3,Surface,1,1000018767,18767,
35.003,um^3,Surface,1,1000018768,18768,
35.2661,um^3,Surface,1,1000018769,18769,
22.2398,um^3,Surface,1,1000018770,18770,
1.80146,um^3,Surface,1,1000018771,18771,
4.52832,um^3,Surface,1,1000018772,18772,
2.11753,um^3,Surface,1,1000018773,18773,
1.62645,um^3,Surface,1,1000018774,18774,
1.5705,um^3,Surface,1,1000018775,18775,
13.5036,um^3,Surface,1,1000018776,18776,
32.3542,um^3,Surface,1,1000018777,18777,
5.53559,um^3,Surface,1,1000018778,18778,
4.16119,um^3,Surface,1,1000018779,18779,
23.0118,um^3,Surface,2,1000018770,18780,
0.588993,um^3,Surface,2,1000018754,18781,
16.0584,um^3,Surface,2,1000018755,18782,
4.05673,um^3,Surface,2,1000018756,18783,
2.84785,um^3,Surface,2,1000018757,18784,
1.67915,um^3,Surface,2,1000018759,18785,
2.66563,um^3,Surface,2,1000018758,18786,
5.34217,um^3,Surface,2,1000018760,18787,
15.0961,um^3,Surface,2,1000018788,18788,
45.519,um^3,Surface,2,1000018761,18789,
16.7952,um^3,Surface,2,1000018762,18790,
45.3156,um^3,Surface,2,1000018763,18791,
32.049,um^3,Surface,2,1000018764,18792,
54.7619,um^3,Surface,2,1000018765,18793,
27.6309,um^3,Surface,2,1000018794,18794,
41.026,um^3,Surface,2,1000018766,18795,
2.40881,um^3,Surface,2,1000018767,18796,
0.644578,um^3,Surface,2,1000018797,18797,
19.6694,um^3,Surface,2,1000018768,18798,
41.6534,um^3,Surface,2,1000018799,18799,
30.1675,um^3,Surface,2,1000018769,18800,
2.04988,um^3,Surface,2,1000018771,18801,
5.87172,um^3,Surface,2,1000018802,18802,
0.894064,um^3,Surface,2,1000018772,18803,
2.61958,um^3,Surface,2,1000018773,18804,
6.67203,um^3,Surface,2,1000018774,18805,
9.34765,um^3,Surface,2,1000018775,18806,
11.749,um^3,Surface,2,1000018776,18807,
14.0217,um^3,Surface,2,1000018777,18808,
4.84461,um^3,Surface,2,1000018809,18809,
3.46588,um^3,Surface,2,1000018778,18810,
4.14669,um^3,Surface,2,1000018779,18811,
5.15295,um^3,Surface,3,1000018812,18812,
25.2296,um^3,Surface,3,1000018755,18813,
3.53428,um^3,Surface,3,1000018756,18814,
4.77015,um^3,Surface,3,1000018757,18815,
14.1346,um^3,Surface,3,1000018816,18816,
7.28616,um^3,Surface,3,1000018759,18817,
2.82961,um^3,Surface,3,1000018758,18818,
8.58513,um^3,Surface,3,1000018760,18819,
14.6449,um^3,Surface,3,1000018788,18820,
49.0049,um^3,Surface,3,1000018761,18821,
19.097,um^3,Surface,3,1000018762,18822,
32.9562,um^3,Surface,3,1000018763,18823,
26.3972,um^3,Surface,3,1000018764,18824,
79.5703,um^3,Surface,3,1000018765,18825,
15.8318,um^3,Surface,3,1000018794,18826,
41.0924,um^3,Surface,3,1000018766,18827,
1.14794,um^3,Surface,3,1000018767,18828,
9.60582,um^3,Surface,3,1000018797,18829,
20.1941,um^3,Surface,3,1000018768,18830,
37.3221,um^3,Surface,3,1000018799,18831,
0.547901,um^3,Surface,3,1000018754,18832,
12.8117,um^3,Surface,3,1000018769,18833,
19.6786,um^3,Surface,3,1000018770,18834,
2.61493,um^3,Surface,3,1000018771,18835,
12.5286,um^3,Surface,3,1000018802,18836,
1.16649,um^3,Surface,3,1000018772,18837,
3.2859,um^3,Surface,3,1000018773,18838,
4.58291,um^3,Surface,3,1000018774,18839,
3.45708,um^3,Surface,3,1000018775,18840,
8.946,um^3,Surface,3,1000018776,18841,
11.7992,um^3,Surface,3,1000018777,18842,
23.1479,um^3,Surface,3,1000018809,18843,
6.47477,um^3,Surface,3,1000018778,18844,
9.512,um^3,Surface,3,1000018779,18845,
19.1919,um^3,Surface,4,1000018770,18846,
45.5279,um^3,Surface,4,1000018769,18847,
0.232157,um^3,Surface,4,1000018754,18848,
5.92362,um^3,Surface,4,1000018812,18849,
