
Track Intensity StdDev Ch=4 Img=1
 ==================== 
Track Intensity StdDev,Unit,Category,Channel,Image,ID,
67.4654,,Track,4,Image 1,1000018754,
61.3975,,Track,4,Image 1,1000018755,
58.8839,,Track,4,Image 1,1000018756,
26.366,,Track,4,Image 1,1000018757,
20.3573,,Track,4,Image 1,1000018758,
2.73579,,Track,4,Image 1,1000018759,
28.2814,,Track,4,Image 1,1000018760,
0,,Track,4,Image 1,1000018761,
0,,Track,4,Image 1,1000018762,
69.3357,,Track,4,Image 1,1000018763,
0,,Track,4,Image 1,1000018764,
53.4002,,Track,4,Image 1,1000018765,
16.9836,,Track,4,Image 1,1000018766,
57.3947,,Track,4,Image 1,1000018767,
15.0003,,Track,4,Image 1,1000018768,
57.3329,,Track,4,Image 1,1000018769,
23.5009,,Track,4,Image 1,1000018770,
0,,Track,4,Image 1,1000018771,
49.0615,,Track,4,Image 1,1000018772,
0,,Track,4,Image 1,1000018773,
59.396,,Track,4,Image 1,1000018774,
62.5153,,Track,4,Image 1,1000018775,
61.7654,,Track,4,Image 1,1000018776,
50.6934,,Track,4,Image 1,1000018777,
50.3489,,Track,4,Image 1,1000018778,
54.0791,,Track,4,Image 1,1000018779,
59.2056,,Track,4,Image 1,1000018788,
59.9053,,Track,4,Image 1,1000018794,
50.5737,,Track,4,Image 1,1000018797,
0,,Track,4,Image 1,1000018799,
40.058,,Track,4,Image 1,1000018802,
45.3443,,Track,4,Image 1,1000018809,
60.4769,,Track,4,Image 1,1000018812,
64.7197,,Track,4,Image 1,1000018816,
67.0454,,Track,4,Image 1,1000018858,
48.4101,,Track,4,Image 1,1000018867,
13.654,,Track,4,Image 1,1000018904,
25.4866,,Track,4,Image 1,1000018912,
59.9119,,Track,4,Image 1,1000018913,
69.9923,,Track,4,Image 1,1000018919,
47.6017,,Track,4,Image 1,1000018930,
0,,Track,4,Image 1,1000018933,
56.9652,,Track,4,Image 1,1000018947,
39.4012,,Track,4,Image 1,1000018964,
14.9604,,Track,4,Image 1,1000018970,
56.9269,,Track,4,Image 1,1000018978,
31.1462,,Track,4,Image 1,1000018996,
60.6558,,Track,4,Image 1,1000019002,
41.1702,,Track,4,Image 1,1000019003,
40.1457,,Track,4,Image 1,1000019004,
62.7781,,Track,4,Image 1,1000019007,
62.1962,,Track,4,Image 1,1000019049,
57.489,,Track,4,Image 1,1000019064,
57.9574,,Track,4,Image 1,1000019087,
41.2728,,Track,4,Image 1,1000019108,
14.1767,,Track,4,Image 1,1000019109,
59.767,,Track,4,Image 1,1000019114,
38.5042,,Track,4,Image 1,1000019133,
17.5805,,Track,4,Image 1,1000019150,
8.41146,,Track,4,Image 1,1000019152,
48.2119,,Track,4,Image 1,1000019180,
57.6075,,Track,4,Image 1,1000019191,
65.3075,,Track,4,Image 1,1000019216,
50.2384,,Track,4,Image 1,1000019240,
47.2562,,Track,4,Image 1,1000019271,
57.1603,,Track,4,Image 1,1000019284,
0,,Track,4,Image 1,1000019297,
53.8991,,Track,4,Image 1,1000019310,
65.0116,,Track,4,Image 1,1000019324,
40.5708,,Track,4,Image 1,1000019340,
52.9661,,Track,4,Image 1,1000019350,
43.906,,Track,4,Image 1,1000019353,
61.7488,,Track,4,Image 1,1000019354,
62.5481,,Track,4,Image 1,1000019361,
59.4246,,Track,4,Image 1,1000019395,
7.71817,,Track,4,Image 1,1000019396,
54.4887,,Track,4,Image 1,1000019405,
11.1699,,Track,4,Image 1,1000019412,
62.4871,,Track,4,Image 1,1000019436,
0,,Track,4,Image 1,1000019450,
41.2786,,Track,4,Image 1,1000019465,
22.1858,,Track,4,Image 1,1000019472,
20.9766,,Track,4,Image 1,1000019477,
53.4346,,Track,4,Image 1,1000019486,
57.2037,,Track,4,Image 1,1000019491,
41.0221,,Track,4,Image 1,1000019516,
40.323,,Track,4,Image 1,1000019522,
7.79178,,Track,4,Image 1,1000019553,
61.7729,,Track,4,Image 1,1000019599,
57.2284,,Track,4,Image 1,1000019600,
54.9929,,Track,4,Image 1,1000019614,
60.7349,,Track,4,Image 1,1000019617,
61.5141,,Track,4,Image 1,1000019632,
0,,Track,4,Image 1,1000019633,
59.4454,,Track,4,Image 1,1000019658,
58.959,,Track,4,Image 1,1000019676,
37.403,,Track,4,Image 1,1000019699,
40.2203,,Track,4,Image 1,1000019726,
38.6522,,Track,4,Image 1,1000019742,
55.1614,,Track,4,Image 1,1000019751,
34.1912,,Track,4,Image 1,1000019755,
45.4653,,Track,4,Image 1,1000019758,
61.0246,,Track,4,Image 1,1000019764,
35.8028,,Track,4,Image 1,1000019783,
65.4525,,Track,4,Image 1,1000019786,
26.7766,,Track,4,Image 1,1000019826,
15.0104,,Track,4,Image 1,1000019827,
0,,Track,4,Image 1,1000019831,
46.6283,,Track,4,Image 1,1000019844,
21.5264,,Track,4,Image 1,1000019845,
64.2927,,Track,4,Image 1,1000019850,
49.5863,,Track,4,Image 1,1000019861,
18.5746,,Track,4,Image 1,1000019878,
67.2172,,Track,4,Image 1,1000019903,
42.0915,,Track,4,Image 1,1000019906,
0,,Track,4,Image 1,1000019933,
69.6657,,Track,4,Image 1,1000019940,
29.7787,,Track,4,Image 1,1000019946,
61.342,,Track,4,Image 1,1000019966,
35.3915,,Track,4,Image 1,1000019974,
7.24952,,Track,4,Image 1,1000020053,
41.172,,Track,4,Image 1,1000020057,
26.0256,,Track,4,Image 1,1000020077,
47.2194,,Track,4,Image 1,1000020087,
16.918,,Track,4,Image 1,1000020103,
32.6683,,Track,4,Image 1,1000020120,
44.7061,,Track,4,Image 1,1000020125,
67.4208,,Track,4,Image 1,1000020126,
31.7896,,Track,4,Image 1,1000020133,
65.4046,,Track,4,Image 1,1000020165,
67.7767,,Track,4,Image 1,1000020170,
34.543,,Track,4,Image 1,1000020171,
53.4825,,Track,4,Image 1,1000020183,
26.6141,,Track,4,Image 1,1000020189,
54.2271,,Track,4,Image 1,1000020218,
29.4292,,Track,4,Image 1,1000020219,
62.2631,,Track,4,Image 1,1000020221,
61.7686,,Track,4,Image 1,1000020222,
62.7775,,Track,4,Image 1,1000020224,
46.9909,,Track,4,Image 1,1000020226,
10.9926,,Track,4,Image 1,1000020228,
0,,Track,4,Image 1,1000020245,
60.5646,,Track,4,Image 1,1000020250,
31.7713,,Track,4,Image 1,1000020287,
34.7348,,Track,4,Image 1,1000020289,
34.5128,,Track,4,Image 1,1000020293,
65.1772,,Track,4,Image 1,1000020297,
0,,Track,4,Image 1,1000020331,
44.9658,,Track,4,Image 1,1000020336,
59.1422,,Track,4,Image 1,1000020363,
40.4352,,Track,4,Image 1,1000020386,
55.7359,,Track,4,Image 1,1000020388,
56.3039,,Track,4,Image 1,1000020440,
0,,Track,4,Image 1,1000020457,
53.1304,,Track,4,Image 1,1000020475,
62.7961,,Track,4,Image 1,1000020486,
0,,Track,4,Image 1,1000020497,
6.51945,,Track,4,Image 1,1000020507,
51.3643,,Track,4,Image 1,1000020516,
63.5705,,Track,4,Image 1,1000020521,
0,,Track,4,Image 1,1000020533,
56.2801,,Track,4,Image 1,1000020536,
42.3417,,Track,4,Image 1,1000020556,
38.573,,Track,4,Image 1,1000020594,
20.6903,,Track,4,Image 1,1000020611,
5.4369,,Track,4,Image 1,1000020618,
65.7026,,Track,4,Image 1,1000020622,
49.6845,,Track,4,Image 1,1000020625,
64.1504,,Track,4,Image 1,1000020644,
16.246,,Track,4,Image 1,1000020652,
40.6722,,Track,4,Image 1,1000020662,
39.8762,,Track,4,Image 1,1000020673,
52.1223,,Track,4,Image 1,1000020676,
58.7838,,Track,4,Image 1,1000020690,
44.2422,,Track,4,Image 1,1000020691,
74.6515,,Track,4,Image 1,1000020693,
17.581,,Track,4,Image 1,1000020709,
31.8456,,Track,4,Image 1,1000020710,
25.6466,,Track,4,Image 1,1000020724,
63.4839,,Track,4,Image 1,1000020737,
70.3361,,Track,4,Image 1,1000020760,
0,,Track,4,Image 1,1000020787,
1.89341,,Track,4,Image 1,1000020788,
55.0894,,Track,4,Image 1,1000020805,
21.0886,,Track,4,Image 1,1000020823,
21.7461,,Track,4,Image 1,1000020845,
32.3075,,Track,4,Image 1,1000020850,
33.7767,,Track,4,Image 1,1000020869,
79.5406,,Track,4,Image 1,1000020890,
0,,Track,4,Image 1,1000020917,
0,,Track,4,Image 1,1000020919,
34.1488,,Track,4,Image 1,1000020924,
