
Track Speed Max
 ==================== 
Track Speed Max,Unit,Category,ID,
0.0828506,um/s,Track,1000020189,
0.055525,um/s,Track,1000020218,
0.0600042,um/s,Track,1000020219,
0.1188,um/s,Track,1000020221,
0.0541843,um/s,Track,1000020222,
0.108918,um/s,Track,1000020224,
0.0737853,um/s,Track,1000020226,
0.0551117,um/s,Track,1000020228,
0.0739535,um/s,Track,1000020245,
0.0534425,um/s,Track,1000020250,
0.0518449,um/s,Track,1000020287,
0.0950023,um/s,Track,1000020289,
0.0579428,um/s,Track,1000020293,
0.0458322,um/s,Track,1000020297,
0.0563017,um/s,Track,1000020331,
0.0408265,um/s,Track,1000020336,
0.109761,um/s,Track,1000020363,
0.0885332,um/s,Track,1000020386,
0.0628178,um/s,Track,1000020388,
0.0532564,um/s,Track,1000020440,
0.0693673,um/s,Track,1000020457,
0.105692,um/s,Track,1000020475,
0.0438879,um/s,Track,1000020486,
0.0537892,um/s,Track,1000020497,
0.0495138,um/s,Track,1000020507,
0.0666586,um/s,Track,1000020516,
0.0789171,um/s,Track,1000020521,
0.052249,um/s,Track,1000020533,
0.0718392,um/s,Track,1000020536,
0.0600907,um/s,Track,1000020556,
0.101572,um/s,Track,1000020594,
0.0334244,um/s,Track,1000020611,
0.0341692,um/s,Track,1000020618,
0.0858715,um/s,Track,1000020622,
0.0634312,um/s,Track,1000020625,
0.0644421,um/s,Track,1000020644,
0.0401656,um/s,Track,1000020652,
0.114443,um/s,Track,1000020662,
0.0682573,um/s,Track,1000020673,
0.0319172,um/s,Track,1000020676,
0.0796131,um/s,Track,1000020690,
0.126318,um/s,Track,1000020691,
0.084775,um/s,Track,1000020693,
0.0555961,um/s,Track,1000020709,
0.128939,um/s,Track,1000020710,
0.0338354,um/s,Track,1000020724,
0.132253,um/s,Track,1000020737,
0.0811373,um/s,Track,1000020760,
0.0523893,um/s,Track,1000020787,
0.0769632,um/s,Track,1000020788,
0.0842214,um/s,Track,1000020805,
0.0996919,um/s,Track,1000020823,
0.08394,um/s,Track,1000020845,
0.121745,um/s,Track,1000020850,
0.088398,um/s,Track,1000020869,
0.0663848,um/s,Track,1000020890,
0.0570461,um/s,Track,1000020917,
0.0373537,um/s,Track,1000020919,
0.0681482,um/s,Track,1000020924,
0.0498033,um/s,Track,1000020929,
0.067327,um/s,Track,1000020942,
0.0699877,um/s,Track,1000020962,
0.0471061,um/s,Track,1000020967,
0.0709788,um/s,Track,1000020974,
