
Track Straightness
 ==================== 
Track Straightness,Unit,Category,ID,
0.212878,,Track,1000020183,
0.206235,,Track,1000020189,
0.161487,,Track,1000020218,
0.324779,,Track,1000020219,
0.329712,,Track,1000020221,
0.346967,,Track,1000020222,
0.329191,,Track,1000020224,
0.246777,,Track,1000020226,
0.276733,,Track,1000020228,
0.235461,,Track,1000020245,
0.175832,,Track,1000020250,
0.105179,,Track,1000020287,
0.446546,,Track,1000020289,
0.0710532,,Track,1000020293,
0.46853,,Track,1000020297,
0.0334094,,Track,1000020331,
0.350014,,Track,1000020336,
0.353606,,Track,1000020363,
0.509301,,Track,1000020386,
0.401791,,Track,1000020388,
0.628532,,Track,1000020440,
0.104838,,Track,1000020457,
0.103508,,Track,1000020475,
0.242847,,Track,1000020486,
0.166888,,Track,1000020497,
0.270173,,Track,1000020507,
0.142183,,Track,1000020516,
0.0877824,,Track,1000020521,
0.0453468,,Track,1000020533,
0.09754,,Track,1000020536,
0.22403,,Track,1000020556,
0.445586,,Track,1000020594,
0.327415,,Track,1000020611,
0.194475,,Track,1000020618,
0.237503,,Track,1000020622,
0.567212,,Track,1000020625,
0.0794725,,Track,1000020644,
0.577403,,Track,1000020652,
0.408922,,Track,1000020662,
0.311467,,Track,1000020673,
0.15646,,Track,1000020676,
0.292712,,Track,1000020690,
0.484003,,Track,1000020691,
0.417366,,Track,1000020693,
0.161242,,Track,1000020709,
0.0286051,,Track,1000020710,
0.415653,,Track,1000020724,
0.219426,,Track,1000020737,
0.260851,,Track,1000020760,
0.14911,,Track,1000020787,
0.191628,,Track,1000020788,
0.280454,,Track,1000020805,
0.319429,,Track,1000020823,
0.330401,,Track,1000020845,
0.310385,,Track,1000020850,
0.507535,,Track,1000020869,
0.678664,,Track,1000020890,
0.112604,,Track,1000020917,
0.263967,,Track,1000020919,
0.0386881,,Track,1000020924,
0.340382,,Track,1000020929,
0.307851,,Track,1000020942,
0.118736,,Track,1000020962,
0.227524,,Track,1000020967,
0.0694638,,Track,1000020974,
