
Shortest Distance to Surfaces Surfaces=Surfaces 1
 ==================== 
Shortest Distance to Surfaces,Unit,Category,Surfaces,Time,TrackID,ID,
193.83,um,Surface,Surfaces 1,4,1000018764,18861,
158.846,um,Surface,Surfaces 1,4,1000018763,18862,
182.475,um,Surface,Surfaces 1,4,1000018765,18863,
136.221,um,Surface,Surfaces 1,4,1000018794,18864,
154.972,um,Surface,Surfaces 1,4,1000018766,18865,
217.953,um,Surface,Surfaces 1,4,1000018767,18866,
217.596,um,Surface,Surfaces 1,4,1000018867,18867,
191.854,um,Surface,Surfaces 1,4,1000018797,18868,
190.36,um,Surface,Surfaces 1,4,1000018768,18869,
223.163,um,Surface,Surfaces 1,4,1000018799,18870,
82.4229,um,Surface,Surfaces 1,4,1000018771,18871,
164.057,um,Surface,Surfaces 1,4,1000018802,18872,
122.905,um,Surface,Surfaces 1,4,1000018772,18873,
114.456,um,Surface,Surfaces 1,4,1000018773,18874,
89.6907,um,Surface,Surfaces 1,4,1000018774,18875,
109.99,um,Surface,Surfaces 1,4,1000018775,18876,
37.6123,um,Surface,Surfaces 1,4,1000018776,18877,
106.899,um,Surface,Surfaces 1,4,1000018777,18878,
147.988,um,Surface,Surfaces 1,4,1000018809,18879,
101.15,um,Surface,Surfaces 1,4,1000018778,18880,
150.286,um,Surface,Surfaces 1,4,1000018779,18881,
137.564,um,Surface,Surfaces 1,5,1000018755,18882,
149.336,um,Surface,Surfaces 1,5,1000018812,18883,
130.432,um,Surface,Surfaces 1,5,1000018756,18884,
197.905,um,Surface,Surfaces 1,5,1000018757,18885,
114.196,um,Surface,Surfaces 1,5,1000018816,18886,
164.79,um,Surface,Surfaces 1,5,1000018759,18887,
187.836,um,Surface,Surfaces 1,5,1000018758,18888,
130.585,um,Surface,Surfaces 1,5,1000018760,18889,
103.346,um,Surface,Surfaces 1,5,1000018788,18890,
94.6643,um,Surface,Surfaces 1,5,1000018858,18891,
102.537,um,Surface,Surfaces 1,5,1000018761,18892,
95.1006,um,Surface,Surfaces 1,5,1000018762,18893,
192.449,um,Surface,Surfaces 1,5,1000018764,18894,
157.977,um,Surface,Surfaces 1,5,1000018763,18895,
180.442,um,Surface,Surfaces 1,5,1000018765,18896,
132.571,um,Surface,Surfaces 1,5,1000018794,18897,
153.692,um,Surface,Surfaces 1,5,1000018766,18898,
214.04,um,Surface,Surfaces 1,5,1000018867,18899,
217.518,um,Surface,Surfaces 1,5,1000018767,18900,
190.799,um,Surface,Surfaces 1,5,1000018797,18901,
188.775,um,Surface,Surfaces 1,5,1000018768,18902,
221.99,um,Surface,Surfaces 1,5,1000018799,18903,
224.849,um,Surface,Surfaces 1,5,1000018904,18904,
188.05,um,Surface,Surfaces 1,5,1000018754,18905,
90.6933,um,Surface,Surfaces 1,5,1000018769,18906,
178.665,um,Surface,Surfaces 1,5,1000018770,18907,
82.1906,um,Surface,Surfaces 1,5,1000018771,18908,
163.665,um,Surface,Surfaces 1,5,1000018802,18909,
123.722,um,Surface,Surfaces 1,5,1000018772,18910,
114.534,um,Surface,Surfaces 1,5,1000018773,18911,
175.409,um,Surface,Surfaces 1,5,1000018912,18912,
85.14,um,Surface,Surfaces 1,5,1000018913,18913,
90.072,um,Surface,Surfaces 1,5,1000018774,18914,
108.839,um,Surface,Surfaces 1,5,1000018775,18915,
39.0191,um,Surface,Surfaces 1,5,1000018776,18916,
107.18,um,Surface,Surfaces 1,5,1000018777,18917,
145.635,um,Surface,Surfaces 1,5,1000018809,18918,
120.651,um,Surface,Surfaces 1,5,1000018919,18919,
101.319,um,Surface,Surfaces 1,5,1000018778,18920,
150.927,um,Surface,Surfaces 1,5,1000018779,18921,
131.774,um,Surface,Surfaces 1,6,1000018756,18922,
198.035,um,Surface,Surfaces 1,6,1000018757,18923,
186.742,um,Surface,Surfaces 1,6,1000018758,18924,
113.788,um,Surface,Surfaces 1,6,1000018816,18925,
165.148,um,Surface,Surfaces 1,6,1000018759,18926,
130.462,um,Surface,Surfaces 1,6,1000018760,18927,
102.32,um,Surface,Surfaces 1,6,1000018788,18928,
94.4634,um,Surface,Surfaces 1,6,1000018858,18929,
134.133,um,Surface,Surfaces 1,6,1000018930,18930,
102.075,um,Surface,Surfaces 1,6,1000018761,18931,
95.4719,um,Surface,Surfaces 1,6,1000018762,18932,
110.819,um,Surface,Surfaces 1,6,1000018933,18933,
192.325,um,Surface,Surfaces 1,6,1000018764,18934,
158.91,um,Surface,Surfaces 1,6,1000018763,18935,
133.454,um,Surface,Surfaces 1,6,1000018794,18936,
180.541,um,Surface,Surfaces 1,6,1000018765,18937,
153.801,um,Surface,Surfaces 1,6,1000018766,18938,
214.129,um,Surface,Surfaces 1,6,1000018867,18939,
217.932,um,Surface,Surfaces 1,6,1000018767,18940,
190.403,um,Surface,Surfaces 1,6,1000018797,18941,
186.602,um,Surface,Surfaces 1,6,1000018768,18942,
221.494,um,Surface,Surfaces 1,6,1000018799,18943,
223.708,um,Surface,Surfaces 1,6,1000018904,18944,
137.311,um,Surface,Surfaces 1,6,1000018755,18945,
148.954,um,Surface,Surfaces 1,6,1000018812,18946,
99.4249,um,Surface,Surfaces 1,6,1000018947,18947,
186.936,um,Surface,Surfaces 1,6,1000018754,18948,
90.322,um,Surface,Surfaces 1,6,1000018769,18949,
179.499,um,Surface,Surfaces 1,6,1000018770,18950,
81.8084,um,Surface,Surfaces 1,6,1000018771,18951,
163.959,um,Surface,Surfaces 1,6,1000018802,18952,
123.688,um,Surface,Surfaces 1,6,1000018772,18953,
114.962,um,Surface,Surfaces 1,6,1000018773,18954,
176.476,um,Surface,Surfaces 1,6,1000018912,18955,
81.1591,um,Surface,Surfaces 1,6,1000018913,18956,
107.613,um,Surface,Surfaces 1,6,1000018775,18957,
90.3319,um,Surface,Surfaces 1,6,1000018774,18958,
39.1429,um,Surface,Surfaces 1,6,1000018776,18959,
108.514,um,Surface,Surfaces 1,6,1000018777,18960,
147.081,um,Surface,Surfaces 1,6,1000018809,18961,
120.396,um,Surface,Surfaces 1,6,1000018919,18962,
102.688,um,Surface,Surfaces 1,6,1000018778,18963,
174.561,um,Surface,Surfaces 1,6,1000018964,18964,
152.858,um,Surface,Surfaces 1,6,1000018779,18965,
129.01,um,Surface,Surfaces 1,7,1000018760,18966,
101.211,um,Surface,Surfaces 1,7,1000018788,18967,
91.8743,um,Surface,Surfaces 1,7,1000018858,18968,
133.728,um,Surface,Surfaces 1,7,1000018930,18969,
105.787,um,Surface,Surfaces 1,7,1000018970,18970,
102.371,um,Surface,Surfaces 1,7,1000018761,18971,
95.8322,um,Surface,Surfaces 1,7,1000018762,18972,
110.701,um,Surface,Surfaces 1,7,1000018933,18973,
192.974,um,Surface,Surfaces 1,7,1000018764,18974,
157.856,um,Surface,Surfaces 1,7,1000018763,18975,
134.094,um,Surface,Surfaces 1,7,1000018794,18976,
181.66,um,Surface,Surfaces 1,7,1000018765,18977,
202.036,um,Surface,Surfaces 1,7,1000018978,18978,
152.975,um,Surface,Surfaces 1,7,1000018766,18979,
214.031,um,Surface,Surfaces 1,7,1000018867,18980,
217.728,um,Surface,Surfaces 1,7,1000018767,18981,
188.501,um,Surface,Surfaces 1,7,1000018768,18982,
190.22,um,Surface,Surfaces 1,7,1000018797,18983,
222.643,um,Surface,Surfaces 1,7,1000018799,18984,
223.895,um,Surface,Surfaces 1,7,1000018904,18985,
115.355,um,Surface,Surfaces 1,7,1000018816,18986,
165.238,um,Surface,Surfaces 1,7,1000018759,18987,
187.102,um,Surface,Surfaces 1,7,1000018758,18988,
198.109,um,Surface,Surfaces 1,7,1000018757,18989,
132.721,um,Surface,Surfaces 1,7,1000018756,18990,
136.931,um,Surface,Surfaces 1,7,1000018755,18991,
148.88,um,Surface,Surfaces 1,7,1000018812,18992,
97.6737,um,Surface,Surfaces 1,7,1000018947,18993,
90.0032,um,Surface,Surfaces 1,7,1000018769,18994,
177.814,um,Surface,Surfaces 1,7,1000018770,18995,
177.221,um,Surface,Surfaces 1,7,1000018996,18996,
165.093,um,Surface,Surfaces 1,7,1000018802,18997,
125.017,um,Surface,Surfaces 1,7,1000018772,18998,
113.856,um,Surface,Surfaces 1,7,1000018773,18999,
179.553,um,Surface,Surfaces 1,7,1000018912,19000,
83.269,um,Surface,Surfaces 1,7,1000018913,19001,
89.9476,um,Surface,Surfaces 1,7,1000019002,19002,
78.9286,um,Surface,Surfaces 1,7,1000019003,19003,
91.2668,um,Surface,Surfaces 1,7,1000019004,19004,
91.6786,um,Surface,Surfaces 1,7,1000018774,19005,
107.704,um,Surface,Surfaces 1,7,1000018775,19006,
89.226,um,Surface,Surfaces 1,7,1000019007,19007,
39.3393,um,Surface,Surfaces 1,7,1000018776,19008,
107.792,um,Surface,Surfaces 1,7,1000018777,19009,
147.667,um,Surface,Surfaces 1,7,1000018809,19010,
122.015,um,Surface,Surfaces 1,7,1000018919,19011,
102.213,um,Surface,Surfaces 1,7,1000018778,19012,
177.844,um,Surface,Surfaces 1,7,1000018964,19013,
154.8,um,Surface,Surfaces 1,7,1000018779,19014,
97.5011,um,Surface,Surfaces 1,8,1000018947,19015,
149.593,um,Surface,Surfaces 1,8,1000018812,19016,
