
Intensity Max Ch=1 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,TrackID,ID,
54,,Surface,1,Image 1,1,1000018754,18754,
255,,Surface,1,Image 1,1,1000018755,18755,
141,,Surface,1,Image 1,1,1000018756,18756,
255,,Surface,1,Image 1,1,1000018757,18757,
255,,Surface,1,Image 1,1,1000018758,18758,
240,,Surface,1,Image 1,1,1000018759,18759,
255,,Surface,1,Image 1,1,1000018760,18760,
255,,Surface,1,Image 1,1,1000018761,18761,
255,,Surface,1,Image 1,1,1000018762,18762,
255,,Surface,1,Image 1,1,1000018763,18763,
255,,Surface,1,Image 1,1,1000018764,18764,
76,,Surface,1,Image 1,1,1000018765,18765,
255,,Surface,1,Image 1,1,1000018766,18766,
7,,Surface,1,Image 1,1,1000018767,18767,
255,,Surface,1,Image 1,1,1000018768,18768,
190,,Surface,1,Image 1,1,1000018769,18769,
255,,Surface,1,Image 1,1,1000018770,18770,
255,,Surface,1,Image 1,1,1000018771,18771,
73,,Surface,1,Image 1,1,1000018772,18772,
255,,Surface,1,Image 1,1,1000018773,18773,
82,,Surface,1,Image 1,1,1000018774,18774,
104,,Surface,1,Image 1,1,1000018775,18775,
255,,Surface,1,Image 1,1,1000018776,18776,
158,,Surface,1,Image 1,1,1000018777,18777,
142,,Surface,1,Image 1,1,1000018778,18778,
251,,Surface,1,Image 1,1,1000018779,18779,
255,,Surface,1,Image 1,2,1000018770,18780,
44,,Surface,1,Image 1,2,1000018754,18781,
255,,Surface,1,Image 1,2,1000018755,18782,
139,,Surface,1,Image 1,2,1000018756,18783,
255,,Surface,1,Image 1,2,1000018757,18784,
255,,Surface,1,Image 1,2,1000018759,18785,
179,,Surface,1,Image 1,2,1000018758,18786,
120,,Surface,1,Image 1,2,1000018760,18787,
83,,Surface,1,Image 1,2,1000018788,18788,
255,,Surface,1,Image 1,2,1000018761,18789,
255,,Surface,1,Image 1,2,1000018762,18790,
255,,Surface,1,Image 1,2,1000018763,18791,
255,,Surface,1,Image 1,2,1000018764,18792,
44,,Surface,1,Image 1,2,1000018765,18793,
102,,Surface,1,Image 1,2,1000018794,18794,
255,,Surface,1,Image 1,2,1000018766,18795,
19,,Surface,1,Image 1,2,1000018767,18796,
213,,Surface,1,Image 1,2,1000018797,18797,
255,,Surface,1,Image 1,2,1000018768,18798,
255,,Surface,1,Image 1,2,1000018799,18799,
195,,Surface,1,Image 1,2,1000018769,18800,
255,,Surface,1,Image 1,2,1000018771,18801,
55,,Surface,1,Image 1,2,1000018802,18802,
53,,Surface,1,Image 1,2,1000018772,18803,
255,,Surface,1,Image 1,2,1000018773,18804,
100,,Surface,1,Image 1,2,1000018774,18805,
50,,Surface,1,Image 1,2,1000018775,18806,
211,,Surface,1,Image 1,2,1000018776,18807,
194,,Surface,1,Image 1,2,1000018777,18808,
39,,Surface,1,Image 1,2,1000018809,18809,
60,,Surface,1,Image 1,2,1000018778,18810,
140,,Surface,1,Image 1,2,1000018779,18811,
24,,Surface,1,Image 1,3,1000018812,18812,
255,,Surface,1,Image 1,3,1000018755,18813,
105,,Surface,1,Image 1,3,1000018756,18814,
255,,Surface,1,Image 1,3,1000018757,18815,
102,,Surface,1,Image 1,3,1000018816,18816,
235,,Surface,1,Image 1,3,1000018759,18817,
187,,Surface,1,Image 1,3,1000018758,18818,
218,,Surface,1,Image 1,3,1000018760,18819,
69,,Surface,1,Image 1,3,1000018788,18820,
255,,Surface,1,Image 1,3,1000018761,18821,
255,,Surface,1,Image 1,3,1000018762,18822,
231,,Surface,1,Image 1,3,1000018763,18823,
255,,Surface,1,Image 1,3,1000018764,18824,
57,,Surface,1,Image 1,3,1000018765,18825,
74,,Surface,1,Image 1,3,1000018794,18826,
255,,Surface,1,Image 1,3,1000018766,18827,
24,,Surface,1,Image 1,3,1000018767,18828,
255,,Surface,1,Image 1,3,1000018797,18829,
255,,Surface,1,Image 1,3,1000018768,18830,
255,,Surface,1,Image 1,3,1000018799,18831,
45,,Surface,1,Image 1,3,1000018754,18832,
111,,Surface,1,Image 1,3,1000018769,18833,
255,,Surface,1,Image 1,3,1000018770,18834,
255,,Surface,1,Image 1,3,1000018771,18835,
46,,Surface,1,Image 1,3,1000018802,18836,
190,,Surface,1,Image 1,3,1000018772,18837,
255,,Surface,1,Image 1,3,1000018773,18838,
87,,Surface,1,Image 1,3,1000018774,18839,
49,,Surface,1,Image 1,3,1000018775,18840,
201,,Surface,1,Image 1,3,1000018776,18841,
141,,Surface,1,Image 1,3,1000018777,18842,
50,,Surface,1,Image 1,3,1000018809,18843,
95,,Surface,1,Image 1,3,1000018778,18844,
228,,Surface,1,Image 1,3,1000018779,18845,
255,,Surface,1,Image 1,4,1000018770,18846,
199,,Surface,1,Image 1,4,1000018769,18847,
0,,Surface,1,Image 1,4,1000018754,18848,
237,,Surface,1,Image 1,4,1000018812,18849,
255,,Surface,1,Image 1,4,1000018755,18850,
43,,Surface,1,Image 1,4,1000018756,18851,
255,,Surface,1,Image 1,4,1000018757,18852,
222,,Surface,1,Image 1,4,1000018758,18853,
216,,Surface,1,Image 1,4,1000018759,18854,
136,,Surface,1,Image 1,4,1000018816,18855,
255,,Surface,1,Image 1,4,1000018760,18856,
27,,Surface,1,Image 1,4,1000018788,18857,
56,,Surface,1,Image 1,4,1000018858,18858,
255,,Surface,1,Image 1,4,1000018761,18859,
255,,Surface,1,Image 1,4,1000018762,18860,
255,,Surface,1,Image 1,4,1000018764,18861,
240,,Surface,1,Image 1,4,1000018763,18862,
31,,Surface,1,Image 1,4,1000018765,18863,
72,,Surface,1,Image 1,4,1000018794,18864,
255,,Surface,1,Image 1,4,1000018766,18865,
83,,Surface,1,Image 1,4,1000018767,18866,
36,,Surface,1,Image 1,4,1000018867,18867,
255,,Surface,1,Image 1,4,1000018797,18868,
255,,Surface,1,Image 1,4,1000018768,18869,
255,,Surface,1,Image 1,4,1000018799,18870,
255,,Surface,1,Image 1,4,1000018771,18871,
42,,Surface,1,Image 1,4,1000018802,18872,
192,,Surface,1,Image 1,4,1000018772,18873,
255,,Surface,1,Image 1,4,1000018773,18874,
74,,Surface,1,Image 1,4,1000018774,18875,
60,,Surface,1,Image 1,4,1000018775,18876,
217,,Surface,1,Image 1,4,1000018776,18877,
135,,Surface,1,Image 1,4,1000018777,18878,
31,,Surface,1,Image 1,4,1000018809,18879,
56,,Surface,1,Image 1,4,1000018778,18880,
166,,Surface,1,Image 1,4,1000018779,18881,
255,,Surface,1,Image 1,5,1000018755,18882,
123,,Surface,1,Image 1,5,1000018812,18883,
41,,Surface,1,Image 1,5,1000018756,18884,
255,,Surface,1,Image 1,5,1000018757,18885,
114,,Surface,1,Image 1,5,1000018816,18886,
255,,Surface,1,Image 1,5,1000018759,18887,
235,,Surface,1,Image 1,5,1000018758,18888,
255,,Surface,1,Image 1,5,1000018760,18889,
33,,Surface,1,Image 1,5,1000018788,18890,
61,,Surface,1,Image 1,5,1000018858,18891,
255,,Surface,1,Image 1,5,1000018761,18892,
255,,Surface,1,Image 1,5,1000018762,18893,
255,,Surface,1,Image 1,5,1000018764,18894,
239,,Surface,1,Image 1,5,1000018763,18895,
54,,Surface,1,Image 1,5,1000018765,18896,
49,,Surface,1,Image 1,5,1000018794,18897,
255,,Surface,1,Image 1,5,1000018766,18898,
145,,Surface,1,Image 1,5,1000018867,18899,
50,,Surface,1,Image 1,5,1000018767,18900,
255,,Surface,1,Image 1,5,1000018797,18901,
255,,Surface,1,Image 1,5,1000018768,18902,
255,,Surface,1,Image 1,5,1000018799,18903,
255,,Surface,1,Image 1,5,1000018904,18904,
0,,Surface,1,Image 1,5,1000018754,18905,
159,,Surface,1,Image 1,5,1000018769,18906,
255,,Surface,1,Image 1,5,1000018770,18907,
