
Track Duration
 ==================== 
Track Duration,Unit,Category,ID,
1456.31,s,Track,1000019491,
176.638,s,Track,1000019516,
495.804,s,Track,1000019522,
495.962,s,Track,1000019553,
176.837,s,Track,1000019599,
283.217,s,Track,1000019600,
319.136,s,Track,1000019614,
673.686,s,Track,1000019617,
354.693,s,Track,1000019632,
176.747,s,Track,1000019633,
425.377,s,Track,1000019658,
567.417,s,Track,1000019676,
319.166,s,Track,1000019699,
177.135,s,Track,1000019726,
177.378,s,Track,1000019742,
354.355,s,Track,1000019751,
354.355,s,Track,1000019755,
212.995,s,Track,1000019758,
177.378,s,Track,1000019764,
177.916,s,Track,1000019783,
283.996,s,Track,1000019786,
496.721,s,Track,1000019826,
674.189,s,Track,1000019827,
960.059,s,Track,1000019831,
248.63,s,Track,1000019844,
283.91,s,Track,1000019845,
248.63,s,Track,1000019850,
496.721,s,Track,1000019861,
638.522,s,Track,1000019878,
177.378,s,Track,1000019903,
355.265,s,Track,1000019906,
177.616,s,Track,1000019933,
425.707,s,Track,1000019940,
177.616,s,Track,1000019946,
354.55,s,Track,1000019966,
248.09,s,Track,1000019974,
603.436,s,Track,1000020053,
248.042,s,Track,1000020057,
177.077,s,Track,1000020077,
959.939,s,Track,1000020087,
177.887,s,Track,1000020103,
604.103,s,Track,1000020120,
212.943,s,Track,1000020125,
426.015,s,Track,1000020126,
248.438,s,Track,1000020133,
177.358,s,Track,1000020165,
177.358,s,Track,1000020170,
177.358,s,Track,1000020171,
177.573,s,Track,1000020183,
248.419,s,Track,1000020189,
177.694,s,Track,1000020218,
606.002,s,Track,1000020219,
355.162,s,Track,1000020221,
213.302,s,Track,1000020222,
248.701,s,Track,1000020224,
248.701,s,Track,1000020226,
284.458,s,Track,1000020228,
213.302,s,Track,1000020245,
320.033,s,Track,1000020250,
782.862,s,Track,1000020287,
177.306,s,Track,1000020289,
782.862,s,Track,1000020293,
212.705,s,Track,1000020297,
746.953,s,Track,1000020331,
354.354,s,Track,1000020336,
213.072,s,Track,1000020363,
177.497,s,Track,1000020386,
213.072,s,Track,1000020388,
248.565,s,Track,1000020440,
248.565,s,Track,1000020457,
641.164,s,Track,1000020475,
462.735,s,Track,1000020486,
284.819,s,Track,1000020497,
284.819,s,Track,1000020507,
534.12,s,Track,1000020516,
570.157,s,Track,1000020521,
570.157,s,Track,1000020533,
570.157,s,Track,1000020536,
462.725,s,Track,1000020556,
178.088,s,Track,1000020594,
213.525,s,Track,1000020611,
285.969,s,Track,1000020618,
248.914,s,Track,1000020622,
178.088,s,Track,1000020625,
392.26,s,Track,1000020644,
178.396,s,Track,1000020652,
463.696,s,Track,1000020662,
250.533,s,Track,1000020673,
178.448,s,Track,1000020676,
428.359,s,Track,1000020690,
178.448,s,Track,1000020691,
250.533,s,Track,1000020693,
356.671,s,Track,1000020709,
321.163,s,Track,1000020710,
179.743,s,Track,1000020724,
392.599,s,Track,1000020737,
249.071,s,Track,1000020760,
177.916,s,Track,1000020787,
320.737,s,Track,1000020788,
213.305,s,Track,1000020805,
285.3,s,Track,1000020823,
285.3,s,Track,1000020845,
177.868,s,Track,1000020850,
249.911,s,Track,1000020869,
249.911,s,Track,1000020890,
212.856,s,Track,1000020917,
212.856,s,Track,1000020919,
212.856,s,Track,1000020924,
176.928,s,Track,1000020929,
177.826,s,Track,1000020942,
177.826,s,Track,1000020962,
177.826,s,Track,1000020967,
177.826,s,Track,1000020974,
