
Track Intensity Min Ch=4 Img=1
 ==================== 
Track Intensity Min,Unit,Category,Channel,Image,ID,
0,,Track,4,Image 1,1000019906,
255,,Track,4,Image 1,1000019933,
12,,Track,4,Image 1,1000019940,
0,,Track,4,Image 1,1000019946,
53,,Track,4,Image 1,1000019966,
120,,Track,4,Image 1,1000019974,
215,,Track,4,Image 1,1000020053,
86,,Track,4,Image 1,1000020057,
178,,Track,4,Image 1,1000020077,
54,,Track,4,Image 1,1000020087,
201,,Track,4,Image 1,1000020103,
100,,Track,4,Image 1,1000020120,
0,,Track,4,Image 1,1000020125,
2,,Track,4,Image 1,1000020126,
0,,Track,4,Image 1,1000020133,
40,,Track,4,Image 1,1000020165,
0,,Track,4,Image 1,1000020170,
0,,Track,4,Image 1,1000020171,
63,,Track,4,Image 1,1000020183,
171,,Track,4,Image 1,1000020189,
50,,Track,4,Image 1,1000020218,
45,,Track,4,Image 1,1000020219,
6,,Track,4,Image 1,1000020221,
33,,Track,4,Image 1,1000020222,
0,,Track,4,Image 1,1000020224,
0,,Track,4,Image 1,1000020226,
126,,Track,4,Image 1,1000020228,
255,,Track,4,Image 1,1000020245,
21,,Track,4,Image 1,1000020250,
73,,Track,4,Image 1,1000020287,
0,,Track,4,Image 1,1000020289,
0,,Track,4,Image 1,1000020293,
13,,Track,4,Image 1,1000020297,
255,,Track,4,Image 1,1000020331,
0,,Track,4,Image 1,1000020336,
4,,Track,4,Image 1,1000020363,
0,,Track,4,Image 1,1000020386,
63,,Track,4,Image 1,1000020388,
0,,Track,4,Image 1,1000020440,
255,,Track,4,Image 1,1000020457,
0,,Track,4,Image 1,1000020475,
18,,Track,4,Image 1,1000020486,
255,,Track,4,Image 1,1000020497,
206,,Track,4,Image 1,1000020507,
0,,Track,4,Image 1,1000020516,
7,,Track,4,Image 1,1000020521,
255,,Track,4,Image 1,1000020533,
45,,Track,4,Image 1,1000020536,
0,,Track,4,Image 1,1000020556,
0,,Track,4,Image 1,1000020594,
152,,Track,4,Image 1,1000020611,
170,,Track,4,Image 1,1000020618,
13,,Track,4,Image 1,1000020622,
8,,Track,4,Image 1,1000020625,
11,,Track,4,Image 1,1000020644,
166,,Track,4,Image 1,1000020652,
0,,Track,4,Image 1,1000020662,
67,,Track,4,Image 1,1000020673,
64,,Track,4,Image 1,1000020676,
43,,Track,4,Image 1,1000020690,
0,,Track,4,Image 1,1000020691,
0,,Track,4,Image 1,1000020693,
115,,Track,4,Image 1,1000020709,
124,,Track,4,Image 1,1000020710,
107,,Track,4,Image 1,1000020724,
0,,Track,4,Image 1,1000020737,
17,,Track,4,Image 1,1000020760,
255,,Track,4,Image 1,1000020787,
224,,Track,4,Image 1,1000020788,
0,,Track,4,Image 1,1000020805,
146,,Track,4,Image 1,1000020823,
138,,Track,4,Image 1,1000020845,
0,,Track,4,Image 1,1000020850,
115,,Track,4,Image 1,1000020869,
0,,Track,4,Image 1,1000020890,
255,,Track,4,Image 1,1000020917,
255,,Track,4,Image 1,1000020919,
0,,Track,4,Image 1,1000020924,
61,,Track,4,Image 1,1000020929,
11,,Track,4,Image 1,1000020942,
83,,Track,4,Image 1,1000020962,
255,,Track,4,Image 1,1000020967,
76,,Track,4,Image 1,1000020974,
