
Intensity Median Ch=1 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
27,,Surface,1,Image 1,1,1000018754,18754,
254.969,,Surface,1,Image 1,1,1000018755,18755,
53.065,,Surface,1,Image 1,1,1000018756,18756,
254.999,,Surface,1,Image 1,1,1000018757,18757,
233,,Surface,1,Image 1,1,1000018758,18758,
205.971,,Surface,1,Image 1,1,1000018759,18759,
145.6,,Surface,1,Image 1,1,1000018760,18760,
254.968,,Surface,1,Image 1,1,1000018761,18761,
254.98,,Surface,1,Image 1,1,1000018762,18762,
139.066,,Surface,1,Image 1,1,1000018763,18763,
255,,Surface,1,Image 1,1,1000018764,18764,
4.488,,Surface,1,Image 1,1,1000018765,18765,
220.036,,Surface,1,Image 1,1,1000018766,18766,
3.5,,Surface,1,Image 1,1,1000018767,18767,
254.975,,Surface,1,Image 1,1,1000018768,18768,
68.073,,Surface,1,Image 1,1,1000018769,18769,
255,,Surface,1,Image 1,1,1000018770,18770,
255,,Surface,1,Image 1,1,1000018771,18771,
29.496,,Surface,1,Image 1,1,1000018772,18772,
254.988,,Surface,1,Image 1,1,1000018773,18773,
52.5,,Surface,1,Image 1,1,1000018774,18774,
8.964,,Surface,1,Image 1,1,1000018775,18775,
182.94,,Surface,1,Image 1,1,1000018776,18776,
93.996,,Surface,1,Image 1,1,1000018777,18777,
50.064,,Surface,1,Image 1,1,1000018778,18778,
122.489,,Surface,1,Image 1,1,1000018779,18779,
255,,Surface,1,Image 1,2,1000018770,18780,
1.991,,Surface,1,Image 1,2,1000018754,18781,
254.936,,Surface,1,Image 1,2,1000018755,18782,
95,,Surface,1,Image 1,2,1000018756,18783,
255,,Surface,1,Image 1,2,1000018757,18784,
251.989,,Surface,1,Image 1,2,1000018759,18785,
170.001,,Surface,1,Image 1,2,1000018758,18786,
91.995,,Surface,1,Image 1,2,1000018760,18787,
6.97,,Surface,1,Image 1,2,1000018788,18788,
254.976,,Surface,1,Image 1,2,1000018761,18789,
254.993,,Surface,1,Image 1,2,1000018762,18790,
121,,Surface,1,Image 1,2,1000018763,18791,
254.955,,Surface,1,Image 1,2,1000018764,18792,
0.011,,Surface,1,Image 1,2,1000018765,18793,
13.521,,Surface,1,Image 1,2,1000018794,18794,
148.53,,Surface,1,Image 1,2,1000018766,18795,
16.9975,,Surface,1,Image 1,2,1000018767,18796,
131.041,,Surface,1,Image 1,2,1000018797,18797,
255,,Surface,1,Image 1,2,1000018768,18798,
252.013,,Surface,1,Image 1,2,1000018799,18799,
88.025,,Surface,1,Image 1,2,1000018769,18800,
255,,Surface,1,Image 1,2,1000018771,18801,
0.01375,,Surface,1,Image 1,2,1000018802,18802,
52,,Surface,1,Image 1,2,1000018772,18803,
237,,Surface,1,Image 1,2,1000018773,18804,
17.979,,Surface,1,Image 1,2,1000018774,18805,
0.0125,,Surface,1,Image 1,2,1000018775,18806,
150.52,,Surface,1,Image 1,2,1000018776,18807,
76.06,,Surface,1,Image 1,2,1000018777,18808,
0.016,,Surface,1,Image 1,2,1000018809,18809,
23.498,,Surface,1,Image 1,2,1000018778,18810,
67.025,,Surface,1,Image 1,2,1000018779,18811,
0.0105,,Surface,1,Image 1,3,1000018812,18812,
255,,Surface,1,Image 1,3,1000018755,18813,
66.984,,Surface,1,Image 1,3,1000018756,18814,
255,,Surface,1,Image 1,3,1000018757,18815,
59.51,,Surface,1,Image 1,3,1000018816,18816,
140.936,,Surface,1,Image 1,3,1000018759,18817,
91.568,,Surface,1,Image 1,3,1000018758,18818,
134.1,,Surface,1,Image 1,3,1000018760,18819,
21.504,,Surface,1,Image 1,3,1000018788,18820,
254.979,,Surface,1,Image 1,3,1000018761,18821,
254.982,,Surface,1,Image 1,3,1000018762,18822,
73.96,,Surface,1,Image 1,3,1000018763,18823,
254.96,,Surface,1,Image 1,3,1000018764,18824,
0.028,,Surface,1,Image 1,3,1000018765,18825,
29.984,,Surface,1,Image 1,3,1000018794,18826,
159.024,,Surface,1,Image 1,3,1000018766,18827,
12,,Surface,1,Image 1,3,1000018767,18828,
205.05,,Surface,1,Image 1,3,1000018797,18829,
254.967,,Surface,1,Image 1,3,1000018768,18830,
230.01,,Surface,1,Image 1,3,1000018799,18831,
22.5,,Surface,1,Image 1,3,1000018754,18832,
84.951,,Surface,1,Image 1,3,1000018769,18833,
255,,Surface,1,Image 1,3,1000018770,18834,
255,,Surface,1,Image 1,3,1000018771,18835,
0.016,,Surface,1,Image 1,3,1000018802,18836,
36.0055,,Surface,1,Image 1,3,1000018772,18837,
255,,Surface,1,Image 1,3,1000018773,18838,
20.514,,Surface,1,Image 1,3,1000018774,18839,
10.018,,Surface,1,Image 1,3,1000018775,18840,
157.498,,Surface,1,Image 1,3,1000018776,18841,
58.046,,Surface,1,Image 1,3,1000018777,18842,
0.0155,,Surface,1,Image 1,3,1000018809,18843,
47.534,,Surface,1,Image 1,3,1000018778,18844,
78.925,,Surface,1,Image 1,3,1000018779,18845,
255,,Surface,1,Image 1,4,1000018770,18846,
78.96,,Surface,1,Image 1,4,1000018769,18847,
0,,Surface,1,Image 1,4,1000018754,18848,
53.544,,Surface,1,Image 1,4,1000018812,18849,
254.952,,Surface,1,Image 1,4,1000018755,18850,
10.9973,,Surface,1,Image 1,4,1000018756,18851,
255,,Surface,1,Image 1,4,1000018757,18852,
170,,Surface,1,Image 1,4,1000018758,18853,
206.5,,Surface,1,Image 1,4,1000018759,18854,
101.014,,Surface,1,Image 1,4,1000018816,18855,
167.08,,Surface,1,Image 1,4,1000018760,18856,
0.012,,Surface,1,Image 1,4,1000018788,18857,
56,,Surface,1,Image 1,4,1000018858,18858,
255,,Surface,1,Image 1,4,1000018761,18859,
254.988,,Surface,1,Image 1,4,1000018762,18860,
254.988,,Surface,1,Image 1,4,1000018764,18861,
84.058,,Surface,1,Image 1,4,1000018763,18862,
0.012,,Surface,1,Image 1,4,1000018765,18863,
13.996,,Surface,1,Image 1,4,1000018794,18864,
151.504,,Surface,1,Image 1,4,1000018766,18865,
