
Track Length
 ==================== 
Track Length,Unit,Category,ID,
16.9861,um,Track,1000020691,
12.2987,um,Track,1000020693,
12.3812,um,Track,1000020709,
20.5245,um,Track,1000020710,
4.22207,um,Track,1000020724,
26.1632,um,Track,1000020737,
13.9549,um,Track,1000020760,
6.22535,um,Track,1000020787,
16.3002,um,Track,1000020788,
11.6659,um,Track,1000020805,
20.7578,um,Track,1000020823,
11.1852,um,Track,1000020845,
15.0634,um,Track,1000020850,
10.0048,um,Track,1000020869,
11.4871,um,Track,1000020890,
6.65839,um,Track,1000020917,
6.67225,um,Track,1000020919,
10.2105,um,Track,1000020924,
7.17859,um,Track,1000020929,
6.79539,um,Track,1000020942,
9.66034,um,Track,1000020962,
5.76979,um,Track,1000020967,
6.89052,um,Track,1000020974,
