
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,TrackID,ID,
95.8957,um,Surface,Image 1,9,1000018996,19086,
108.19,um,Surface,Image 1,9,1000019087,19087,
80.8679,um,Surface,Image 1,9,1000018773,19088,
55.0466,um,Surface,Image 1,9,1000018912,19089,
139.07,um,Surface,Image 1,9,1000018913,19090,
116.569,um,Surface,Image 1,9,1000019003,19091,
138.032,um,Surface,Image 1,9,1000019002,19092,
104.198,um,Surface,Image 1,9,1000019004,19093,
134.39,um,Surface,Image 1,9,1000018774,19094,
119.226,um,Surface,Image 1,9,1000019049,19095,
132.668,um,Surface,Image 1,9,1000019007,19096,
150.542,um,Surface,Image 1,9,1000018776,19097,
68.3837,um,Surface,Image 1,9,1000018777,19098,
87.4546,um,Surface,Image 1,9,1000018919,19099,
80.1206,um,Surface,Image 1,9,1000018778,19100,
39.5015,um,Surface,Image 1,9,1000018964,19101,
16.945,um,Surface,Image 1,9,1000018779,19102,
97.6695,um,Surface,Image 1,10,1000018947,19103,
90.2222,um,Surface,Image 1,10,1000018812,19104,
76.158,um,Surface,Image 1,10,1000018755,19105,
81.9195,um,Surface,Image 1,10,1000019064,19106,
101.708,um,Surface,Image 1,10,1000018756,19107,
79.2904,um,Surface,Image 1,10,1000019108,19108,
62.0624,um,Surface,Image 1,10,1000019109,19109,
72.5652,um,Surface,Image 1,10,1000018759,19110,
119.671,um,Surface,Image 1,10,1000018788,19111,
89.6469,um,Surface,Image 1,10,1000018760,19112,
150.693,um,Surface,Image 1,10,1000018858,19113,
108.433,um,Surface,Image 1,10,1000019114,19114,
114.078,um,Surface,Image 1,10,1000018816,19115,
139.023,um,Surface,Image 1,10,1000018970,19116,
85.9325,um,Surface,Image 1,10,1000018930,19117,
137.484,um,Surface,Image 1,10,1000018761,19118,
129.937,um,Surface,Image 1,10,1000018762,19119,
134.918,um,Surface,Image 1,10,1000018933,19120,
41.0982,um,Surface,Image 1,10,1000018764,19121,
114.023,um,Surface,Image 1,10,1000018794,19122,
41.7755,um,Surface,Image 1,10,1000018978,19123,
38.4364,um,Surface,Image 1,10,1000018766,19124,
25.3231,um,Surface,Image 1,10,1000018867,19125,
43.589,um,Surface,Image 1,10,1000018797,19126,
75.2145,um,Surface,Image 1,10,1000018768,19127,
26.9517,um,Surface,Image 1,10,1000018799,19128,
34.3177,um,Surface,Image 1,10,1000018904,19129,
127.55,um,Surface,Image 1,10,1000018769,19130,
42.136,um,Surface,Image 1,10,1000018770,19131,
96.726,um,Surface,Image 1,10,1000018996,19132,
152.935,um,Surface,Image 1,10,1000019133,19133,
109.927,um,Surface,Image 1,10,1000019087,19134,
80.1206,um,Surface,Image 1,10,1000018773,19135,
56.0706,um,Surface,Image 1,10,1000018912,19136,
115.369,um,Surface,Image 1,10,1000019003,19137,
138.239,um,Surface,Image 1,10,1000019002,19138,
138.308,um,Surface,Image 1,10,1000018913,19139,
101.708,um,Surface,Image 1,10,1000019004,19140,
135.472,um,Surface,Image 1,10,1000018774,19141,
121.407,um,Surface,Image 1,10,1000019049,19142,
133.756,um,Surface,Image 1,10,1000019007,19143,
150.618,um,Surface,Image 1,10,1000018776,19144,
68.4969,um,Surface,Image 1,10,1000018777,19145,
89.4196,um,Surface,Image 1,10,1000018919,19146,
79.9823,um,Surface,Image 1,10,1000018778,19147,
39.4376,um,Surface,Image 1,10,1000018964,19148,
17.2759,um,Surface,Image 1,10,1000018779,19149,
194.992,um,Surface,Image 1,11,1000019150,19150,
40.9425,um,Surface,Image 1,11,1000018770,19151,
188.885,um,Surface,Image 1,11,1000019152,19152,
94.0968,um,Surface,Image 1,11,1000018812,19153,
97.3902,um,Surface,Image 1,11,1000018947,19154,
76.0731,um,Surface,Image 1,11,1000018755,19155,
81.9887,um,Surface,Image 1,11,1000019064,19156,
104.014,um,Surface,Image 1,11,1000018756,19157,
79.9008,um,Surface,Image 1,11,1000019108,19158,
63.6537,um,Surface,Image 1,11,1000019109,19159,
120.988,um,Surface,Image 1,11,1000018788,19160,
73.4785,um,Surface,Image 1,11,1000018759,19161,
88.2454,um,Surface,Image 1,11,1000018760,19162,
149.033,um,Surface,Image 1,11,1000018858,19163,
110.188,um,Surface,Image 1,11,1000019114,19164,
115.822,um,Surface,Image 1,11,1000018816,19165,
139.946,um,Surface,Image 1,11,1000018970,19166,
84.5211,um,Surface,Image 1,11,1000018930,19167,
136.602,um,Surface,Image 1,11,1000018761,19168,
128.276,um,Surface,Image 1,11,1000018762,19169,
135.057,um,Surface,Image 1,11,1000018933,19170,
41.2691,um,Surface,Image 1,11,1000018764,19171,
