
Track Intensity Mean Ch=2 Img=1
 ==================== 
Track Intensity Mean,Unit,Category,Channel,Image,ID,
0,,Track,2,Image 1,1000018754,
1.56039,,Track,2,Image 1,1000018755,
1.46154,,Track,2,Image 1,1000018756,
3.89286,,Track,2,Image 1,1000018757,
6.89655,,Track,2,Image 1,1000018758,
1.91388,,Track,2,Image 1,1000018759,
2.06863,,Track,2,Image 1,1000018760,
4.49423,,Track,2,Image 1,1000018761,
249.533,,Track,2,Image 1,1000018762,
0.903571,,Track,2,Image 1,1000018763,
2.20083,,Track,2,Image 1,1000018764,
0.826241,,Track,2,Image 1,1000018765,
182.646,,Track,2,Image 1,1000018766,
0.631579,,Track,2,Image 1,1000018767,
1.7665,,Track,2,Image 1,1000018768,
0.680628,,Track,2,Image 1,1000018769,
4.14199,,Track,2,Image 1,1000018770,
9.88,,Track,2,Image 1,1000018771,
0.555556,,Track,2,Image 1,1000018772,
3,,Track,2,Image 1,1000018773,
0.461538,,Track,2,Image 1,1000018774,
0.0454545,,Track,2,Image 1,1000018775,
1.87758,,Track,2,Image 1,1000018776,
0.411765,,Track,2,Image 1,1000018777,
0.310811,,Track,2,Image 1,1000018778,
0.634021,,Track,2,Image 1,1000018779,
0.769912,,Track,2,Image 1,1000018788,
1.53465,,Track,2,Image 1,1000018794,
2.77083,,Track,2,Image 1,1000018797,
4.27646,,Track,2,Image 1,1000018799,
0.372093,,Track,2,Image 1,1000018802,
0.231405,,Track,2,Image 1,1000018809,
1.41441,,Track,2,Image 1,1000018812,
0.441667,,Track,2,Image 1,1000018816,
0.935484,,Track,2,Image 1,1000018858,
1.11538,,Track,2,Image 1,1000018867,
12.8846,,Track,2,Image 1,1000018904,
0.0737705,,Track,2,Image 1,1000018912,
3.38333,,Track,2,Image 1,1000018913,
0.305556,,Track,2,Image 1,1000018919,
2.27273,,Track,2,Image 1,1000018930,
3.33333,,Track,2,Image 1,1000018933,
2.63095,,Track,2,Image 1,1000018947,
0.403509,,Track,2,Image 1,1000018964,
1,,Track,2,Image 1,1000018970,
0.720812,,Track,2,Image 1,1000018978,
1.36585,,Track,2,Image 1,1000018996,
0.5,,Track,2,Image 1,1000019002,
0.372549,,Track,2,Image 1,1000019003,
0.361702,,Track,2,Image 1,1000019004,
0.671875,,Track,2,Image 1,1000019007,
1.03497,,Track,2,Image 1,1000019049,
0.974468,,Track,2,Image 1,1000019064,
0.373913,,Track,2,Image 1,1000019087,
1.13408,,Track,2,Image 1,1000019108,
4.52632,,Track,2,Image 1,1000019109,
1.22329,,Track,2,Image 1,1000019114,
0.591176,,Track,2,Image 1,1000019133,
1.84071,,Track,2,Image 1,1000019150,
2.76417,,Track,2,Image 1,1000019152,
1.08108,,Track,2,Image 1,1000019180,
0.426087,,Track,2,Image 1,1000019191,
1.67169,,Track,2,Image 1,1000019216,
1.44828,,Track,2,Image 1,1000019240,
0.744898,,Track,2,Image 1,1000019271,
1,,Track,2,Image 1,1000019284,
3.21779,,Track,2,Image 1,1000019297,
62.1053,,Track,2,Image 1,1000019310,
0.608466,,Track,2,Image 1,1000019324,
0.271127,,Track,2,Image 1,1000019340,
