
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,TrackID,ID,
27,,Surface,1,Image 1,1,1000018754,18754,
38.7274,,Surface,1,Image 1,1,1000018755,18755,
50.1741,,Surface,1,Image 1,1,1000018756,18756,
2.4,,Surface,1,Image 1,1,1000018757,18757,
22,,Surface,1,Image 1,1,1000018758,18758,
37.9825,,Surface,1,Image 1,1,1000018759,18759,
63.3688,,Surface,1,Image 1,1,1000018760,18760,
24.7813,,Surface,1,Image 1,1,1000018761,18761,
16.5167,,Surface,1,Image 1,1,1000018762,18762,
64.6972,,Surface,1,Image 1,1,1000018763,18763,
0,,Surface,1,Image 1,1,1000018764,18764,
20.3975,,Surface,1,Image 1,1,1000018765,18765,
73.9341,,Surface,1,Image 1,1,1000018766,18766,
3.5,,Surface,1,Image 1,1,1000018767,18767,
44.8122,,Surface,1,Image 1,1,1000018768,18768,
51.703,,Surface,1,Image 1,1,1000018769,18769,
0,,Surface,1,Image 1,1,1000018770,18770,
0,,Surface,1,Image 1,1,1000018771,18771,
18.3068,,Surface,1,Image 1,1,1000018772,18772,
20.7846,,Surface,1,Image 1,1,1000018773,18773,
29.5,,Surface,1,Image 1,1,1000018774,18774,
47.0484,,Surface,1,Image 1,1,1000018775,18775,
52.4633,,Surface,1,Image 1,1,1000018776,18776,
41.1108,,Surface,1,Image 1,1,1000018777,18777,
46.0161,,Surface,1,Image 1,1,1000018778,18778,
77.7817,,Surface,1,Image 1,1,1000018779,18779,
0,,Surface,1,Image 1,2,1000018770,18780,
20.2868,,Surface,1,Image 1,2,1000018754,18781,
37.4779,,Surface,1,Image 1,2,1000018755,18782,
41.9037,,Surface,1,Image 1,2,1000018756,18783,
0,,Surface,1,Image 1,2,1000018757,18784,
23.08,,Surface,1,Image 1,2,1000018759,18785,
31.563,,Surface,1,Image 1,2,1000018758,18786,
21.7551,,Surface,1,Image 1,2,1000018760,18787,
