
Track Intensity Mean Ch=5 Img=1
 ==================== 
Track Intensity Mean,Unit,Category,Channel,Image,ID,
255,,Track,5,Image 1,1000018754,
222.937,,Track,5,Image 1,1000018755,
254.827,,Track,5,Image 1,1000018756,
242.393,,Track,5,Image 1,1000018757,
226.379,,Track,5,Image 1,1000018758,
218.359,,Track,5,Image 1,1000018759,
231.868,,Track,5,Image 1,1000018760,
237.483,,Track,5,Image 1,1000018761,
237.047,,Track,5,Image 1,1000018762,
246.371,,Track,5,Image 1,1000018763,
224.323,,Track,5,Image 1,1000018764,
239.121,,Track,5,Image 1,1000018765,
247.108,,Track,5,Image 1,1000018766,
250.211,,Track,5,Image 1,1000018767,
243.904,,Track,5,Image 1,1000018768,
222.126,,Track,5,Image 1,1000018769,
250.949,,Track,5,Image 1,1000018770,
244.32,,Track,5,Image 1,1000018771,
225.778,,Track,5,Image 1,1000018772,
253.314,,Track,5,Image 1,1000018773,
247.712,,Track,5,Image 1,1000018774,
236.114,,Track,5,Image 1,1000018775,
235.263,,Track,5,Image 1,1000018776,
214.341,,Track,5,Image 1,1000018777,
234.054,,Track,5,Image 1,1000018778,
209.052,,Track,5,Image 1,1000018779,
250.796,,Track,5,Image 1,1000018788,
251.98,,Track,5,Image 1,1000018794,
214.229,,Track,5,Image 1,1000018797,
225.008,,Track,5,Image 1,1000018799,
214.791,,Track,5,Image 1,1000018802,
213.322,,Track,5,Image 1,1000018809,
251.955,,Track,5,Image 1,1000018812,
252.675,,Track,5,Image 1,1000018816,
255,,Track,5,Image 1,1000018858,
245.885,,Track,5,Image 1,1000018867,
253.038,,Track,5,Image 1,1000018904,
173.738,,Track,5,Image 1,1000018912,
248.717,,Track,5,Image 1,1000018913,
208.065,,Track,5,Image 1,1000018919,
228.099,,Track,5,Image 1,1000018930,
254.238,,Track,5,Image 1,1000018933,
239.643,,Track,5,Image 1,1000018947,
180.018,,Track,5,Image 1,1000018964,
242.85,,Track,5,Image 1,1000018970,
213.381,,Track,5,Image 1,1000018978,
221.659,,Track,5,Image 1,1000018996,
250.056,,Track,5,Image 1,1000019002,
211.333,,Track,5,Image 1,1000019003,
230.787,,Track,5,Image 1,1000019004,
210.453,,Track,5,Image 1,1000019007,
233.965,,Track,5,Image 1,1000019049,
231.46,,Track,5,Image 1,1000019064,
201.435,,Track,5,Image 1,1000019087,
211.693,,Track,5,Image 1,1000019108,
252.289,,Track,5,Image 1,1000019109,
249.801,,Track,5,Image 1,1000019114,
224.224,,Track,5,Image 1,1000019133,
240.809,,Track,5,Image 1,1000019150,
239.188,,Track,5,Image 1,1000019152,
245.649,,Track,5,Image 1,1000019180,
203.835,,Track,5,Image 1,1000019191,
248.738,,Track,5,Image 1,1000019216,
219.724,,Track,5,Image 1,1000019240,
216.041,,Track,5,Image 1,1000019271,
254.242,,Track,5,Image 1,1000019284,
206.123,,Track,5,Image 1,1000019297,
236.079,,Track,5,Image 1,1000019310,
253.418,,Track,5,Image 1,1000019324,
231.725,,Track,5,Image 1,1000019340,
230.6,,Track,5,Image 1,1000019350,
183.92,,Track,5,Image 1,1000019353,
217.111,,Track,5,Image 1,1000019354,
203.111,,Track,5,Image 1,1000019361,
249.233,,Track,5,Image 1,1000019395,
251.639,,Track,5,Image 1,1000019396,
222.395,,Track,5,Image 1,1000019405,
251.016,,Track,5,Image 1,1000019412,
240.782,,Track,5,Image 1,1000019436,
255,,Track,5,Image 1,1000019450,
187.851,,Track,5,Image 1,1000019465,
235.46,,Track,5,Image 1,1000019472,
255,,Track,5,Image 1,1000019477,
236.865,,Track,5,Image 1,1000019486,
214.483,,Track,5,Image 1,1000019491,
222.055,,Track,5,Image 1,1000019516,
231.066,,Track,5,Image 1,1000019522,
226.173,,Track,5,Image 1,1000019553,
201.763,,Track,5,Image 1,1000019599,
218.679,,Track,5,Image 1,1000019600,
196.677,,Track,5,Image 1,1000019614,
236.961,,Track,5,Image 1,1000019617,
213.299,,Track,5,Image 1,1000019632,
239.923,,Track,5,Image 1,1000019633,
222.12,,Track,5,Image 1,1000019658,
225.267,,Track,5,Image 1,1000019676,
196.036,,Track,5,Image 1,1000019699,
184.143,,Track,5,Image 1,1000019726,
212.38,,Track,5,Image 1,1000019742,
219.618,,Track,5,Image 1,1000019751,
250.015,,Track,5,Image 1,1000019755,
173.361,,Track,5,Image 1,1000019758,
239.324,,Track,5,Image 1,1000019764,
199.897,,Track,5,Image 1,1000019783,
254.371,,Track,5,Image 1,1000019786,
249.692,,Track,5,Image 1,1000019826,
232.769,,Track,5,Image 1,1000019827,
231.734,,Track,5,Image 1,1000019831,
228.308,,Track,5,Image 1,1000019844,
228.8,,Track,5,Image 1,1000019845,
239.475,,Track,5,Image 1,1000019850,
234.833,,Track,5,Image 1,1000019861,
251.018,,Track,5,Image 1,1000019878,
210.133,,Track,5,Image 1,1000019903,
184.389,,Track,5,Image 1,1000019906,
243.583,,Track,5,Image 1,1000019933,
226.466,,Track,5,Image 1,1000019940,
172.651,,Track,5,Image 1,1000019946,
223.838,,Track,5,Image 1,1000019966,
216.808,,Track,5,Image 1,1000019974,
253.3,,Track,5,Image 1,1000020053,
211.187,,Track,5,Image 1,1000020057,
244.917,,Track,5,Image 1,1000020077,
214.386,,Track,5,Image 1,1000020087,
249.889,,Track,5,Image 1,1000020103,
253.967,,Track,5,Image 1,1000020120,
196.254,,Track,5,Image 1,1000020125,
238.083,,Track,5,Image 1,1000020126,
190.866,,Track,5,Image 1,1000020133,
252.043,,Track,5,Image 1,1000020165,
210.878,,Track,5,Image 1,1000020170,
174.887,,Track,5,Image 1,1000020171,
194.867,,Track,5,Image 1,1000020183,
255,,Track,5,Image 1,1000020189,
233.067,,Track,5,Image 1,1000020218,
236.304,,Track,5,Image 1,1000020219,
255,,Track,5,Image 1,1000020221,
213.104,,Track,5,Image 1,1000020222,
223.904,,Track,5,Image 1,1000020224,
229.677,,Track,5,Image 1,1000020226,
222.228,,Track,5,Image 1,1000020228,
227.951,,Track,5,Image 1,1000020245,
219.175,,Track,5,Image 1,1000020250,
233.046,,Track,5,Image 1,1000020287,
221.283,,Track,5,Image 1,1000020289,
226.952,,Track,5,Image 1,1000020293,
233.702,,Track,5,Image 1,1000020297,
230.753,,Track,5,Image 1,1000020331,
217.391,,Track,5,Image 1,1000020336,
252.906,,Track,5,Image 1,1000020363,
188.379,,Track,5,Image 1,1000020386,
208.891,,Track,5,Image 1,1000020388,
211.107,,Track,5,Image 1,1000020440,
220.667,,Track,5,Image 1,1000020457,
211.601,,Track,5,Image 1,1000020475,
217.69,,Track,5,Image 1,1000020486,
210.491,,Track,5,Image 1,1000020497,
217.087,,Track,5,Image 1,1000020507,
182.831,,Track,5,Image 1,1000020516,
245.37,,Track,5,Image 1,1000020521,
230.053,,Track,5,Image 1,1000020533,
215.259,,Track,5,Image 1,1000020536,
230.12,,Track,5,Image 1,1000020556,
250.364,,Track,5,Image 1,1000020594,
235.125,,Track,5,Image 1,1000020611,
232.506,,Track,5,Image 1,1000020618,
228.721,,Track,5,Image 1,1000020622,
225.148,,Track,5,Image 1,1000020625,
226.042,,Track,5,Image 1,1000020644,
231.08,,Track,5,Image 1,1000020652,
225.91,,Track,5,Image 1,1000020662,
251.885,,Track,5,Image 1,1000020673,
193.42,,Track,5,Image 1,1000020676,
217.736,,Track,5,Image 1,1000020690,
225.488,,Track,5,Image 1,1000020691,
221.477,,Track,5,Image 1,1000020693,
235.107,,Track,5,Image 1,1000020709,
245.474,,Track,5,Image 1,1000020710,
237.963,,Track,5,Image 1,1000020724,
209.507,,Track,5,Image 1,1000020737,
255,,Track,5,Image 1,1000020760,
233.889,,Track,5,Image 1,1000020787,
221.206,,Track,5,Image 1,1000020788,
202.912,,Track,5,Image 1,1000020805,
251.714,,Track,5,Image 1,1000020823,
230.561,,Track,5,Image 1,1000020845,
189.835,,Track,5,Image 1,1000020850,
247.061,,Track,5,Image 1,1000020869,
233.728,,Track,5,Image 1,1000020890,
236.75,,Track,5,Image 1,1000020917,
251.143,,Track,5,Image 1,1000020919,
229.337,,Track,5,Image 1,1000020924,
214.574,,Track,5,Image 1,1000020929,
