
Track Intensity Max Ch=2 Img=1
 ==================== 
Track Intensity Max,Unit,Category,Channel,Image,ID,
0,,Track,2,Image 1,1000018754,
45,,Track,2,Image 1,1000018755,
35,,Track,2,Image 1,1000018756,
40,,Track,2,Image 1,1000018757,
83,,Track,2,Image 1,1000018758,
112,,Track,2,Image 1,1000018759,
57,,Track,2,Image 1,1000018760,
187,,Track,2,Image 1,1000018761,
255,,Track,2,Image 1,1000018762,
45,,Track,2,Image 1,1000018763,
147,,Track,2,Image 1,1000018764,
56,,Track,2,Image 1,1000018765,
255,,Track,2,Image 1,1000018766,
12,,Track,2,Image 1,1000018767,
46,,Track,2,Image 1,1000018768,
35,,Track,2,Image 1,1000018769,
68,,Track,2,Image 1,1000018770,
87,,Track,2,Image 1,1000018771,
17,,Track,2,Image 1,1000018772,
50,,Track,2,Image 1,1000018773,
20,,Track,2,Image 1,1000018774,
2,,Track,2,Image 1,1000018775,
69,,Track,2,Image 1,1000018776,
44,,Track,2,Image 1,1000018777,
14,,Track,2,Image 1,1000018778,
51,,Track,2,Image 1,1000018779,
28,,Track,2,Image 1,1000018788,
71,,Track,2,Image 1,1000018794,
55,,Track,2,Image 1,1000018797,
90,,Track,2,Image 1,1000018799,
16,,Track,2,Image 1,1000018802,
22,,Track,2,Image 1,1000018809,
58,,Track,2,Image 1,1000018812,
18,,Track,2,Image 1,1000018816,
29,,Track,2,Image 1,1000018858,
21,,Track,2,Image 1,1000018867,
57,,Track,2,Image 1,1000018904,
7,,Track,2,Image 1,1000018912,
123,,Track,2,Image 1,1000018913,
33,,Track,2,Image 1,1000018919,
43,,Track,2,Image 1,1000018930,
31,,Track,2,Image 1,1000018933,
57,,Track,2,Image 1,1000018947,
23,,Track,2,Image 1,1000018964,
27,,Track,2,Image 1,1000018970,
40,,Track,2,Image 1,1000018978,
16,,Track,2,Image 1,1000018996,
5,,Track,2,Image 1,1000019002,
26,,Track,2,Image 1,1000019003,
11,,Track,2,Image 1,1000019004,
41,,Track,2,Image 1,1000019007,
54,,Track,2,Image 1,1000019049,
54,,Track,2,Image 1,1000019064,
17,,Track,2,Image 1,1000019087,
52,,Track,2,Image 1,1000019108,
53,,Track,2,Image 1,1000019109,
167,,Track,2,Image 1,1000019114,
72,,Track,2,Image 1,1000019133,
125,,Track,2,Image 1,1000019150,
92,,Track,2,Image 1,1000019152,
19,,Track,2,Image 1,1000019180,
47,,Track,2,Image 1,1000019191,
109,,Track,2,Image 1,1000019216,
20,,Track,2,Image 1,1000019240,
31,,Track,2,Image 1,1000019271,
37,,Track,2,Image 1,1000019284,
59,,Track,2,Image 1,1000019297,
255,,Track,2,Image 1,1000019310,
25,,Track,2,Image 1,1000019324,
19,,Track,2,Image 1,1000019340,
143,,Track,2,Image 1,1000019350,
30,,Track,2,Image 1,1000019353,
0,,Track,2,Image 1,1000019354,
25,,Track,2,Image 1,1000019361,
32,,Track,2,Image 1,1000019395,
71,,Track,2,Image 1,1000019396,
51,,Track,2,Image 1,1000019405,
42,,Track,2,Image 1,1000019412,
0,,Track,2,Image 1,1000019436,
55,,Track,2,Image 1,1000019450,
13,,Track,2,Image 1,1000019465,
2,,Track,2,Image 1,1000019472,
27,,Track,2,Image 1,1000019477,
39,,Track,2,Image 1,1000019486,
56,,Track,2,Image 1,1000019491,
25,,Track,2,Image 1,1000019516,
21,,Track,2,Image 1,1000019522,
48,,Track,2,Image 1,1000019553,
105,,Track,2,Image 1,1000019599,
9,,Track,2,Image 1,1000019600,
255,,Track,2,Image 1,1000019614,
37,,Track,2,Image 1,1000019617,
30,,Track,2,Image 1,1000019632,
0,,Track,2,Image 1,1000019633,
12,,Track,2,Image 1,1000019658,
165,,Track,2,Image 1,1000019676,
25,,Track,2,Image 1,1000019699,
11,,Track,2,Image 1,1000019726,
43,,Track,2,Image 1,1000019742,
52,,Track,2,Image 1,1000019751,
39,,Track,2,Image 1,1000019755,
47,,Track,2,Image 1,1000019758,
7,,Track,2,Image 1,1000019764,
43,,Track,2,Image 1,1000019783,
16,,Track,2,Image 1,1000019786,
29,,Track,2,Image 1,1000019826,
69,,Track,2,Image 1,1000019827,
255,,Track,2,Image 1,1000019831,
62,,Track,2,Image 1,1000019844,
49,,Track,2,Image 1,1000019845,
16,,Track,2,Image 1,1000019850,
9,,Track,2,Image 1,1000019861,
46,,Track,2,Image 1,1000019878,
32,,Track,2,Image 1,1000019903,
16,,Track,2,Image 1,1000019906,
8,,Track,2,Image 1,1000019933,
52,,Track,2,Image 1,1000019940,
38,,Track,2,Image 1,1000019946,
55,,Track,2,Image 1,1000019966,
70,,Track,2,Image 1,1000019974,
71,,Track,2,Image 1,1000020053,
41,,Track,2,Image 1,1000020057,
40,,Track,2,Image 1,1000020077,
36,,Track,2,Image 1,1000020087,
0,,Track,2,Image 1,1000020103,
44,,Track,2,Image 1,1000020120,
47,,Track,2,Image 1,1000020125,
12,,Track,2,Image 1,1000020126,
47,,Track,2,Image 1,1000020133,
10,,Track,2,Image 1,1000020165,
9,,Track,2,Image 1,1000020170,
13,,Track,2,Image 1,1000020171,
9,,Track,2,Image 1,1000020183,
17,,Track,2,Image 1,1000020189,
17,,Track,2,Image 1,1000020218,
31,,Track,2,Image 1,1000020219,
21,,Track,2,Image 1,1000020221,
54,,Track,2,Image 1,1000020222,
23,,Track,2,Image 1,1000020224,
21,,Track,2,Image 1,1000020226,
58,,Track,2,Image 1,1000020228,
25,,Track,2,Image 1,1000020245,
48,,Track,2,Image 1,1000020250,
255,,Track,2,Image 1,1000020287,
34,,Track,2,Image 1,1000020289,
33,,Track,2,Image 1,1000020293,
55,,Track,2,Image 1,1000020297,
77,,Track,2,Image 1,1000020331,
53,,Track,2,Image 1,1000020336,
18,,Track,2,Image 1,1000020363,
15,,Track,2,Image 1,1000020386,
10,,Track,2,Image 1,1000020388,
38,,Track,2,Image 1,1000020440,
45,,Track,2,Image 1,1000020457,
53,,Track,2,Image 1,1000020475,
20,,Track,2,Image 1,1000020486,
66,,Track,2,Image 1,1000020497,
37,,Track,2,Image 1,1000020507,
54,,Track,2,Image 1,1000020516,
55,,Track,2,Image 1,1000020521,
80,,Track,2,Image 1,1000020533,
65,,Track,2,Image 1,1000020536,
49,,Track,2,Image 1,1000020556,
161,,Track,2,Image 1,1000020594,
18,,Track,2,Image 1,1000020611,
54,,Track,2,Image 1,1000020618,
64,,Track,2,Image 1,1000020622,
7,,Track,2,Image 1,1000020625,
47,,Track,2,Image 1,1000020644,
35,,Track,2,Image 1,1000020652,
91,,Track,2,Image 1,1000020662,
42,,Track,2,Image 1,1000020673,
82,,Track,2,Image 1,1000020676,
43,,Track,2,Image 1,1000020690,
21,,Track,2,Image 1,1000020691,
23,,Track,2,Image 1,1000020693,
83,,Track,2,Image 1,1000020709,
27,,Track,2,Image 1,1000020710,
104,,Track,2,Image 1,1000020724,
20,,Track,2,Image 1,1000020737,
3,,Track,2,Image 1,1000020760,
42,,Track,2,Image 1,1000020787,
189,,Track,2,Image 1,1000020788,
69,,Track,2,Image 1,1000020805,
20,,Track,2,Image 1,1000020823,
76,,Track,2,Image 1,1000020845,
3,,Track,2,Image 1,1000020850,
53,,Track,2,Image 1,1000020869,
9,,Track,2,Image 1,1000020890,
68,,Track,2,Image 1,1000020917,
56,,Track,2,Image 1,1000020919,
0,,Track,2,Image 1,1000020924,
34,,Track,2,Image 1,1000020929,
72,,Track,2,Image 1,1000020942,
14,,Track,2,Image 1,1000020962,
26,,Track,2,Image 1,1000020967,
39,,Track,2,Image 1,1000020974,
