
Track Intensity Sum Ch=2 Img=1
 ==================== 
Track Intensity Sum,Unit,Category,Channel,Image,ID,
0,,Track,2,Image 1,1000018754,
323,,Track,2,Image 1,1000018755,
76,,Track,2,Image 1,1000018756,
109,,Track,2,Image 1,1000018757,
200,,Track,2,Image 1,1000018758,
400,,Track,2,Image 1,1000018759,
422,,Track,2,Image 1,1000018760,
2337,,Track,2,Image 1,1000018761,
74860,,Track,2,Image 1,1000018762,
253,,Track,2,Image 1,1000018763,
1589,,Track,2,Image 1,1000018764,
233,,Track,2,Image 1,1000018765,
94976,,Track,2,Image 1,1000018766,
12,,Track,2,Image 1,1000018767,
348,,Track,2,Image 1,1000018768,
130,,Track,2,Image 1,1000018769,
1371,,Track,2,Image 1,1000018770,
247,,Track,2,Image 1,1000018771,
20,,Track,2,Image 1,1000018772,
516,,Track,2,Image 1,1000018773,
96,,Track,2,Image 1,1000018774,
2,,Track,2,Image 1,1000018775,
1365,,Track,2,Image 1,1000018776,
70,,Track,2,Image 1,1000018777,
23,,Track,2,Image 1,1000018778,
123,,Track,2,Image 1,1000018779,
87,,Track,2,Image 1,1000018788,
155,,Track,2,Image 1,1000018794,
133,,Track,2,Image 1,1000018797,
2707,,Track,2,Image 1,1000018799,
16,,Track,2,Image 1,1000018802,
28,,Track,2,Image 1,1000018809,
157,,Track,2,Image 1,1000018812,
53,,Track,2,Image 1,1000018816,
29,,Track,2,Image 1,1000018858,
29,,Track,2,Image 1,1000018867,
335,,Track,2,Image 1,1000018904,
9,,Track,2,Image 1,1000018912,
203,,Track,2,Image 1,1000018913,
33,,Track,2,Image 1,1000018919,
275,,Track,2,Image 1,1000018930,
70,,Track,2,Image 1,1000018933,
221,,Track,2,Image 1,1000018947,
23,,Track,2,Image 1,1000018964,
147,,Track,2,Image 1,1000018970,
142,,Track,2,Image 1,1000018978,
56,,Track,2,Image 1,1000018996,
9,,Track,2,Image 1,1000019002,
38,,Track,2,Image 1,1000019003,
17,,Track,2,Image 1,1000019004,
86,,Track,2,Image 1,1000019007,
148,,Track,2,Image 1,1000019049,
229,,Track,2,Image 1,1000019064,
43,,Track,2,Image 1,1000019087,
203,,Track,2,Image 1,1000019108,
172,,Track,2,Image 1,1000019109,
893,,Track,2,Image 1,1000019114,
201,,Track,2,Image 1,1000019133,
2577,,Track,2,Image 1,1000019150,
1219,,Track,2,Image 1,1000019152,
40,,Track,2,Image 1,1000019180,
49,,Track,2,Image 1,1000019191,
2220,,Track,2,Image 1,1000019216,
42,,Track,2,Image 1,1000019240,
73,,Track,2,Image 1,1000019271,
66,,Track,2,Image 1,1000019284,
1773,,Track,2,Image 1,1000019297,
2360,,Track,2,Image 1,1000019310,
115,,Track,2,Image 1,1000019324,
77,,Track,2,Image 1,1000019340,
979,,Track,2,Image 1,1000019350,
38,,Track,2,Image 1,1000019353,
0,,Track,2,Image 1,1000019354,
86,,Track,2,Image 1,1000019361,
193,,Track,2,Image 1,1000019395,
194,,Track,2,Image 1,1000019396,
270,,Track,2,Image 1,1000019405,
204,,Track,2,Image 1,1000019412,
0,,Track,2,Image 1,1000019436,
228,,Track,2,Image 1,1000019450,
13,,Track,2,Image 1,1000019465,
2,,Track,2,Image 1,1000019472,
60,,Track,2,Image 1,1000019477,
718,,Track,2,Image 1,1000019486,
590,,Track,2,Image 1,1000019491,
77,,Track,2,Image 1,1000019516,
133,,Track,2,Image 1,1000019522,
346,,Track,2,Image 1,1000019553,
1133,,Track,2,Image 1,1000019599,
9,,Track,2,Image 1,1000019600,
31689,,Track,2,Image 1,1000019614,
47,,Track,2,Image 1,1000019617,
84,,Track,2,Image 1,1000019632,
0,,Track,2,Image 1,1000019633,
29,,Track,2,Image 1,1000019658,
410,,Track,2,Image 1,1000019676,
37,,Track,2,Image 1,1000019699,
21,,Track,2,Image 1,1000019726,
46,,Track,2,Image 1,1000019742,
663,,Track,2,Image 1,1000019751,
207,,Track,2,Image 1,1000019755,
77,,Track,2,Image 1,1000019758,
12,,Track,2,Image 1,1000019764,
106,,Track,2,Image 1,1000019783,
16,,Track,2,Image 1,1000019786,
59,,Track,2,Image 1,1000019826,
1264,,Track,2,Image 1,1000019827,
69469,,Track,2,Image 1,1000019831,
92,,Track,2,Image 1,1000019844,
418,,Track,2,Image 1,1000019845,
17,,Track,2,Image 1,1000019850,
14,,Track,2,Image 1,1000019861,
277,,Track,2,Image 1,1000019878,
96,,Track,2,Image 1,1000019903,
67,,Track,2,Image 1,1000019906,
20,,Track,2,Image 1,1000019933,
193,,Track,2,Image 1,1000019940,
94,,Track,2,Image 1,1000019946,
180,,Track,2,Image 1,1000019966,
304,,Track,2,Image 1,1000019974,
193,,Track,2,Image 1,1000020053,
143,,Track,2,Image 1,1000020057,
69,,Track,2,Image 1,1000020077,
218,,Track,2,Image 1,1000020087,
0,,Track,2,Image 1,1000020103,
221,,Track,2,Image 1,1000020120,
76,,Track,2,Image 1,1000020125,
28,,Track,2,Image 1,1000020126,
155,,Track,2,Image 1,1000020133,
28,,Track,2,Image 1,1000020165,
13,,Track,2,Image 1,1000020170,
13,,Track,2,Image 1,1000020171,
14,,Track,2,Image 1,1000020183,
