
Track Intensity Sum Ch=2 Img=1
 ==================== 
Track Intensity Sum,Unit,Category,Channel,Image,ID,
34,,Track,2,Image 1,1000020189,
43,,Track,2,Image 1,1000020218,
387,,Track,2,Image 1,1000020219,
21,,Track,2,Image 1,1000020221,
115,,Track,2,Image 1,1000020222,
68,,Track,2,Image 1,1000020224,
30,,Track,2,Image 1,1000020226,
372,,Track,2,Image 1,1000020228,
47,,Track,2,Image 1,1000020245,
261,,Track,2,Image 1,1000020250,
1001,,Track,2,Image 1,1000020287,
66,,Track,2,Image 1,1000020289,
257,,Track,2,Image 1,1000020293,
88,,Track,2,Image 1,1000020297,
1810,,Track,2,Image 1,1000020331,
90,,Track,2,Image 1,1000020336,
29,,Track,2,Image 1,1000020363,
15,,Track,2,Image 1,1000020386,
10,,Track,2,Image 1,1000020388,
141,,Track,2,Image 1,1000020440,
48,,Track,2,Image 1,1000020457,
160,,Track,2,Image 1,1000020475,
93,,Track,2,Image 1,1000020486,
782,,Track,2,Image 1,1000020497,
402,,Track,2,Image 1,1000020507,
165,,Track,2,Image 1,1000020516,
178,,Track,2,Image 1,1000020521,
1595,,Track,2,Image 1,1000020533,
807,,Track,2,Image 1,1000020536,
134,,Track,2,Image 1,1000020556,
715,,Track,2,Image 1,1000020594,
18,,Track,2,Image 1,1000020611,
860,,Track,2,Image 1,1000020618,
178,,Track,2,Image 1,1000020622,
7,,Track,2,Image 1,1000020625,
264,,Track,2,Image 1,1000020644,
45,,Track,2,Image 1,1000020652,
128,,Track,2,Image 1,1000020662,
244,,Track,2,Image 1,1000020673,
207,,Track,2,Image 1,1000020676,
296,,Track,2,Image 1,1000020690,
44,,Track,2,Image 1,1000020691,
49,,Track,2,Image 1,1000020693,
723,,Track,2,Image 1,1000020709,
37,,Track,2,Image 1,1000020710,
681,,Track,2,Image 1,1000020724,
26,,Track,2,Image 1,1000020737,
3,,Track,2,Image 1,1000020760,
148,,Track,2,Image 1,1000020787,
1156,,Track,2,Image 1,1000020788,
179,,Track,2,Image 1,1000020805,
44,,Track,2,Image 1,1000020823,
336,,Track,2,Image 1,1000020845,
4,,Track,2,Image 1,1000020850,
80,,Track,2,Image 1,1000020869,
9,,Track,2,Image 1,1000020890,
645,,Track,2,Image 1,1000020917,
106,,Track,2,Image 1,1000020919,
0,,Track,2,Image 1,1000020924,
106,,Track,2,Image 1,1000020929,
274,,Track,2,Image 1,1000020942,
44,,Track,2,Image 1,1000020962,
65,,Track,2,Image 1,1000020967,
229,,Track,2,Image 1,1000020974,
