
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,TrackID,ID,
54,,Surface,1,Image 1,1,1000018754,18754,
4788,,Surface,1,Image 1,1,1000018755,18755,
372,,Surface,1,Image 1,1,1000018756,18756,
1269,,Surface,1,Image 1,1,1000018757,18757,
466,,Surface,1,Image 1,1,1000018758,18758,
594,,Surface,1,Image 1,1,1000018759,18759,
1440,,Surface,1,Image 1,1,1000018760,18760,
8376,,Surface,1,Image 1,1,1000018761,18761,
4508,,Surface,1,Image 1,1,1000018762,18762,
4499,,Surface,1,Image 1,1,1000018763,18763,
2040,,Surface,1,Image 1,1,1000018764,18764,
334,,Surface,1,Image 1,1,1000018765,18765,
4847,,Surface,1,Image 1,1,1000018766,18766,
7,,Surface,1,Image 1,1,1000018767,18767,
5724,,Surface,1,Image 1,1,1000018768,18768,
1905,,Surface,1,Image 1,1,1000018769,18769,
4080,,Surface,1,Image 1,1,1000018770,18770,
1020,,Surface,1,Image 1,1,1000018771,18771,
209,,Surface,1,Image 1,1,1000018772,18772,
972,,Surface,1,Image 1,1,1000018773,18773,
105,,Surface,1,Image 1,1,1000018774,18774,
113,,Surface,1,Image 1,1,1000018775,18775,
1645,,Surface,1,Image 1,1,1000018776,18776,
1575,,Surface,1,Image 1,1,1000018777,18777,
531,,Surface,1,Image 1,1,1000018778,18778,
1068,,Surface,1,Image 1,1,1000018779,18779,
4590,,Surface,1,Image 1,2,1000018770,18780,
46,,Surface,1,Image 1,2,1000018754,18781,
3511,,Surface,1,Image 1,2,1000018755,18782,
513,,Surface,1,Image 1,2,1000018756,18783,
1275,,Surface,1,Image 1,2,1000018757,18784,
959,,Surface,1,Image 1,2,1000018759,18785,
457,,Surface,1,Image 1,2,1000018758,18786,
790,,Surface,1,Image 1,2,1000018760,18787,
318,,Surface,1,Image 1,2,1000018788,18788,
7395,,Surface,1,Image 1,2,1000018761,18789,
3034,,Surface,1,Image 1,2,1000018762,18790,
3672,,Surface,1,Image 1,2,1000018763,18791,
5129,,Surface,1,Image 1,2,1000018764,18792,
262,,Surface,1,Image 1,2,1000018765,18793,
469,,Surface,1,Image 1,2,1000018794,18794,
4602,,Surface,1,Image 1,2,1000018766,18795,
48,,Surface,1,Image 1,2,1000018767,18796,
445,,Surface,1,Image 1,2,1000018797,18797,
2985,,Surface,1,Image 1,2,1000018768,18798,
7170,,Surface,1,Image 1,2,1000018799,18799,
2397,,Surface,1,Image 1,2,1000018769,18800,
765,,Surface,1,Image 1,2,1000018771,18801,
90,,Surface,1,Image 1,2,1000018802,18802,
104,,Surface,1,Image 1,2,1000018772,18803,
916,,Surface,1,Image 1,2,1000018773,18804,
219,,Surface,1,Image 1,2,1000018774,18805,
71,,Surface,1,Image 1,2,1000018775,18806,
1483,,Surface,1,Image 1,2,1000018776,18807,
1022,,Surface,1,Image 1,2,1000018777,18808,
60,,Surface,1,Image 1,2,1000018809,18809,
165,,Surface,1,Image 1,2,1000018778,18810,
562,,Surface,1,Image 1,2,1000018779,18811,
67,,Surface,1,Image 1,3,1000018812,18812,
5740,,Surface,1,Image 1,3,1000018755,18813,
369,,Surface,1,Image 1,3,1000018756,18814,
1275,,Surface,1,Image 1,3,1000018757,18815,
727,,Surface,1,Image 1,3,1000018816,18816,
1110,,Surface,1,Image 1,3,1000018759,18817,
618,,Surface,1,Image 1,3,1000018758,18818,
1540,,Surface,1,Image 1,3,1000018760,18819,
257,,Surface,1,Image 1,3,1000018788,18820,
7760,,Surface,1,Image 1,3,1000018761,18821,
3433,,Surface,1,Image 1,3,1000018762,18822,
2003,,Surface,1,Image 1,3,1000018763,18823,
5141,,Surface,1,Image 1,3,1000018764,18824,
511,,Surface,1,Image 1,3,1000018765,18825,
445,,Surface,1,Image 1,3,1000018794,18826,
4580,,Surface,1,Image 1,3,1000018766,18827,
24,,Surface,1,Image 1,3,1000018767,18828,
2404,,Surface,1,Image 1,3,1000018797,18829,
3670,,Surface,1,Image 1,3,1000018768,18830,
6099,,Surface,1,Image 1,3,1000018799,18831,
45,,Surface,1,Image 1,3,1000018754,18832,
615,,Surface,1,Image 1,3,1000018769,18833,
4845,,Surface,1,Image 1,3,1000018770,18834,
1020,,Surface,1,Image 1,3,1000018771,18835,
78,,Surface,1,Image 1,3,1000018802,18836,
269,,Surface,1,Image 1,3,1000018772,18837,
1785,,Surface,1,Image 1,3,1000018773,18838,
200,,Surface,1,Image 1,3,1000018774,18839,
115,,Surface,1,Image 1,3,1000018775,18840,
1196,,Surface,1,Image 1,3,1000018776,18841,
741,,Surface,1,Image 1,3,1000018777,18842,
114,,Surface,1,Image 1,3,1000018809,18843,
360,,Surface,1,Image 1,3,1000018778,18844,
1210,,Surface,1,Image 1,3,1000018779,18845,
4080,,Surface,1,Image 1,4,1000018770,18846,
2806,,Surface,1,Image 1,4,1000018769,18847,
0,,Surface,1,Image 1,4,1000018754,18848,
572,,Surface,1,Image 1,4,1000018812,18849,
2395,,Surface,1,Image 1,4,1000018755,18850,
54,,Surface,1,Image 1,4,1000018756,18851,
1275,,Surface,1,Image 1,4,1000018757,18852,
340,,Surface,1,Image 1,4,1000018758,18853,
413,,Surface,1,Image 1,4,1000018759,18854,
549,,Surface,1,Image 1,4,1000018816,18855,
