
Track Intensity Sum Ch=4 Img=1
 ==================== 
Track Intensity Sum,Unit,Category,Channel,Image,ID,
1489,,Track,4,Image 1,1000018754,
34926,,Track,4,Image 1,1000018755,
5831,,Track,4,Image 1,1000018756,
6966,,Track,4,Image 1,1000018757,
7168,,Track,4,Image 1,1000018758,
53222,,Track,4,Image 1,1000018759,
49541,,Track,4,Image 1,1000018760,
132600,,Track,4,Image 1,1000018761,
76500,,Track,4,Image 1,1000018762,
42766,,Track,4,Image 1,1000018763,
184110,,Track,4,Image 1,1000018764,
21093,,Track,4,Image 1,1000018765,
129900,,Track,4,Image 1,1000018766,
2260,,Track,4,Image 1,1000018767,
49389,,Track,4,Image 1,1000018768,
39771,,Track,4,Image 1,1000018769,
82256,,Track,4,Image 1,1000018770,
6375,,Track,4,Image 1,1000018771,
7698,,Track,4,Image 1,1000018772,
43860,,Track,4,Image 1,1000018773,
35973,,Track,4,Image 1,1000018774,
6697,,Track,4,Image 1,1000018775,
129770,,Track,4,Image 1,1000018776,
35739,,Track,4,Image 1,1000018777,
4522,,Track,4,Image 1,1000018778,
36440,,Track,4,Image 1,1000018779,
11642,,Track,4,Image 1,1000018788,
13428,,Track,4,Image 1,1000018794,
10180,,Track,4,Image 1,1000018797,
161415,,Track,4,Image 1,1000018799,
3006,,Track,4,Image 1,1000018802,
6051,,Track,4,Image 1,1000018809,
12206,,Track,4,Image 1,1000018812,
18535,,Track,4,Image 1,1000018816,
4017,,Track,4,Image 1,1000018858,
2141,,Track,4,Image 1,1000018867,
6559,,Track,4,Image 1,1000018904,
3074,,Track,4,Image 1,1000018912,
4430,,Track,4,Image 1,1000018913,
16500,,Track,4,Image 1,1000018919,
26125,,Track,4,Image 1,1000018930,
5355,,Track,4,Image 1,1000018933,
17055,,Track,4,Image 1,1000018947,
1999,,Track,4,Image 1,1000018964,
37039,,Track,4,Image 1,1000018970,
37912,,Track,4,Image 1,1000018978,
1256,,Track,4,Image 1,1000018996,
3427,,Track,4,Image 1,1000019002,
6193,,Track,4,Image 1,1000019003,
3038,,Track,4,Image 1,1000019004,
21196,,Track,4,Image 1,1000019007,
18640,,Track,4,Image 1,1000019049,
32963,,Track,4,Image 1,1000019064,
17094,,Track,4,Image 1,1000019087,
41174,,Track,4,Image 1,1000019108,
9484,,Track,4,Image 1,1000019109,
64277,,Track,4,Image 1,1000019114,
15438,,Track,4,Image 1,1000019133,
350903,,Track,4,Image 1,1000019150,
111858,,Track,4,Image 1,1000019152,
7202,,Track,4,Image 1,1000019180,
10991,,Track,4,Image 1,1000019191,
202022,,Track,4,Image 1,1000019216,
5434,,Track,4,Image 1,1000019240,
6928,,Track,4,Image 1,1000019271,
5900,,Track,4,Image 1,1000019284,
140505,,Track,4,Image 1,1000019297,
3073,,Track,4,Image 1,1000019310,
30169,,Track,4,Image 1,1000019324,
14013,,Track,4,Image 1,1000019340,
13559,,Track,4,Image 1,1000019350,
7616,,Track,4,Image 1,1000019353,
2994,,Track,4,Image 1,1000019354,
21273,,Track,4,Image 1,1000019361,
10771,,Track,4,Image 1,1000019395,
21046,,Track,4,Image 1,1000019396,
15208,,Track,4,Image 1,1000019405,
31337,,Track,4,Image 1,1000019412,
7321,,Track,4,Image 1,1000019436,
4590,,Track,4,Image 1,1000019450,
5785,,Track,4,Image 1,1000019465,
12426,,Track,4,Image 1,1000019472,
7202,,Track,4,Image 1,1000019477,
77278,,Track,4,Image 1,1000019486,
52528,,Track,4,Image 1,1000019491,
6513,,Track,4,Image 1,1000019516,
90661,,Track,4,Image 1,1000019522,
49706,,Track,4,Image 1,1000019553,
18761,,Track,4,Image 1,1000019599,
4289,,Track,4,Image 1,1000019600,
9032,,Track,4,Image 1,1000019614,
15651,,Track,4,Image 1,1000019617,
13263,,Track,4,Image 1,1000019632,
9945,,Track,4,Image 1,1000019633,
16235,,Track,4,Image 1,1000019658,
44927,,Track,4,Image 1,1000019676,
13109,,Track,4,Image 1,1000019699,
2679,,Track,4,Image 1,1000019726,
18135,,Track,4,Image 1,1000019742,
71740,,Track,4,Image 1,1000019751,
30856,,Track,4,Image 1,1000019755,
6497,,Track,4,Image 1,1000019758,
6072,,Track,4,Image 1,1000019764,
5032,,Track,4,Image 1,1000019783,
5995,,Track,4,Image 1,1000019786,
12671,,Track,4,Image 1,1000019826,
172621,,Track,4,Image 1,1000019827,
71910,,Track,4,Image 1,1000019831,
8738,,Track,4,Image 1,1000019844,
38354,,Track,4,Image 1,1000019845,
6818,,Track,4,Image 1,1000019850,
7752,,Track,4,Image 1,1000019861,
27854,,Track,4,Image 1,1000019878,
11929,,Track,4,Image 1,1000019903,
10527,,Track,4,Image 1,1000019906,
9180,,Track,4,Image 1,1000019933,
32731,,Track,4,Image 1,1000019940,
1776,,Track,4,Image 1,1000019946,
33163,,Track,4,Image 1,1000019966,
24675,,Track,4,Image 1,1000019974,
22770,,Track,4,Image 1,1000020053,
31295,,Track,4,Image 1,1000020057,
5587,,Track,4,Image 1,1000020077,
91135,,Track,4,Image 1,1000020087,
4458,,Track,4,Image 1,1000020103,
14539,,Track,4,Image 1,1000020120,
4264,,Track,4,Image 1,1000020125,
14141,,Track,4,Image 1,1000020126,
9012,,Track,4,Image 1,1000020133,
4594,,Track,4,Image 1,1000020165,
10591,,Track,4,Image 1,1000020170,
3457,,Track,4,Image 1,1000020171,
5953,,Track,4,Image 1,1000020183,
7253,,Track,4,Image 1,1000020189,
3976,,Track,4,Image 1,1000020218,
153913,,Track,4,Image 1,1000020219,
3155,,Track,4,Image 1,1000020221,
10365,,Track,4,Image 1,1000020222,
14675,,Track,4,Image 1,1000020224,
3801,,Track,4,Image 1,1000020226,
40086,,Track,4,Image 1,1000020228,
15555,,Track,4,Image 1,1000020245,
27569,,Track,4,Image 1,1000020250,
88745,,Track,4,Image 1,1000020287,
2465,,Track,4,Image 1,1000020289,
14261,,Track,4,Image 1,1000020293,
14364,,Track,4,Image 1,1000020297,
69105,,Track,4,Image 1,1000020331,
11499,,Track,4,Image 1,1000020336,
3612,,Track,4,Image 1,1000020363,
