
Velocity Angle
 ==================== 
Velocity Angle X,Velocity Angle Y,Velocity Angle Z,Unit,Category,Collection,Time,TrackID,ID,
90.0027,115.845,25.8423,°,Surface,Velocity Angle,8,1000018802,19042,
100.623,169.385,90.0027,°,Surface,Velocity Angle,8,1000018773,19043,
78.1533,156.996,70.5763,°,Surface,Velocity Angle,8,1000018912,19044,
79.3609,30.1758,117.875,°,Surface,Velocity Angle,8,1000019003,19045,
148.782,61.2485,101.138,°,Surface,Velocity Angle,8,1000018913,19046,
55.1734,124.832,126.133,°,Surface,Velocity Angle,8,1000019002,19047,
96.9059,118.739,150.298,°,Surface,Velocity Angle,8,1000019004,19048,
146.451,85.657,56.8064,°,Surface,Velocity Angle,8,1000019049,19049,
139.799,101.63,127.829,°,Surface,Velocity Angle,8,1000018774,19050,
127.879,142.129,90.0027,°,Surface,Velocity Angle,8,1000018775,19051,
70.3992,132.146,48.6075,°,Surface,Velocity Angle,8,1000019007,19052,
159.72,91.7147,110.209,°,Surface,Velocity Angle,8,1000018776,19053,
122.286,62.8761,135.397,°,Surface,Velocity Angle,8,1000018777,19054,
100.304,168.748,94.4946,°,Surface,Velocity Angle,8,1000018919,19055,
60.2574,150.26,90.0027,°,Surface,Velocity Angle,8,1000018778,19056,
69.5542,144.715,117.397,°,Surface,Velocity Angle,8,1000018964,19057,
175.091,94.9166,90.0027,°,Surface,Velocity Angle,8,1000018779,19058,
42.1108,77.9923,129.606,°,Surface,Velocity Angle,9,1000018770,19059,
19.7096,81.4739,107.634,°,Surface,Velocity Angle,9,1000018769,19060,
24.9176,97.5613,66.4086,°,Surface,Velocity Angle,9,1000018947,19061,
109.294,19.291,90.0027,°,Surface,Velocity Angle,9,1000018812,19062,
54.1176,142.471,99.5645,°,Surface,Velocity Angle,9,1000018755,19063,
47.4301,93.8824,42.8357,°,Surface,Velocity Angle,9,1000019064,19064,
30.1211,84.7785,119.574,°,Surface,Velocity Angle,9,1000018756,19065,
36.9068,81.2194,125.508,°,Surface,Velocity Angle,9,1000018759,19066,
40.5056,50.7253,98.3539,°,Surface,Velocity Angle,9,1000018760,19067,
80.2812,151.727,116.275,°,Surface,Velocity Angle,9,1000018788,19068,
29.5915,60.8046,85.6073,°,Surface,Velocity Angle,9,1000018816,19069,
90.0027,82.124,172.127,°,Surface,Velocity Angle,9,1000018858,19070,
49.0776,41.1276,86.6105,°,Surface,Velocity Angle,9,1000018930,19071,
45.9598,68.8343,128.434,°,Surface,Velocity Angle,9,1000018970,19072,
40.0062,110.51,122.621,°,Surface,Velocity Angle,9,1000018761,19073,
34.1483,72.0449,117.978,°,Surface,Velocity Angle,9,1000018762,19074,
63.4364,26.5663,90.0027,°,Surface,Velocity Angle,9,1000018933,19075,
62.6523,98.1009,151.285,°,Surface,Velocity Angle,9,1000018764,19076,
151.803,69.8272,108.852,°,Surface,Velocity Angle,9,1000018763,19077,
61.8391,151.066,96.1216,°,Surface,Velocity Angle,9,1000018794,19078,
56.6437,141.775,73.5124,°,Surface,Velocity Angle,9,1000018978,19079,
37.7492,100.282,125.85,°,Surface,Velocity Angle,9,1000018766,19080,
59.1606,85.4787,31.2455,°,Surface,Velocity Angle,9,1000018867,19081,
153.439,116.568,90.0027,°,Surface,Velocity Angle,9,1000018797,19082,
50.1673,122.675,123.106,°,Surface,Velocity Angle,9,1000018768,19083,
50.97,138.214,102.592,°,Surface,Velocity Angle,9,1000018799,19084,
63.4356,26.5671,90.0027,°,Surface,Velocity Angle,9,1000018904,19085,
180.005,90.0027,90.0027,°,Surface,Velocity Angle,9,1000018996,19086,
37.6563,95.12,52.8186,°,Surface,Velocity Angle,9,1000019087,19087,
44.9992,135.002,90.0027,°,Surface,Velocity Angle,9,1000018773,19088,
89.3918,32.6387,122.634,°,Surface,Velocity Angle,9,1000018912,19089,
133.161,74.965,47.0178,°,Surface,Velocity Angle,9,1000018913,19090,
35.959,115.378,113.672,°,Surface,Velocity Angle,9,1000019003,19091,
116.568,26.5658,90.0027,°,Surface,Velocity Angle,9,1000019002,19092,
