
Intensity Min Ch=5 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,TrackID,ID,
255,,Surface,5,Image 1,1,1000018754,18754,
101,,Surface,5,Image 1,1,1000018755,18755,
255,,Surface,5,Image 1,1,1000018756,18756,
197,,Surface,5,Image 1,1,1000018757,18757,
215,,Surface,5,Image 1,1,1000018758,18758,
212,,Surface,5,Image 1,1,1000018759,18759,
65,,Surface,5,Image 1,1,1000018760,18760,
121,,Surface,5,Image 1,1,1000018761,18761,
163,,Surface,5,Image 1,1,1000018762,18762,
197,,Surface,5,Image 1,1,1000018763,18763,
153,,Surface,5,Image 1,1,1000018764,18764,
140,,Surface,5,Image 1,1,1000018765,18765,
183,,Surface,5,Image 1,1,1000018766,18766,
241,,Surface,5,Image 1,1,1000018767,18767,
127,,Surface,5,Image 1,1,1000018768,18768,
110,,Surface,5,Image 1,1,1000018769,18769,
190,,Surface,5,Image 1,1,1000018770,18770,
255,,Surface,5,Image 1,1,1000018771,18771,
179,,Surface,5,Image 1,1,1000018772,18772,
255,,Surface,5,Image 1,1,1000018773,18773,
209,,Surface,5,Image 1,1,1000018774,18774,
231,,Surface,5,Image 1,1,1000018775,18775,
134,,Surface,5,Image 1,1,1000018776,18776,
179,,Surface,5,Image 1,1,1000018777,18777,
172,,Surface,5,Image 1,1,1000018778,18778,
112,,Surface,5,Image 1,1,1000018779,18779,
224,,Surface,5,Image 1,2,1000018770,18780,
255,,Surface,5,Image 1,2,1000018754,18781,
131,,Surface,5,Image 1,2,1000018755,18782,
249,,Surface,5,Image 1,2,1000018756,18783,
168,,Surface,5,Image 1,2,1000018757,18784,
168,,Surface,5,Image 1,2,1000018759,18785,
214,,Surface,5,Image 1,2,1000018758,18786,
102,,Surface,5,Image 1,2,1000018760,18787,
142,,Surface,5,Image 1,2,1000018788,18788,
65,,Surface,5,Image 1,2,1000018761,18789,
144,,Surface,5,Image 1,2,1000018762,18790,
170,,Surface,5,Image 1,2,1000018763,18791,
134,,Surface,5,Image 1,2,1000018764,18792,
100,,Surface,5,Image 1,2,1000018765,18793,
227,,Surface,5,Image 1,2,1000018794,18794,
188,,Surface,5,Image 1,2,1000018766,18795,
255,,Surface,5,Image 1,2,1000018767,18796,
204,,Surface,5,Image 1,2,1000018797,18797,
213,,Surface,5,Image 1,2,1000018768,18798,
70,,Surface,5,Image 1,2,1000018799,18799,
74,,Surface,5,Image 1,2,1000018769,18800,
255,,Surface,5,Image 1,2,1000018771,18801,
165,,Surface,5,Image 1,2,1000018802,18802,
255,,Surface,5,Image 1,2,1000018772,18803,
255,,Surface,5,Image 1,2,1000018773,18804,
204,,Surface,5,Image 1,2,1000018774,18805,
207,,Surface,5,Image 1,2,1000018775,18806,
182,,Surface,5,Image 1,2,1000018776,18807,
118,,Surface,5,Image 1,2,1000018777,18808,
146,,Surface,5,Image 1,2,1000018809,18809,
122,,Surface,5,Image 1,2,1000018778,18810,
56,,Surface,5,Image 1,2,1000018779,18811,
251,,Surface,5,Image 1,3,1000018812,18812,
84,,Surface,5,Image 1,3,1000018755,18813,
255,,Surface,5,Image 1,3,1000018756,18814,
213,,Surface,5,Image 1,3,1000018757,18815,
250,,Surface,5,Image 1,3,1000018816,18816,
170,,Surface,5,Image 1,3,1000018759,18817,
127,,Surface,5,Image 1,3,1000018758,18818,
162,,Surface,5,Image 1,3,1000018760,18819,
190,,Surface,5,Image 1,3,1000018788,18820,
115,,Surface,5,Image 1,3,1000018761,18821,
182,,Surface,5,Image 1,3,1000018762,18822,
160,,Surface,5,Image 1,3,1000018763,18823,
113,,Surface,5,Image 1,3,1000018764,18824,
106,,Surface,5,Image 1,3,1000018765,18825,
255,,Surface,5,Image 1,3,1000018794,18826,
164,,Surface,5,Image 1,3,1000018766,18827,
255,,Surface,5,Image 1,3,1000018767,18828,
132,,Surface,5,Image 1,3,1000018797,18829,
151,,Surface,5,Image 1,3,1000018768,18830,
109,,Surface,5,Image 1,3,1000018799,18831,
255,,Surface,5,Image 1,3,1000018754,18832,
183,,Surface,5,Image 1,3,1000018769,18833,
209,,Surface,5,Image 1,3,1000018770,18834,
255,,Surface,5,Image 1,3,1000018771,18835,
169,,Surface,5,Image 1,3,1000018802,18836,
255,,Surface,5,Image 1,3,1000018772,18837,
252,,Surface,5,Image 1,3,1000018773,18838,
238,,Surface,5,Image 1,3,1000018774,18839,
138,,Surface,5,Image 1,3,1000018775,18840,
220,,Surface,5,Image 1,3,1000018776,18841,
127,,Surface,5,Image 1,3,1000018777,18842,
106,,Surface,5,Image 1,3,1000018809,18843,
178,,Surface,5,Image 1,3,1000018778,18844,
134,,Surface,5,Image 1,3,1000018779,18845,
184,,Surface,5,Image 1,4,1000018770,18846,
58,,Surface,5,Image 1,4,1000018769,18847,
255,,Surface,5,Image 1,4,1000018754,18848,
255,,Surface,5,Image 1,4,1000018812,18849,
184,,Surface,5,Image 1,4,1000018755,18850,
255,,Surface,5,Image 1,4,1000018756,18851,
211,,Surface,5,Image 1,4,1000018757,18852,
144,,Surface,5,Image 1,4,1000018758,18853,
201,,Surface,5,Image 1,4,1000018759,18854,
255,,Surface,5,Image 1,4,1000018816,18855,
74,,Surface,5,Image 1,4,1000018760,18856,
214,,Surface,5,Image 1,4,1000018788,18857,
255,,Surface,5,Image 1,4,1000018858,18858,
