
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,TrackID,ID,
255,,Surface,5,Image 1,1,1000018754,18754,
231.095,,Surface,5,Image 1,1,1000018755,18755,
255,,Surface,5,Image 1,1,1000018756,18756,
243.4,,Surface,5,Image 1,1,1000018757,18757,
235,,Surface,5,Image 1,1,1000018758,18758,
223,,Surface,5,Image 1,1,1000018759,18759,
224.2,,Surface,5,Image 1,1,1000018760,18760,
237.471,,Surface,5,Image 1,1,1000018761,18761,
233.667,,Surface,5,Image 1,1,1000018762,18762,
251.355,,Surface,5,Image 1,1,1000018763,18763,
201.875,,Surface,5,Image 1,1,1000018764,18764,
235.455,,Surface,5,Image 1,1,1000018765,18765,
247.346,,Surface,5,Image 1,1,1000018766,18766,
248,,Surface,5,Image 1,1,1000018767,18767,
231.885,,Surface,5,Image 1,1,1000018768,18768,
210.56,,Surface,5,Image 1,1,1000018769,18769,
247.25,,Surface,5,Image 1,1,1000018770,18770,
255,,Surface,5,Image 1,1,1000018771,18771,
227.167,,Surface,5,Image 1,1,1000018772,18772,
255,,Surface,5,Image 1,1,1000018773,18773,
232,,Surface,5,Image 1,1,1000018774,18774,
247,,Surface,5,Image 1,1,1000018775,18775,
228.667,,Surface,5,Image 1,1,1000018776,18776,
237.526,,Surface,5,Image 1,1,1000018777,18777,
224.75,,Surface,5,Image 1,1,1000018778,18778,
201.25,,Surface,5,Image 1,1,1000018779,18779,
252.444,,Surface,5,Image 1,2,1000018770,18780,
255,,Surface,5,Image 1,2,1000018754,18781,
213.2,,Surface,5,Image 1,2,1000018755,18782,
254,,Surface,5,Image 1,2,1000018756,18783,
234.8,,Surface,5,Image 1,2,1000018757,18784,
206.25,,Surface,5,Image 1,2,1000018759,18785,
241.333,,Surface,5,Image 1,2,1000018758,18786,
229.778,,Surface,5,Image 1,2,1000018760,18787,
235.308,,Surface,5,Image 1,2,1000018788,18788,
234.067,,Surface,5,Image 1,2,1000018761,18789,
233.833,,Surface,5,Image 1,2,1000018762,18790,
249.667,,Surface,5,Image 1,2,1000018763,18791,
225.714,,Surface,5,Image 1,2,1000018764,18792,
226.028,,Surface,5,Image 1,2,1000018765,18793,
253.6,,Surface,5,Image 1,2,1000018794,18794,
248.867,,Surface,5,Image 1,2,1000018766,18795,
255,,Surface,5,Image 1,2,1000018767,18796,
209.333,,Surface,5,Image 1,2,1000018797,18797,
246.923,,Surface,5,Image 1,2,1000018768,18798,
211.75,,Surface,5,Image 1,2,1000018799,18799,
209.778,,Surface,5,Image 1,2,1000018769,18800,
255,,Surface,5,Image 1,2,1000018771,18801,
213.714,,Surface,5,Image 1,2,1000018802,18802,
255,,Surface,5,Image 1,2,1000018772,18803,
255,,Surface,5,Image 1,2,1000018773,18804,
239.143,,Surface,5,Image 1,2,1000018774,18805,
245.778,,Surface,5,Image 1,2,1000018775,18806,
242.4,,Surface,5,Image 1,2,1000018776,18807,
190.692,,Surface,5,Image 1,2,1000018777,18808,
218.875,,Surface,5,Image 1,2,1000018809,18809,
210,,Surface,5,Image 1,2,1000018778,18810,
214,,Surface,5,Image 1,2,1000018779,18811,
254.429,,Surface,5,Image 1,3,1000018812,18812,
210.375,,Surface,5,Image 1,3,1000018755,18813,
255,,Surface,5,Image 1,3,1000018756,18814,
239.6,,Surface,5,Image 1,3,1000018757,18815,
254.643,,Surface,5,Image 1,3,1000018816,18816,
210.286,,Surface,5,Image 1,3,1000018759,18817,
216.833,,Surface,5,Image 1,3,1000018758,18818,
240.417,,Surface,5,Image 1,3,1000018760,18819,
247.667,,Surface,5,Image 1,3,1000018788,18820,
242.438,,Surface,5,Image 1,3,1000018761,18821,
234.857,,Surface,5,Image 1,3,1000018762,18822,
233.2,,Surface,5,Image 1,3,1000018763,18823,
208.714,,Surface,5,Image 1,3,1000018764,18824,
230.574,,Surface,5,Image 1,3,1000018765,18825,
255,,Surface,5,Image 1,3,1000018794,18826,
245.786,,Surface,5,Image 1,3,1000018766,18827,
255,,Surface,5,Image 1,3,1000018767,18828,
219.833,,Surface,5,Image 1,3,1000018797,18829,
241.933,,Surface,5,Image 1,3,1000018768,18830,
203.862,,Surface,5,Image 1,3,1000018799,18831,
255,,Surface,5,Image 1,3,1000018754,18832,
232.667,,Surface,5,Image 1,3,1000018769,18833,
247.474,,Surface,5,Image 1,3,1000018770,18834,
255,,Surface,5,Image 1,3,1000018771,18835,
227.091,,Surface,5,Image 1,3,1000018802,18836,
255,,Surface,5,Image 1,3,1000018772,18837,
254.571,,Surface,5,Image 1,3,1000018773,18838,
252.167,,Surface,5,Image 1,3,1000018774,18839,
220,,Surface,5,Image 1,3,1000018775,18840,
250.625,,Surface,5,Image 1,3,1000018776,18841,
216.909,,Surface,5,Image 1,3,1000018777,18842,
206.682,,Surface,5,Image 1,3,1000018809,18843,
233.125,,Surface,5,Image 1,3,1000018778,18844,
201.267,,Surface,5,Image 1,3,1000018779,18845,
249.625,,Surface,5,Image 1,4,1000018770,18846,
218.594,,Surface,5,Image 1,4,1000018769,18847,
255,,Surface,5,Image 1,4,1000018754,18848,
255,,Surface,5,Image 1,4,1000018812,18849,
221,,Surface,5,Image 1,4,1000018755,18850,
255,,Surface,5,Image 1,4,1000018756,18851,
245.4,,Surface,5,Image 1,4,1000018757,18852,
146.5,,Surface,5,Image 1,4,1000018758,18853,
220.5,,Surface,5,Image 1,4,1000018759,18854,
255,,Surface,5,Image 1,4,1000018816,18855,
227.077,,Surface,5,Image 1,4,1000018760,18856,
245.7,,Surface,5,Image 1,4,1000018788,18857,
255,,Surface,5,Image 1,4,1000018858,18858,
234.625,,Surface,5,Image 1,4,1000018761,18859,
229.286,,Surface,5,Image 1,4,1000018762,18860,
222.615,,Surface,5,Image 1,4,1000018764,18861,
251.394,,Surface,5,Image 1,4,1000018763,18862,
242.878,,Surface,5,Image 1,4,1000018765,18863,
234.25,,Surface,5,Image 1,4,1000018794,18864,
249.038,,Surface,5,Image 1,4,1000018766,18865,
229.5,,Surface,5,Image 1,4,1000018767,18866,
233,,Surface,5,Image 1,4,1000018867,18867,
220.286,,Surface,5,Image 1,4,1000018797,18868,
255,,Surface,5,Image 1,4,1000018768,18869,
217.425,,Surface,5,Image 1,4,1000018799,18870,
255,,Surface,5,Image 1,4,1000018771,18871,
237,,Surface,5,Image 1,4,1000018802,18872,
223,,Surface,5,Image 1,4,1000018772,18873,
251.143,,Surface,5,Image 1,4,1000018773,18874,
254.833,,Surface,5,Image 1,4,1000018774,18875,
245.286,,Surface,5,Image 1,4,1000018775,18876,
224.111,,Surface,5,Image 1,4,1000018776,18877,
216.636,,Surface,5,Image 1,4,1000018777,18878,
219.381,,Surface,5,Image 1,4,1000018809,18879,
237.5,,Surface,5,Image 1,4,1000018778,18880,
230.348,,Surface,5,Image 1,4,1000018779,18881,
223.263,,Surface,5,Image 1,5,1000018755,18882,
251.8,,Surface,5,Image 1,5,1000018812,18883,
255,,Surface,5,Image 1,5,1000018756,18884,
238.75,,Surface,5,Image 1,5,1000018757,18885,
245.273,,Surface,5,Image 1,5,1000018816,18886,
229.5,,Surface,5,Image 1,5,1000018759,18887,
228.75,,Surface,5,Image 1,5,1000018758,18888,
234.273,,Surface,5,Image 1,5,1000018760,18889,
255,,Surface,5,Image 1,5,1000018788,18890,
255,,Surface,5,Image 1,5,1000018858,18891,
234.935,,Surface,5,Image 1,5,1000018761,18892,
