
Track Intensity Min Ch=1 Img=1
 ==================== 
Track Intensity Min,Unit,Category,Channel,Image,ID,
0,,Track,1,Image 1,1000018754,
116,,Track,1,Image 1,1000018755,
0,,Track,1,Image 1,1000018756,
223,,Track,1,Image 1,1000018757,
33,,Track,1,Image 1,1000018758,
61,,Track,1,Image 1,1000018759,
37,,Track,1,Image 1,1000018760,
148,,Track,1,Image 1,1000018761,
50,,Track,1,Image 1,1000018762,
11,,Track,1,Image 1,1000018763,
19,,Track,1,Image 1,1000018764,
0,,Track,1,Image 1,1000018765,
10,,Track,1,Image 1,1000018766,
0,,Track,1,Image 1,1000018767,
117,,Track,1,Image 1,1000018768,
0,,Track,1,Image 1,1000018769,
211,,Track,1,Image 1,1000018770,
255,,Track,1,Image 1,1000018771,
0,,Track,1,Image 1,1000018772,
127,,Track,1,Image 1,1000018773,
0,,Track,1,Image 1,1000018774,
0,,Track,1,Image 1,1000018775,
0,,Track,1,Image 1,1000018776,
0,,Track,1,Image 1,1000018777,
0,,Track,1,Image 1,1000018778,
0,,Track,1,Image 1,1000018779,
0,,Track,1,Image 1,1000018788,
0,,Track,1,Image 1,1000018794,
80,,Track,1,Image 1,1000018797,
73,,Track,1,Image 1,1000018799,
0,,Track,1,Image 1,1000018802,
0,,Track,1,Image 1,1000018809,
0,,Track,1,Image 1,1000018812,
0,,Track,1,Image 1,1000018816,
0,,Track,1,Image 1,1000018858,
0,,Track,1,Image 1,1000018867,
144,,Track,1,Image 1,1000018904,
0,,Track,1,Image 1,1000018912,
0,,Track,1,Image 1,1000018913,
0,,Track,1,Image 1,1000018919,
4,,Track,1,Image 1,1000018930,
193,,Track,1,Image 1,1000018933,
0,,Track,1,Image 1,1000018947,
0,,Track,1,Image 1,1000018964,
18,,Track,1,Image 1,1000018970,
0,,Track,1,Image 1,1000018978,
0,,Track,1,Image 1,1000018996,
0,,Track,1,Image 1,1000019002,
0,,Track,1,Image 1,1000019003,
0,,Track,1,Image 1,1000019004,
0,,Track,1,Image 1,1000019007,
0,,Track,1,Image 1,1000019049,
0,,Track,1,Image 1,1000019064,
0,,Track,1,Image 1,1000019087,
20,,Track,1,Image 1,1000019108,
60,,Track,1,Image 1,1000019109,
0,,Track,1,Image 1,1000019114,
0,,Track,1,Image 1,1000019133,
0,,Track,1,Image 1,1000019150,
22,,Track,1,Image 1,1000019152,
0,,Track,1,Image 1,1000019180,
0,,Track,1,Image 1,1000019191,
0,,Track,1,Image 1,1000019216,
0,,Track,1,Image 1,1000019240,
0,,Track,1,Image 1,1000019271,
0,,Track,1,Image 1,1000019284,
101,,Track,1,Image 1,1000019297,
0,,Track,1,Image 1,1000019310,
0,,Track,1,Image 1,1000019324,
0,,Track,1,Image 1,1000019340,
0,,Track,1,Image 1,1000019350,
0,,Track,1,Image 1,1000019353,
0,,Track,1,Image 1,1000019354,
0,,Track,1,Image 1,1000019361,
0,,Track,1,Image 1,1000019395,
97,,Track,1,Image 1,1000019396,
53,,Track,1,Image 1,1000019405,
0,,Track,1,Image 1,1000019412,
0,,Track,1,Image 1,1000019436,
174,,Track,1,Image 1,1000019450,
0,,Track,1,Image 1,1000019465,
49,,Track,1,Image 1,1000019472,
82,,Track,1,Image 1,1000019477,
0,,Track,1,Image 1,1000019486,
0,,Track,1,Image 1,1000019491,
0,,Track,1,Image 1,1000019516,
0,,Track,1,Image 1,1000019522,
57,,Track,1,Image 1,1000019553,
0,,Track,1,Image 1,1000019599,
0,,Track,1,Image 1,1000019600,
0,,Track,1,Image 1,1000019614,
0,,Track,1,Image 1,1000019617,
0,,Track,1,Image 1,1000019632,
26,,Track,1,Image 1,1000019633,
12,,Track,1,Image 1,1000019658,
0,,Track,1,Image 1,1000019676,
5,,Track,1,Image 1,1000019699,
0,,Track,1,Image 1,1000019726,
1,,Track,1,Image 1,1000019742,
0,,Track,1,Image 1,1000019751,
