
Track Ellipticity Oblate Mean
 ==================== 
Track Ellipticity Oblate Mean,Unit,Category,ID,
0.431015,um,Track,1000019191,
0.196737,um,Track,1000019216,
0.42017,um,Track,1000019240,
0.369126,um,Track,1000019271,
0.276104,um,Track,1000019284,
0.453158,um,Track,1000019297,
0.441026,um,Track,1000019310,
0.241787,um,Track,1000019324,
0.268936,um,Track,1000019340,
0.320556,um,Track,1000019350,
0.401082,um,Track,1000019353,
0.391813,um,Track,1000019354,
0.349323,um,Track,1000019361,
0.276292,um,Track,1000019395,
0.340016,um,Track,1000019396,
0.459153,um,Track,1000019405,
0.215414,um,Track,1000019412,
0.348258,um,Track,1000019436,
0.260683,um,Track,1000019450,
0.324471,um,Track,1000019465,
0.32926,um,Track,1000019472,
0.34907,um,Track,1000019477,
0.338722,um,Track,1000019486,
0.341229,um,Track,1000019491,
0.355064,um,Track,1000019516,
0.346194,um,Track,1000019522,
0.342752,um,Track,1000019553,
0.285433,um,Track,1000019599,
0.482602,um,Track,1000019600,
0.471367,um,Track,1000019614,
0.389465,um,Track,1000019617,
0.395282,um,Track,1000019632,
0.142328,um,Track,1000019633,
0.450768,um,Track,1000019658,
0.331215,um,Track,1000019676,
0.457694,um,Track,1000019699,
0.48721,um,Track,1000019726,
0.380216,um,Track,1000019742,
0.387056,um,Track,1000019751,
0.188696,um,Track,1000019755,
0.355869,um,Track,1000019758,
0.292317,um,Track,1000019764,
0.278024,um,Track,1000019783,
0.267422,um,Track,1000019786,
0.339036,um,Track,1000019826,
0.324804,um,Track,1000019827,
0.284661,um,Track,1000019831,
0.398785,um,Track,1000019844,
0.281451,um,Track,1000019845,
0.415607,um,Track,1000019850,
0.395626,um,Track,1000019861,
0.239171,um,Track,1000019878,
0.419776,um,Track,1000019903,
0.375421,um,Track,1000019906,
0.299835,um,Track,1000019933,
0.364693,um,Track,1000019940,
0.381236,um,Track,1000019946,
0.338256,um,Track,1000019966,
0.40913,um,Track,1000019974,
0.283426,um,Track,1000020053,
0.48044,um,Track,1000020057,
0.486036,um,Track,1000020077,
0.382509,um,Track,1000020087,
0.297061,um,Track,1000020103,
0.298799,um,Track,1000020120,
0.417111,um,Track,1000020125,
0.260493,um,Track,1000020126,
0.389841,um,Track,1000020133,
0.368359,um,Track,1000020165,
0.382103,um,Track,1000020170,
0.276307,um,Track,1000020171,
0.463005,um,Track,1000020183,
0.282225,um,Track,1000020189,
0.302536,um,Track,1000020218,
0.284024,um,Track,1000020219,
0.422246,um,Track,1000020221,
0.406171,um,Track,1000020222,
0.304764,um,Track,1000020224,
0.329687,um,Track,1000020226,
0.325795,um,Track,1000020228,
0.408511,um,Track,1000020245,
0.317671,um,Track,1000020250,
0.249115,um,Track,1000020287,
0.492887,um,Track,1000020289,
0.280957,um,Track,1000020293,
0.330962,um,Track,1000020297,
0.32129,um,Track,1000020331,
0.345067,um,Track,1000020336,
0.270538,um,Track,1000020363,
0.369676,um,Track,1000020386,
0.3096,um,Track,1000020388,
0.418529,um,Track,1000020440,
0.484879,um,Track,1000020457,
0.312878,um,Track,1000020475,
0.46929,um,Track,1000020486,
0.480393,um,Track,1000020497,
0.351356,um,Track,1000020507,
0.31868,um,Track,1000020516,
0.364449,um,Track,1000020521,
0.298302,um,Track,1000020533,
0.350054,um,Track,1000020536,
0.330248,um,Track,1000020556,
0.466432,um,Track,1000020594,
0.446907,um,Track,1000020611,
0.459878,um,Track,1000020618,
0.329293,um,Track,1000020622,
0.366291,um,Track,1000020625,
0.376519,um,Track,1000020644,
0.406328,um,Track,1000020652,
0.366216,um,Track,1000020662,
0.141476,um,Track,1000020673,
0.33353,um,Track,1000020676,
0.280853,um,Track,1000020690,
0.287413,um,Track,1000020691,
0.36498,um,Track,1000020693,
0.325337,um,Track,1000020709,
0.292403,um,Track,1000020710,
0.298553,um,Track,1000020724,
0.313614,um,Track,1000020737,
0.438282,um,Track,1000020760,
0.371522,um,Track,1000020787,
0.34955,um,Track,1000020788,
0.38938,um,Track,1000020805,
0.391219,um,Track,1000020823,
0.379266,um,Track,1000020845,
0.373416,um,Track,1000020850,
0.305477,um,Track,1000020869,
0.273247,um,Track,1000020890,
0.301182,um,Track,1000020917,
0.38356,um,Track,1000020919,
0.387519,um,Track,1000020924,
0.265784,um,Track,1000020929,
0.527911,um,Track,1000020942,
0.327117,um,Track,1000020962,
0.524691,um,Track,1000020967,
0.505919,um,Track,1000020974,
