
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,TrackID,ID,
0.300026,,Surface,5,1000018756,18884,
0.24711,,Surface,5,1000018757,18885,
0.203437,,Surface,5,1000018816,18886,
0.320001,,Surface,5,1000018759,18887,
0.247108,,Surface,5,1000018758,18888,
0.405248,,Surface,5,1000018760,18889,
0.141721,,Surface,5,1000018788,18890,
0.0538217,,Surface,5,1000018858,18891,
0.214047,,Surface,5,1000018761,18892,
0.35406,,Surface,5,1000018762,18893,
0.282861,,Surface,5,1000018764,18894,
0.199033,,Surface,5,1000018763,18895,
0.283889,,Surface,5,1000018765,18896,
0.146712,,Surface,5,1000018794,18897,
0.201069,,Surface,5,1000018766,18898,
0.247107,,Surface,5,1000018867,18899,
0.140916,,Surface,5,1000018767,18900,
0.308531,,Surface,5,1000018797,18901,
0.197841,,Surface,5,1000018768,18902,
0.449593,,Surface,5,1000018799,18903,
0.492484,,Surface,5,1000018904,18904,
0.122054,,Surface,5,1000018754,18905,
0.23851,,Surface,5,1000018769,18906,
0.282951,,Surface,5,1000018770,18907,
0.247108,,Surface,5,1000018771,18908,
0.562034,,Surface,5,1000018802,18909,
0.492488,,Surface,5,1000018772,18910,
0.577966,,Surface,5,1000018773,18911,
0.477641,,Surface,5,1000018912,18912,
0.140679,,Surface,5,1000018913,18913,
0.193637,,Surface,5,1000018774,18914,
0.204082,,Surface,5,1000018775,18915,
0.261344,,Surface,5,1000018776,18916,
0.268417,,Surface,5,1000018777,18917,
0.432681,,Surface,5,1000018809,18918,
0.29916,,Surface,5,1000018919,18919,
0.474179,,Surface,5,1000018778,18920,
0.306783,,Surface,5,1000018779,18921,
0.466099,,Surface,6,1000018756,18922,
0.122042,,Surface,6,1000018757,18923,
0.238177,,Surface,6,1000018758,18924,
0.179143,,Surface,6,1000018816,18925,
0.243406,,Surface,6,1000018759,18926,
0.600913,,Surface,6,1000018760,18927,
0.186726,,Surface,6,1000018788,18928,
0.200047,,Surface,6,1000018858,18929,
0.199335,,Surface,6,1000018930,18930,
0.217927,,Surface,6,1000018761,18931,
0.330353,,Surface,6,1000018762,18932,
0.164107,,Surface,6,1000018933,18933,
0.266677,,Surface,6,1000018764,18934,
0.172638,,Surface,6,1000018763,18935,
0.165385,,Surface,6,1000018794,18936,
0.270424,,Surface,6,1000018765,18937,
0.184375,,Surface,6,1000018766,18938,
0.247113,,Surface,6,1000018867,18939,
0.492484,,Surface,6,1000018767,18940,
0.423754,,Surface,6,1000018797,18941,
0.158813,,Surface,6,1000018768,18942,
0.427543,,Surface,6,1000018799,18943,
0.122042,,Surface,6,1000018904,18944,
0.332468,,Surface,6,1000018755,18945,
0.285714,,Surface,6,1000018812,18946,
0.297903,,Surface,6,1000018947,18947,
0.466101,,Surface,6,1000018754,18948,
0.264902,,Surface,6,1000018769,18949,
0.218471,,Surface,6,1000018770,18950,
0.177694,,Surface,6,1000018771,18951,
0.466101,,Surface,6,1000018802,18952,
0.247105,,Surface,6,1000018772,18953,
0.24711,,Surface,6,1000018773,18954,
0.374636,,Surface,6,1000018912,18955,
0.244416,,Surface,6,1000018913,18956,
0.122045,,Surface,6,1000018775,18957,
0.275085,,Surface,6,1000018774,18958,
0.376864,,Surface,6,1000018776,18959,
0.298548,,Surface,6,1000018777,18960,
0.361864,,Surface,6,1000018809,18961,
0.497478,,Surface,6,1000018919,18962,
0.562046,,Surface,6,1000018778,18963,
0.30262,,Surface,6,1000018964,18964,
0.411125,,Surface,6,1000018779,18965,
0.608491,,Surface,7,1000018760,18966,
0.192874,,Surface,7,1000018788,18967,
0.130323,,Surface,7,1000018858,18968,
0.189469,,Surface,7,1000018930,18969,
0.192874,,Surface,7,1000018970,18970,
0.229104,,Surface,7,1000018761,18971,
0.125964,,Surface,7,1000018762,18972,
0.520096,,Surface,7,1000018933,18973,
0.249685,,Surface,7,1000018764,18974,
0.206531,,Surface,7,1000018763,18975,
0.142371,,Surface,7,1000018794,18976,
0.396323,,Surface,7,1000018765,18977,
0.376399,,Surface,7,1000018978,18978,
0.205522,,Surface,7,1000018766,18979,
0.1354,,Surface,7,1000018867,18980,
0.466099,,Surface,7,1000018767,18981,
0.20427,,Surface,7,1000018768,18982,
0.492499,,Surface,7,1000018797,18983,
0.423544,,Surface,7,1000018799,18984,
0.492484,,Surface,7,1000018904,18985,
0.142372,,Surface,7,1000018816,18986,
0.176509,,Surface,7,1000018759,18987,
0.5201,,Surface,7,1000018758,18988,
0.466101,,Surface,7,1000018757,18989,
0.200049,,Surface,7,1000018756,18990,
0.226179,,Surface,7,1000018755,18991,
0.258365,,Surface,7,1000018812,18992,
0.354072,,Surface,7,1000018947,18993,
0.260306,,Surface,7,1000018769,18994,
0.281555,,Surface,7,1000018770,18995,
0.247105,,Surface,7,1000018996,18996,
0.143151,,Surface,7,1000018802,18997,
0.867451,,Surface,7,1000018772,18998,
0.562056,,Surface,7,1000018773,18999,
0.298214,,Surface,7,1000018912,19000,
0.29569,,Surface,7,1000018913,19001,
0.247105,,Surface,7,1000019002,19002,
0.554029,,Surface,7,1000019003,19003,
0.0530478,,Surface,7,1000019004,19004,
0.520095,,Surface,7,1000018774,19005,
0.768073,,Surface,7,1000018775,19006,
0.562048,,Surface,7,1000019007,19007,
0.346813,,Surface,7,1000018776,19008,
0.290759,,Surface,7,1000018777,19009,
0.301462,,Surface,7,1000018809,19010,
0.553685,,Surface,7,1000018919,19011,
0.562052,,Surface,7,1000018778,19012,
0.4661,,Surface,7,1000018964,19013,
0.34681,,Surface,7,1000018779,19014,
0.346811,,Surface,8,1000018947,19015,
0.56204,,Surface,8,1000018812,19016,
0.507951,,Surface,8,1000018755,19017,
0.122042,,Surface,8,1000018756,19018,
0.309035,,Surface,8,1000018759,19019,
0.142324,,Surface,8,1000018816,19020,
0.578465,,Surface,8,1000018760,19021,
0.195518,,Surface,8,1000018788,19022,
0.492491,,Surface,8,1000018858,19023,
0.377091,,Surface,8,1000018970,19024,
0.310839,,Surface,8,1000018930,19025,
0.188482,,Surface,8,1000018761,19026,
0.258309,,Surface,8,1000018762,19027,
0.492491,,Surface,8,1000018933,19028,
0.259586,,Surface,8,1000018764,19029,
0.210147,,Surface,8,1000018763,19030,
0.0870649,,Surface,8,1000018794,19031,
0.251832,,Surface,8,1000018978,19032,
0.247055,,Surface,8,1000018766,19033,
0.466102,,Surface,8,1000018867,19034,
0.199335,,Surface,8,1000018768,19035,
0.200053,,Surface,8,1000018797,19036,
0.576563,,Surface,8,1000018799,19037,
0.122042,,Surface,8,1000018904,19038,
0.261613,,Surface,8,1000018769,19039,
0.294568,,Surface,8,1000018770,19040,
0.62073,,Surface,8,1000018996,19041,
0.466101,,Surface,8,1000018802,19042,
0.562053,,Surface,8,1000018773,19043,
0.422721,,Surface,8,1000018912,19044,
0.291766,,Surface,8,1000019003,19045,
0.562056,,Surface,8,1000018913,19046,
0.492492,,Surface,8,1000019002,19047,
0.143978,,Surface,8,1000019004,19048,
0.577955,,Surface,8,1000019049,19049,
0.247105,,Surface,8,1000018774,19050,
0.492485,,Surface,8,1000018775,19051,
0.208271,,Surface,8,1000019007,19052,
0.25995,,Surface,8,1000018776,19053,
0.25574,,Surface,8,1000018777,19054,
0.358345,,Surface,8,1000018919,19055,
0.34681,,Surface,8,1000018778,19056,
0.62013,,Surface,8,1000018964,19057,
0.354072,,Surface,8,1000018779,19058,
0.213733,,Surface,9,1000018770,19059,
0.232958,,Surface,9,1000018769,19060,
0.465515,,Surface,9,1000018947,19061,
0.346812,,Surface,9,1000018812,19062,
0.265203,,Surface,9,1000018755,19063,
0.232725,,Surface,9,1000019064,19064,
0.247108,,Surface,9,1000018756,19065,
0.389797,,Surface,9,1000018759,19066,
0.504851,,Surface,9,1000018760,19067,
0.130322,,Surface,9,1000018788,19068,
0.243001,,Surface,9,1000018816,19069,
0.115414,,Surface,9,1000018858,19070,
0.316837,,Surface,9,1000018930,19071,
0.264116,,Surface,9,1000018970,19072,
0.410008,,Surface,9,1000018761,19073,
0.24794,,Surface,9,1000018762,19074,
0.492491,,Surface,9,1000018933,19075,
0.30098,,Surface,9,1000018764,19076,
0.178552,,Surface,9,1000018763,19077,
0.122042,,Surface,9,1000018794,19078,
0.205902,,Surface,9,1000018978,19079,
0.267718,,Surface,9,1000018766,19080,
0.144243,,Surface,9,1000018867,19081,
0.5201,,Surface,9,1000018797,19082,
0.191846,,Surface,9,1000018768,19083,
0.624191,,Surface,9,1000018799,19084,
0.0862675,,Surface,9,1000018904,19085,
0.520088,,Surface,9,1000018996,19086,
0.302286,,Surface,9,1000019087,19087,
0.577952,,Surface,9,1000018773,19088,
0.5367,,Surface,9,1000018912,19089,
0.562055,,Surface,9,1000018913,19090,
0.69302,,Surface,9,1000019003,19091,
0.0862688,,Surface,9,1000019002,19092,
0.562053,,Surface,9,1000019004,19093,
0.187091,,Surface,9,1000018774,19094,
0.32491,,Surface,9,1000019049,19095,
0.468568,,Surface,9,1000019007,19096,
0.239703,,Surface,9,1000018776,19097,
0.115329,,Surface,9,1000018777,19098,
0.423755,,Surface,9,1000018919,19099,
0.208262,,Surface,9,1000018778,19100,
0.170113,,Surface,9,1000018964,19101,
0.289138,,Surface,9,1000018779,19102,
0.357415,,Surface,10,1000018947,19103,
0.423754,,Surface,10,1000018812,19104,
0.386657,,Surface,10,1000018755,19105,
0.466102,,Surface,10,1000019064,19106,
0.164107,,Surface,10,1000018756,19107,
0.318652,,Surface,10,1000019108,19108,
0.158321,,Surface,10,1000019109,19109,
0.577958,,Surface,10,1000018759,19110,
0.18709,,Surface,10,1000018788,19111,
0.455645,,Surface,10,1000018760,19112,
0.247107,,Surface,10,1000018858,19113,
0.143978,,Surface,10,1000019114,19114,
0.217143,,Surface,10,1000018816,19115,
0.356264,,Surface,10,1000018970,19116,
0.211976,,Surface,10,1000018930,19117,
0.25452,,Surface,10,1000018761,19118,
0.219266,,Surface,10,1000018762,19119,
0.492487,,Surface,10,1000018933,19120,
0.23741,,Surface,10,1000018764,19121,
0.120528,,Surface,10,1000018794,19122,
0.234775,,Surface,10,1000018978,19123,
0.306672,,Surface,10,1000018766,19124,
0.492485,,Surface,10,1000018867,19125,
0.122042,,Surface,10,1000018797,19126,
0.25538,,Surface,10,1000018768,19127,
0.505668,,Surface,10,1000018799,19128,
0.466097,,Surface,10,1000018904,19129,
0.263257,,Surface,10,1000018769,19130,
0.161917,,Surface,10,1000018770,19131,
0.247105,,Surface,10,1000018996,19132,
0.393807,,Surface,10,1000019133,19133,
0.577952,,Surface,10,1000019087,19134,
0.56206,,Surface,10,1000018773,19135,
0.282277,,Surface,10,1000018912,19136,
0.495688,,Surface,10,1000019003,19137,
0.247105,,Surface,10,1000019002,19138,
0.225565,,Surface,10,1000018913,19139,
0.200052,,Surface,10,1000019004,19140,
0.196398,,Surface,10,1000018774,19141,
0.265418,,Surface,10,1000019049,19142,
0.292604,,Surface,10,1000019007,19143,
0.291767,,Surface,10,1000018776,19144,
0.247105,,Surface,10,1000018777,19145,
0.215913,,Surface,10,1000018919,19146,
0.423754,,Surface,10,1000018778,19147,
0.247105,,Surface,10,1000018964,19148,
0.279466,,Surface,10,1000018779,19149,
0.32051,,Surface,11,1000019150,19150,
0.208834,,Surface,11,1000018770,19151,
0.196388,,Surface,11,1000019152,19152,
0.423754,,Surface,11,1000018812,19153,
0.298454,,Surface,11,1000018947,19154,
0.299466,,Surface,11,1000018755,19155,
0.24656,,Surface,11,1000019064,19156,
0.148507,,Surface,11,1000018756,19157,
0.466467,,Surface,11,1000019108,19158,
0.295153,,Surface,11,1000019109,19159,
0.148507,,Surface,11,1000018788,19160,
0.492484,,Surface,11,1000018759,19161,
0.487774,,Surface,11,1000018760,19162,
0.492484,,Surface,11,1000018858,19163,
0.243844,,Surface,11,1000019114,19164,
0.207907,,Surface,11,1000018816,19165,
0.24805,,Surface,11,1000018970,19166,
0.247929,,Surface,11,1000018930,19167,
0.341842,,Surface,11,1000018761,19168,
0.282621,,Surface,11,1000018762,19169,
0.4661,,Surface,11,1000018933,19170,
0.302825,,Surface,11,1000018764,19171,
0.183931,,Surface,11,1000018794,19172,
0.233374,,Surface,11,1000018978,19173,
0.272413,,Surface,11,1000018766,19174,
0.492492,,Surface,11,1000018867,19175,
0.18168,,Surface,11,1000018768,19176,
0.615976,,Surface,11,1000018799,19177,
0.492499,,Surface,11,1000018904,19178,
0.259792,,Surface,11,1000018996,19179,
0.423753,,Surface,11,1000019180,19180,
0.247108,,Surface,11,1000019133,19181,
0.299913,,Surface,11,1000019087,19182,
0.208249,,Surface,11,1000018773,19183,
0.466099,,Surface,11,1000019003,19184,
0.122048,,Surface,11,1000019002,19185,
0.346813,,Surface,11,1000018913,19186,
0.259794,,Surface,11,1000019004,19187,
0.208268,,Surface,11,1000018774,19188,
0.208833,,Surface,11,1000019049,19189,
0.332779,,Surface,11,1000019007,19190,
0.466099,,Surface,11,1000019191,19191,
0.233051,,Surface,11,1000018776,19192,
0.492488,,Surface,11,1000018777,19193,
0.577954,,Surface,11,1000018778,19194,
0.768077,,Surface,11,1000018964,19195,
0.250103,,Surface,11,1000018779,19196,
0.166837,,Surface,12,1000019152,19197,
0.245129,,Surface,12,1000018770,19198,
0.135395,,Surface,12,1000018812,19199,
0.164107,,Surface,12,1000018947,19200,
0.353644,,Surface,12,1000018755,19201,
0.450821,,Surface,12,1000019064,19202,
0.185717,,Surface,12,1000018788,19203,
0.492492,,Surface,12,1000019109,19204,
0.247934,,Surface,12,1000018759,19205,
0.152748,,Surface,12,1000019108,19206,
0.436614,,Surface,12,1000018760,19207,
0.492484,,Surface,12,1000018858,19208,
0.201197,,Surface,12,1000019114,19209,
0.562045,,Surface,12,1000018816,19210,
0.315487,,Surface,12,1000018970,19211,
0.577957,,Surface,12,1000018930,19212,
0.218067,,Surface,12,1000018761,19213,
0.346808,,Surface,12,1000018762,19214,
0.492487,,Surface,12,1000018933,19215,
0.158933,,Surface,12,1000019216,19216,
0.280239,,Surface,12,1000018764,19217,
0.276896,,Surface,12,1000018978,19218,
0.285714,,Surface,12,1000018766,19219,
0.176716,,Surface,12,1000018768,19220,
0.641483,,Surface,12,1000018799,19221,
0.492484,,Surface,12,1000018904,19222,
0.319825,,Surface,12,1000019150,19223,
0.247105,,Surface,12,1000019180,19224,
0.221431,,Surface,12,1000018996,19225,
0.577953,,Surface,12,1000019133,19226,
0.466098,,Surface,12,1000019087,19227,
0.562038,,Surface,12,1000018773,19228,
0.190921,,Surface,12,1000019003,19229,
0.466099,,Surface,12,1000019002,19230,
0.346811,,Surface,12,1000018913,19231,
0.365929,,Surface,12,1000019004,19232,
0.208262,,Surface,12,1000018774,19233,
0.391225,,Surface,12,1000019049,19234,
0.333673,,Surface,12,1000019007,19235,
0.492493,,Surface,12,1000019191,19236,
0.122043,,Surface,12,1000018776,19237,
0.4661,,Surface,12,1000018964,19238,
0.338768,,Surface,12,1000018779,19239,
0.380771,,Surface,13,1000019240,19240,
0.222159,,Surface,13,1000018812,19241,
0.233699,,Surface,13,1000018947,19242,
0.360184,,Surface,13,1000019064,19243,
0.335896,,Surface,13,1000018755,19244,
0.132812,,Surface,13,1000019109,19245,
0.408314,,Surface,13,1000019108,19246,
0.315046,,Surface,13,1000018759,19247,
0.219076,,Surface,13,1000018816,19248,
0.384283,,Surface,13,1000018760,19249,
0.192873,,Surface,13,1000019114,19250,
0.313418,,Surface,13,1000018970,19251,
0.195051,,Surface,13,1000018930,19252,
0.243789,,Surface,13,1000018761,19253,
0.200939,,Surface,13,1000018762,19254,
0.492484,,Surface,13,1000018933,19255,
0.156978,,Surface,13,1000019216,19256,
0.265374,,Surface,13,1000018764,19257,
0.271536,,Surface,13,1000018978,19258,
0.313236,,Surface,13,1000018766,19259,
0.51258,,Surface,13,1000018799,19260,
0.492499,,Surface,13,1000018904,19261,
0.297227,,Surface,13,1000018770,19262,
0.216447,,Surface,13,1000019152,19263,
0.30689,,Surface,13,1000019150,19264,
0.52009,,Surface,13,1000018996,19265,
0.577966,,Surface,13,1000019180,19266,
0.367699,,Surface,13,1000019133,19267,
0.247105,,Surface,13,1000019087,19268,
0.247113,,Surface,13,1000018773,19269,
0.122042,,Surface,13,1000019003,19270,
0.23751,,Surface,13,1000019271,19271,
0.492487,,Surface,13,1000019004,19272,
0.466098,,Surface,13,1000018774,19273,
0.232536,,Surface,13,1000019049,19274,
0.435615,,Surface,13,1000019007,19275,
0.388831,,Surface,13,1000019191,19276,
0.257236,,Surface,13,1000018776,19277,
0.466099,,Surface,13,1000018779,19278,
0.182308,,Surface,14,1000018812,19279,
0.346813,,Surface,14,1000018947,19280,
0.562997,,Surface,14,1000018755,19281,
0.366615,,Surface,14,1000019064,19282,
0.140678,,Surface,14,1000019109,19283,
0.197266,,Surface,14,1000019284,19284,
0.401596,,Surface,14,1000019108,19285,
0.240692,,Surface,14,1000018759,19286,
0.0985856,,Surface,14,1000018816,19287,
0.34143,,Surface,14,1000018760,19288,
0.249147,,Surface,14,1000019114,19289,
0.281197,,Surface,14,1000018930,19290,
0.30667,,Surface,14,1000018970,19291,
0.179116,,Surface,14,1000018761,19292,
0.208259,,Surface,14,1000018762,19293,
0.169852,,Surface,14,1000019216,19294,
0.267539,,Surface,14,1000018764,19295,
0.343003,,Surface,14,1000018978,19296,
0.497813,,Surface,14,1000019297,19297,
0.318019,,Surface,14,1000018766,19298,
0.566657,,Surface,14,1000018799,19299,
0.492499,,Surface,14,1000018904,19300,
0.11696,,Surface,14,1000019240,19301,
0.248605,,Surface,14,1000019152,19302,
0.282633,,Surface,14,1000018770,19303,
0.249046,,Surface,14,1000019150,19304,
0.200058,,Surface,14,1000019180,19305,
0.30487,,Surface,14,1000019133,19306,
0.24711,,Surface,14,1000019087,19307,
0.562038,,Surface,14,1000018773,19308,
0.178623,,Surface,14,1000019271,19309,
0.466099,,Surface,14,1000019310,19310,
0.247105,,Surface,14,1000018774,19311,
0.306211,,Surface,14,1000019049,19312,
0.276158,,Surface,14,1000019007,19313,
0.392287,,Surface,14,1000019191,19314,
0.308511,,Surface,14,1000018776,19315,
0.492486,,Surface,14,1000018779,19316,
0.258184,,Surface,15,1000019064,19317,
0.115414,,Surface,15,1000018947,19318,
0.666693,,Surface,15,1000018755,19319,
0.215299,,Surface,15,1000019284,19320,
0.38286,,Surface,15,1000018759,19321,
0.21716,,Surface,15,1000019109,19322,
0.63001,,Surface,15,1000019108,19323,
0.258823,,Surface,15,1000019324,19324,
0.17827,,Surface,15,1000019114,19325,
0.219077,,Surface,15,1000018970,19326,
0.264255,,Surface,15,1000018761,19327,
0.26366,,Surface,15,1000018762,19328,
0.139868,,Surface,15,1000019216,19329,
0.293887,,Surface,15,1000018764,19330,
0.423012,,Surface,15,1000018978,19331,
0.602823,,Surface,15,1000019297,19332,
0.212691,,Surface,15,1000018766,19333,
0.457927,,Surface,15,1000018799,19334,
0.240844,,Surface,15,1000018904,19335,
0.492492,,Surface,15,1000019240,19336,
0.302655,,Surface,15,1000019152,19337,
0.189689,,Surface,15,1000018770,19338,
0.232726,,Surface,15,1000019150,19339,
0.492481,,Surface,15,1000019340,19340,
0.577966,,Surface,15,1000019180,19341,
0.40239,,Surface,15,1000019133,19342,
0.122053,,Surface,15,1000019087,19343,
0.255829,,Surface,15,1000018773,19344,
0.6142,,Surface,15,1000019271,19345,
0.247105,,Surface,15,1000019310,19346,
0.208263,,Surface,15,1000018774,19347,
0.262686,,Surface,15,1000019049,19348,
0.291272,,Surface,15,1000019007,19349,
0.241951,,Surface,15,1000019350,19350,
0.291769,,Surface,15,1000019191,19351,
0.338204,,Surface,15,1000018776,19352,
0.341461,,Surface,15,1000019353,19353,
0.247105,,Surface,15,1000019354,19354,
0.329665,,Surface,15,1000018779,19355,
0.397975,,Surface,16,1000019284,19356,
0.214777,,Surface,16,1000018759,19357,
0.0292643,,Surface,16,1000019109,19358,
0.369322,,Surface,16,1000019108,19359,
0.212505,,Surface,16,1000019324,19360,
0.211979,,Surface,16,1000019361,19361,
0.230069,,Surface,16,1000019114,19362,
0.577954,,Surface,16,1000018970,19363,
0.279754,,Surface,16,1000018761,19364,
0.299205,,Surface,16,1000018762,19365,
0.27362,,Surface,16,1000018764,19366,
0.153285,,Surface,16,1000019216,19367,
0.309204,,Surface,16,1000018978,19368,
0.402735,,Surface,16,1000019297,19369,
0.283413,,Surface,16,1000018766,19370,
0.430806,,Surface,16,1000018799,19371,
0.57795,,Surface,16,1000018947,19372,
0.391764,,Surface,16,1000019064,19373,
0.492485,,Surface,16,1000019240,19374,
0.208439,,Surface,16,1000019152,19375,
0.262084,,Surface,16,1000018770,19376,
0.278028,,Surface,16,1000019150,19377,
0.247105,,Surface,16,1000019340,19378,
0.24711,,Surface,16,1000019180,19379,
0.577957,,Surface,16,1000019133,19380,
0.299913,,Surface,16,1000019087,19381,
0.246394,,Surface,16,1000018773,19382,
0.356907,,Surface,16,1000019271,19383,
0.577956,,Surface,16,1000019310,19384,
0.247105,,Surface,16,1000018774,19385,
0.20882,,Surface,16,1000019049,19386,
0.214094,,Surface,16,1000019350,19387,
0.158321,,Surface,16,1000018776,19388,
0.524344,,Surface,16,1000019191,19389,
0.492489,,Surface,16,1000019353,19390,
0.492493,,Surface,16,1000019354,19391,
0.416969,,Surface,16,1000018779,19392,
0.745097,,Surface,17,1000019064,19393,
0.466099,,Surface,17,1000018947,19394,
0.562039,,Surface,17,1000019395,19395,
0.293023,,Surface,17,1000019396,19396,
0.205972,,Surface,17,1000019284,19397,
0.236666,,Surface,17,1000019324,19398,
0.320964,,Surface,17,1000019108,19399,
0.222713,,Surface,17,1000019361,19400,
0.327285,,Surface,17,1000018759,19401,
0.221519,,Surface,17,1000019114,19402,
0.247113,,Surface,17,1000018970,19403,
0.255949,,Surface,17,1000018761,19404,
0.577964,,Surface,17,1000019405,19405,
0.268067,,Surface,17,1000018762,19406,
0.122444,,Surface,17,1000019216,19407,
0.34681,,Surface,17,1000018764,19408,
0.402596,,Surface,17,1000019297,19409,
0.189688,,Surface,17,1000018766,19410,
0.241412,,Surface,17,1000018799,19411,
0.213691,,Surface,17,1000019412,19412,
0.213183,,Surface,17,1000019152,19413,
0.74262,,Surface,17,1000019240,19414,
