
Speed
 ==================== 
Speed,Unit,Category,Time,TrackID,ID,
0.0579571,um/s,Surface,1,1000018754,18754,
0.0389943,um/s,Surface,1,1000018755,18755,
0.0632321,um/s,Surface,1,1000018756,18756,
0.032092,um/s,Surface,1,1000018757,18757,
0.0988601,um/s,Surface,1,1000018758,18758,
0.00551335,um/s,Surface,1,1000018759,18759,
0.0318203,um/s,Surface,1,1000018760,18760,
0.0628847,um/s,Surface,1,1000018761,18761,
0.0388867,um/s,Surface,1,1000018762,18762,
0.0429422,um/s,Surface,1,1000018763,18763,
0.0198608,um/s,Surface,1,1000018764,18764,
0.080955,um/s,Surface,1,1000018765,18765,
0.0194889,um/s,Surface,1,1000018766,18766,
0.0160741,um/s,Surface,1,1000018767,18767,
0.0251971,um/s,Surface,1,1000018768,18768,
0.0284388,um/s,Surface,1,1000018769,18769,
0.0533409,um/s,Surface,1,1000018770,18770,
0.00551335,um/s,Surface,1,1000018771,18771,
0.0496984,um/s,Surface,1,1000018772,18772,
0.0330807,um/s,Surface,1,1000018773,18773,
0.0467539,um/s,Surface,1,1000018774,18774,
0.0187419,um/s,Surface,1,1000018775,18775,
0.0413775,um/s,Surface,1,1000018776,18776,
0.021416,um/s,Surface,1,1000018777,18777,
0.0244055,um/s,Surface,1,1000018778,18778,
0.00713769,um/s,Surface,1,1000018779,18779,
0.0221981,um/s,Surface,2,1000018770,18780,
0.0299977,um/s,Surface,2,1000018754,18781,
0.0297465,um/s,Surface,2,1000018755,18782,
0.0117661,um/s,Surface,2,1000018756,18783,
0.0157955,um/s,Surface,2,1000018757,18784,
0.0246881,um/s,Surface,2,1000018759,18785,
0.0492999,um/s,Surface,2,1000018758,18786,
0.0338268,um/s,Surface,2,1000018760,18787,
0.0741728,um/s,Surface,2,1000018788,18788,
0.0415607,um/s,Surface,2,1000018761,18789,
0.010977,um/s,Surface,2,1000018762,18790,
0.0192323,um/s,Surface,2,1000018763,18791,
0.0222997,um/s,Surface,2,1000018764,18792,
0.0685476,um/s,Surface,2,1000018765,18793,
0.0318951,um/s,Surface,2,1000018794,18794,
0.00676156,um/s,Surface,2,1000018766,18795,
0.043321,um/s,Surface,2,1000018767,18796,
0.00813458,um/s,Surface,2,1000018797,18797,
0.0157588,um/s,Surface,2,1000018768,18798,
0.0260833,um/s,Surface,2,1000018799,18799,
0.0463662,um/s,Surface,2,1000018769,18800,
0.0351145,um/s,Surface,2,1000018771,18801,
0.0253344,um/s,Surface,2,1000018802,18802,
0.0228275,um/s,Surface,2,1000018772,18803,
0.0178284,um/s,Surface,2,1000018773,18804,
0.0105605,um/s,Surface,2,1000018774,18805,
0.0243673,um/s,Surface,2,1000018775,18806,
0.013238,um/s,Surface,2,1000018776,18807,
0.0171976,um/s,Surface,2,1000018777,18808,
0.0401728,um/s,Surface,2,1000018809,18809,
0.0250028,um/s,Surface,2,1000018778,18810,
0.0331599,um/s,Surface,2,1000018779,18811,
0.0950671,um/s,Surface,3,1000018812,18812,
0.037328,um/s,Surface,3,1000018755,18813,
0.0441017,um/s,Surface,3,1000018756,18814,
0.0459595,um/s,Surface,3,1000018757,18815,
0.083899,um/s,Surface,3,1000018816,18816,
0.04764,um/s,Surface,3,1000018759,18817,
0.0240013,um/s,Surface,3,1000018758,18818,
0.0247707,um/s,Surface,3,1000018760,18819,
0.0230283,um/s,Surface,3,1000018788,18820,
0.0334623,um/s,Surface,3,1000018761,18821,
0.0294399,um/s,Surface,3,1000018762,18822,
0.0415159,um/s,Surface,3,1000018763,18823,
0.028377,um/s,Surface,3,1000018764,18824,
0.0126429,um/s,Surface,3,1000018765,18825,
0.0102543,um/s,Surface,3,1000018794,18826,
0.0118472,um/s,Surface,3,1000018766,18827,
0.0433928,um/s,Surface,3,1000018767,18828,
0.026066,um/s,Surface,3,1000018797,18829,
0.0130476,um/s,Surface,3,1000018768,18830,
0.0210328,um/s,Surface,3,1000018799,18831,
0.0111232,um/s,Surface,3,1000018754,18832,
0.0269351,um/s,Surface,3,1000018769,18833,
0.0101379,um/s,Surface,3,1000018770,18834,
0.044925,um/s,Surface,3,1000018771,18835,
0.0200995,um/s,Surface,3,1000018802,18836,
0.0266818,um/s,Surface,3,1000018772,18837,
0.0218779,um/s,Surface,3,1000018773,18838,
