
Track Intensity StdDev Ch=6 Img=1
 ==================== 
Track Intensity StdDev,Unit,Category,Channel,Image,ID,
0,,Track,6,Image 1,1000018754,
37.9446,,Track,6,Image 1,1000018755,
0.91561,,Track,6,Image 1,1000018756,
23.5195,,Track,6,Image 1,1000018757,
41.3684,,Track,6,Image 1,1000018758,
47.1651,,Track,6,Image 1,1000018759,
44.6232,,Track,6,Image 1,1000018760,
34.8878,,Track,6,Image 1,1000018761,
29.023,,Track,6,Image 1,1000018762,
20.5816,,Track,6,Image 1,1000018763,
40.789,,Track,6,Image 1,1000018764,
32.8649,,Track,6,Image 1,1000018765,
22.423,,Track,6,Image 1,1000018766,
12.6432,,Track,6,Image 1,1000018767,
26.5842,,Track,6,Image 1,1000018768,
42.3604,,Track,6,Image 1,1000018769,
13.9791,,Track,6,Image 1,1000018770,
24.4764,,Track,6,Image 1,1000018771,
37.6587,,Track,6,Image 1,1000018772,
9.35395,,Track,6,Image 1,1000018773,
16.3747,,Track,6,Image 1,1000018774,
28.7878,,Track,6,Image 1,1000018775,
36.4546,,Track,6,Image 1,1000018776,
42.79,,Track,6,Image 1,1000018777,
31.254,,Track,6,Image 1,1000018778,
53.4492,,Track,6,Image 1,1000018779,
15.5603,,Track,6,Image 1,1000018788,
14.8784,,Track,6,Image 1,1000018794,
36.5708,,Track,6,Image 1,1000018797,
46.7321,,Track,6,Image 1,1000018799,
39.7741,,Track,6,Image 1,1000018802,
49.7819,,Track,6,Image 1,1000018809,
10.7789,,Track,6,Image 1,1000018812,
10.4945,,Track,6,Image 1,1000018816,
0,,Track,6,Image 1,1000018858,
15.4057,,Track,6,Image 1,1000018867,
6.83012,,Track,6,Image 1,1000018904,
46.1901,,Track,6,Image 1,1000018912,
16.7264,,Track,6,Image 1,1000018913,
50.5604,,Track,6,Image 1,1000018919,
34.8761,,Track,6,Image 1,1000018930,
3.40695,,Track,6,Image 1,1000018933,
31.5371,,Track,6,Image 1,1000018947,
48.9219,,Track,6,Image 1,1000018964,
28.3785,,Track,6,Image 1,1000018970,
44.8485,,Track,6,Image 1,1000018978,
50.033,,Track,6,Image 1,1000018996,
11.1926,,Track,6,Image 1,1000019002,
47.1596,,Track,6,Image 1,1000019003,
30.7107,,Track,6,Image 1,1000019004,
48.143,,Track,6,Image 1,1000019007,
30.3827,,Track,6,Image 1,1000019049,
41.5739,,Track,6,Image 1,1000019064,
42.7136,,Track,6,Image 1,1000019087,
52.467,,Track,6,Image 1,1000019108,
6.82824,,Track,6,Image 1,1000019109,
14.9264,,Track,6,Image 1,1000019114,
43.0947,,Track,6,Image 1,1000019133,
31.8559,,Track,6,Image 1,1000019150,
32.1459,,Track,6,Image 1,1000019152,
19.9596,,Track,6,Image 1,1000019180,
45.3784,,Track,6,Image 1,1000019191,
20.2988,,Track,6,Image 1,1000019216,
34.7651,,Track,6,Image 1,1000019240,
44.9521,,Track,6,Image 1,1000019271,
3.32078,,Track,6,Image 1,1000019284,
48.0256,,Track,6,Image 1,1000019297,
31.4294,,Track,6,Image 1,1000019310,
7.73512,,Track,6,Image 1,1000019324,
35.4127,,Track,6,Image 1,1000019340,
44.9555,,Track,6,Image 1,1000019350,
47.4607,,Track,6,Image 1,1000019353,
42.8099,,Track,6,Image 1,1000019354,
49.3326,,Track,6,Image 1,1000019361,
16.3767,,Track,6,Image 1,1000019395,
11.8552,,Track,6,Image 1,1000019396,
43.3662,,Track,6,Image 1,1000019405,
11.7617,,Track,6,Image 1,1000019412,
24.9885,,Track,6,Image 1,1000019436,
0,,Track,6,Image 1,1000019450,
44.7777,,Track,6,Image 1,1000019465,
29.0215,,Track,6,Image 1,1000019472,
0,,Track,6,Image 1,1000019477,
34.9361,,Track,6,Image 1,1000019486,
45.1025,,Track,6,Image 1,1000019491,
42.6802,,Track,6,Image 1,1000019516,
39.9272,,Track,6,Image 1,1000019522,
37.5825,,Track,6,Image 1,1000019553,
51.6219,,Track,6,Image 1,1000019599,
50.2401,,Track,6,Image 1,1000019600,
49.0777,,Track,6,Image 1,1000019614,
34.5927,,Track,6,Image 1,1000019617,
46.879,,Track,6,Image 1,1000019632,
26.8369,,Track,6,Image 1,1000019633,
41.352,,Track,6,Image 1,1000019658,
43.4907,,Track,6,Image 1,1000019676,
45.3207,,Track,6,Image 1,1000019699,
47.0689,,Track,6,Image 1,1000019726,
47.2297,,Track,6,Image 1,1000019742,
50.0412,,Track,6,Image 1,1000019751,
16.6211,,Track,6,Image 1,1000019755,
51.0402,,Track,6,Image 1,1000019758,
27.7008,,Track,6,Image 1,1000019764,
49.4605,,Track,6,Image 1,1000019783,
3.6651,,Track,6,Image 1,1000019786,
15.9067,,Track,6,Image 1,1000019826,
39.2297,,Track,6,Image 1,1000019827,
34.1926,,Track,6,Image 1,1000019831,
36.0108,,Track,6,Image 1,1000019844,
46.5737,,Track,6,Image 1,1000019845,
24.9729,,Track,6,Image 1,1000019850,
32.9156,,Track,6,Image 1,1000019861,
17.5535,,Track,6,Image 1,1000019878,
42.2937,,Track,6,Image 1,1000019903,
51.2041,,Track,6,Image 1,1000019906,
21.0917,,Track,6,Image 1,1000019933,
40.9943,,Track,6,Image 1,1000019940,
44.7623,,Track,6,Image 1,1000019946,
41.0767,,Track,6,Image 1,1000019966,
56.2356,,Track,6,Image 1,1000019974,
7.86331,,Track,6,Image 1,1000020053,
54.5953,,Track,6,Image 1,1000020057,
26.0431,,Track,6,Image 1,1000020077,
45.4382,,Track,6,Image 1,1000020087,
11.323,,Track,6,Image 1,1000020103,
4.41258,,Track,6,Image 1,1000020120,
45.1099,,Track,6,Image 1,1000020125,
25.7212,,Track,6,Image 1,1000020126,
49.4205,,Track,6,Image 1,1000020133,
10.6792,,Track,6,Image 1,1000020165,
50.8133,,Track,6,Image 1,1000020170,
50.2339,,Track,6,Image 1,1000020171,
52.5907,,Track,6,Image 1,1000020183,
0,,Track,6,Image 1,1000020189,
24.5831,,Track,6,Image 1,1000020218,
33.3271,,Track,6,Image 1,1000020219,
0,,Track,6,Image 1,1000020221,
51.0352,,Track,6,Image 1,1000020222,
41.6509,,Track,6,Image 1,1000020224,
34.4453,,Track,6,Image 1,1000020226,
39.4269,,Track,6,Image 1,1000020228,
40.3316,,Track,6,Image 1,1000020245,
43.4382,,Track,6,Image 1,1000020250,
38.1596,,Track,6,Image 1,1000020287,
35.5452,,Track,6,Image 1,1000020289,
37.1819,,Track,6,Image 1,1000020293,
32.3665,,Track,6,Image 1,1000020297,
36.9009,,Track,6,Image 1,1000020331,
44.356,,Track,6,Image 1,1000020336,
5.42779,,Track,6,Image 1,1000020363,
50.4586,,Track,6,Image 1,1000020386,
40.9236,,Track,6,Image 1,1000020388,
45.2429,,Track,6,Image 1,1000020440,
45.3509,,Track,6,Image 1,1000020457,
47.0439,,Track,6,Image 1,1000020475,
43.8615,,Track,6,Image 1,1000020486,
47.1924,,Track,6,Image 1,1000020497,
52.8857,,Track,6,Image 1,1000020507,
46.1177,,Track,6,Image 1,1000020516,
22.352,,Track,6,Image 1,1000020521,
40.03,,Track,6,Image 1,1000020533,
42.8028,,Track,6,Image 1,1000020536,
34.828,,Track,6,Image 1,1000020556,
9.83758,,Track,6,Image 1,1000020594,
26.1734,,Track,6,Image 1,1000020611,
40.0966,,Track,6,Image 1,1000020618,
38.9866,,Track,6,Image 1,1000020622,
30.555,,Track,6,Image 1,1000020625,
40.5029,,Track,6,Image 1,1000020644,
44.1795,,Track,6,Image 1,1000020652,
38.2408,,Track,6,Image 1,1000020662,
10.2956,,Track,6,Image 1,1000020673,
45.8227,,Track,6,Image 1,1000020676,
41.682,,Track,6,Image 1,1000020690,
38.701,,Track,6,Image 1,1000020691,
