
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,TrackID,ID,
16.4545,,Surface,6,Image 1,9,1000019002,19092,
39.91,,Surface,6,Image 1,9,1000019004,19093,
8.63397,,Surface,6,Image 1,9,1000018774,19094,
21.7956,,Surface,6,Image 1,9,1000019049,19095,
55.6692,,Surface,6,Image 1,9,1000019007,19096,
37.3297,,Surface,6,Image 1,9,1000018776,19097,
34.5737,,Surface,6,Image 1,9,1000018777,19098,
24.3425,,Surface,6,Image 1,9,1000018919,19099,
42.6007,,Surface,6,Image 1,9,1000018778,19100,
54.457,,Surface,6,Image 1,9,1000018964,19101,
72.8364,,Surface,6,Image 1,9,1000018779,19102,
12.9366,,Surface,6,Image 1,10,1000018947,19103,
0,,Surface,6,Image 1,10,1000018812,19104,
33.1635,,Surface,6,Image 1,10,1000018755,19105,
14.7045,,Surface,6,Image 1,10,1000019064,19106,
0,,Surface,6,Image 1,10,1000018756,19107,
53.2689,,Surface,6,Image 1,10,1000019108,19108,
0,,Surface,6,Image 1,10,1000019109,19109,
52.3358,,Surface,6,Image 1,10,1000018759,19110,
0,,Surface,6,Image 1,10,1000018788,19111,
34.1179,,Surface,6,Image 1,10,1000018760,19112,
0,,Surface,6,Image 1,10,1000018858,19113,
0,,Surface,6,Image 1,10,1000019114,19114,
0,,Surface,6,Image 1,10,1000018816,19115,
44.4563,,Surface,6,Image 1,10,1000018970,19116,
45.232,,Surface,6,Image 1,10,1000018930,19117,
29.0333,,Surface,6,Image 1,10,1000018761,19118,
16.7222,,Surface,6,Image 1,10,1000018762,19119,
0,,Surface,6,Image 1,10,1000018933,19120,
39.9678,,Surface,6,Image 1,10,1000018764,19121,
20.6155,,Surface,6,Image 1,10,1000018794,19122,
37.2777,,Surface,6,Image 1,10,1000018978,19123,
0,,Surface,6,Image 1,10,1000018766,19124,
23.5,,Surface,6,Image 1,10,1000018867,19125,
0,,Surface,6,Image 1,10,1000018797,19126,
10.6585,,Surface,6,Image 1,10,1000018768,19127,
57.7466,,Surface,6,Image 1,10,1000018799,19128,
0,,Surface,6,Image 1,10,1000018904,19129,
37.8713,,Surface,6,Image 1,10,1000018769,19130,
21.0442,,Surface,6,Image 1,10,1000018770,19131,
49.9625,,Surface,6,Image 1,10,1000018996,19132,
52.7341,,Surface,6,Image 1,10,1000019133,19133,
17.7381,,Surface,6,Image 1,10,1000019087,19134,
0,,Surface,6,Image 1,10,1000018773,19135,
43.7416,,Surface,6,Image 1,10,1000018912,19136,
49.8266,,Surface,6,Image 1,10,1000019003,19137,
0,,Surface,6,Image 1,10,1000019002,19138,
0,,Surface,6,Image 1,10,1000018913,19139,
37.7221,,Surface,6,Image 1,10,1000019004,19140,
0,,Surface,6,Image 1,10,1000018774,19141,
13.5701,,Surface,6,Image 1,10,1000019049,19142,
58.5592,,Surface,6,Image 1,10,1000019007,19143,
50.7217,,Surface,6,Image 1,10,1000018776,19144,
19.7674,,Surface,6,Image 1,10,1000018777,19145,
39.7519,,Surface,6,Image 1,10,1000018919,19146,
10.3347,,Surface,6,Image 1,10,1000018778,19147,
21.8103,,Surface,6,Image 1,10,1000018964,19148,
