
Track Position Start
 ==================== 
Track Position X Start,Track Position Y Start,Track Position Z Start,Unit,Category,Collection,ID,
183.265,348.967,31.1538,um,Track,Track Position Start,1000019783,
172.695,359.09,55.5,um,Track,Track Position Start,1000019786,
163.147,367.393,49.5,um,Track,Track Position Start,1000019826,
263.929,277.554,37.5769,um,Track,Track Position Start,1000019827,
269.317,281.149,61.5,um,Track,Track Position Start,1000019831,
353.001,292.945,1.5,um,Track,Track Position Start,1000019844,
279.323,367.731,11.9444,um,Track,Track Position Start,1000019845,
268.757,206.819,7.5,um,Track,Track Position Start,1000019850,
161.902,101.708,60,um,Track,Track Position Start,1000019861,
261.119,282.29,40.5,um,Track,Track Position Start,1000019878,
147.698,193.63,76.1786,um,Track,Track Position Start,1000019903,
93.5828,238.939,52.5,um,Track,Track Position Start,1000019906,
287.687,311.765,4.8,um,Track,Track Position Start,1000019933,
190.177,423.113,2.5,um,Track,Track Position Start,1000019940,
192.788,240.196,40.5,um,Track,Track Position Start,1000019946,
257.382,263.609,43.5,um,Track,Track Position Start,1000019966,
309.689,239.532,1.5,um,Track,Track Position Start,1000019974,
120.389,393.961,55.5,um,Track,Track Position Start,1000020053,
235.795,301.802,34.5,um,Track,Track Position Start,1000020057,
211.579,415.825,1.5,um,Track,Track Position Start,1000020077,
223.653,90.8103,70.5,um,Track,Track Position Start,1000020087,
252.318,294.163,40.5,um,Track,Track Position Start,1000020103,
357.097,112.833,29.1,um,Track,Track Position Start,1000020120,
213.461,205.657,34.5,um,Track,Track Position Start,1000020125,
111.173,248.332,53.1,um,Track,Track Position Start,1000020126,
38.379,222.304,83.55,um,Track,Track Position Start,1000020133,
103.368,314.256,82.5,um,Track,Track Position Start,1000020165,
151.385,189.024,73.5,um,Track,Track Position Start,1000020170,
115.604,234.463,46.5,um,Track,Track Position Start,1000020171,
162.317,362.826,49.5,um,Track,Track Position Start,1000020183,
172.28,363.241,55.5,um,Track,Track Position Start,1000020189,
238.701,231.229,37.5,um,Track,Track Position Start,1000020218,
167.99,302.493,79.5,um,Track,Track Position Start,1000020219,
101.708,371.959,73.5,um,Track,Track Position Start,1000020221,
132.012,362.411,61.5,um,Track,Track Position Start,1000020222,
248.754,275.085,33.75,um,Track,Track Position Start,1000020224,
243.268,279.384,40.5,um,Track,Track Position Start,1000020226,
156.09,371.181,53.8125,um,Track,Track Position Start,1000020228,
242.022,416.378,1.5,um,Track,Track Position Start,1000020245,
170.62,209.642,55.5,um,Track,Track Position Start,1000020250,
280.754,369.385,11.7,um,Track,Track Position Start,1000020287,
222.096,236.211,49.5,um,Track,Track Position Start,1000020289,
242.324,188.961,7.5,um,Track,Track Position Start,1000020293,
109.918,242.576,61.5,um,Track,Track Position Start,1000020297,
246.727,421.083,1.5,um,Track,Track Position Start,1000020331,
292.376,157.531,29.3824,um,Track,Track Position Start,1000020336,
208.812,321.609,68.3571,um,Track,Track Position Start,1000020363,
214.9,199.402,37.5,um,Track,Track Position Start,1000020386,
83.0266,303.047,73.5,um,Track,Track Position Start,1000020388,
149.863,360.335,28.5,um,Track,Track Position Start,1000020440,
245.897,416.932,1.5,um,Track,Track Position Start,1000020457,
151.247,192.391,76.5,um,Track,Track Position Start,1000020475,
257.969,264.697,43.0862,um,Track,Track Position Start,1000020486,
334.857,274.922,26.0625,um,Track,Track Position Start,1000020497,
147.416,266.799,85.5,um,Track,Track Position Start,1000020507,
94.7195,238.113,55.5,um,Track,Track Position Start,1000020516,
319.735,190.38,4.5,um,Track,Track Position Start,1000020521,
158.664,401.813,62.7,um,Track,Track Position Start,1000020533,
195.903,407.192,3.91935,um,Track,Track Position Start,1000020536,
161.902,102.538,61.5,um,Track,Track Position Start,1000020556,
286.026,188.885,37.5,um,Track,Track Position Start,1000020594,
350.787,291.631,4.5,um,Track,Track Position Start,1000020611,
198.278,201.928,84.3125,um,Track,Track Position Start,1000020618,
108.03,241.256,65.4231,um,Track,Track Position Start,1000020622,
103.922,229.845,64.5,um,Track,Track Position Start,1000020625,
192.529,416.009,2.33333,um,Track,Track Position Start,1000020644,
136.46,277.249,79.9286,um,Track,Track Position Start,1000020652,
75.139,199.956,81.5,um,Track,Track Position Start,1000020662,
203.249,400.935,6.6,um,Track,Track Position Start,1000020673,
264.44,358.675,1.5,um,Track,Track Position Start,1000020676,
168.682,208.12,57,um,Track,Track Position Start,1000020690,
139.692,229.361,60,um,Track,Track Position Start,1000020691,
98.3034,243.019,84.9,um,Track,Track Position Start,1000020693,
264.142,275.318,43.0385,um,Track,Track Position Start,1000020709,
261.534,280.63,43.5,um,Track,Track Position Start,1000020710,
202.529,243.849,84.6,um,Track,Track Position Start,1000020724,
105.804,227.354,66.7,um,Track,Track Position Start,1000020737,
107.796,364.625,82.5,um,Track,Track Position Start,1000020760,
