
Track Intensity Sum Ch=5 Img=1
 ==================== 
Track Intensity Sum,Unit,Category,Channel,Image,ID,
3060,,Track,5,Image 1,1000018754,
46148,,Track,5,Image 1,1000018755,
13251,,Track,5,Image 1,1000018756,
6787,,Track,5,Image 1,1000018757,
6565,,Track,5,Image 1,1000018758,
45637,,Track,5,Image 1,1000018759,
47301,,Track,5,Image 1,1000018760,
123491,,Track,5,Image 1,1000018761,
71114,,Track,5,Image 1,1000018762,
68984,,Track,5,Image 1,1000018763,
161961,,Track,5,Image 1,1000018764,
67432,,Track,5,Image 1,1000018765,
128496,,Track,5,Image 1,1000018766,
4754,,Track,5,Image 1,1000018767,
48049,,Track,5,Image 1,1000018768,
42426,,Track,5,Image 1,1000018769,
83064,,Track,5,Image 1,1000018770,
6108,,Track,5,Image 1,1000018771,
8128,,Track,5,Image 1,1000018772,
43570,,Track,5,Image 1,1000018773,
51524,,Track,5,Image 1,1000018774,
10389,,Track,5,Image 1,1000018775,
171036,,Track,5,Image 1,1000018776,
36438,,Track,5,Image 1,1000018777,
17320,,Track,5,Image 1,1000018778,
40556,,Track,5,Image 1,1000018779,
28340,,Track,5,Image 1,1000018788,
25450,,Track,5,Image 1,1000018794,
10283,,Track,5,Image 1,1000018797,
142430,,Track,5,Image 1,1000018799,
9236,,Track,5,Image 1,1000018802,
25812,,Track,5,Image 1,1000018809,
27967,,Track,5,Image 1,1000018812,
30321,,Track,5,Image 1,1000018816,
7905,,Track,5,Image 1,1000018858,
6393,,Track,5,Image 1,1000018867,
6579,,Track,5,Image 1,1000018904,
21196,,Track,5,Image 1,1000018912,
14923,,Track,5,Image 1,1000018913,
22471,,Track,5,Image 1,1000018919,
27600,,Track,5,Image 1,1000018930,
5339,,Track,5,Image 1,1000018933,
20130,,Track,5,Image 1,1000018947,
10261,,Track,5,Image 1,1000018964,
35699,,Track,5,Image 1,1000018970,
42036,,Track,5,Image 1,1000018978,
9088,,Track,5,Image 1,1000018996,
4501,,Track,5,Image 1,1000019002,
21556,,Track,5,Image 1,1000019003,
10847,,Track,5,Image 1,1000019004,
26938,,Track,5,Image 1,1000019007,
33457,,Track,5,Image 1,1000019049,
54393,,Track,5,Image 1,1000019064,
23165,,Track,5,Image 1,1000019087,
37893,,Track,5,Image 1,1000019108,
9587,,Track,5,Image 1,1000019109,
182355,,Track,5,Image 1,1000019114,
76236,,Track,5,Image 1,1000019133,
337133,,Track,5,Image 1,1000019150,
105482,,Track,5,Image 1,1000019152,
9089,,Track,5,Image 1,1000019180,
23441,,Track,5,Image 1,1000019191,
330324,,Track,5,Image 1,1000019216,
6372,,Track,5,Image 1,1000019240,
21172,,Track,5,Image 1,1000019271,
16780,,Track,5,Image 1,1000019284,
113574,,Track,5,Image 1,1000019297,
8971,,Track,5,Image 1,1000019310,
47896,,Track,5,Image 1,1000019324,
65810,,Track,5,Image 1,1000019340,
38049,,Track,5,Image 1,1000019350,
18392,,Track,5,Image 1,1000019353,
5862,,Track,5,Image 1,1000019354,
21936,,Track,5,Image 1,1000019361,
28911,,Track,5,Image 1,1000019395,
20886,,Track,5,Image 1,1000019396,
19126,,Track,5,Image 1,1000019405,
31126,,Track,5,Image 1,1000019412,
13243,,Track,5,Image 1,1000019436,
4590,,Track,5,Image 1,1000019450,
18973,,Track,5,Image 1,1000019465,
11773,,Track,5,Image 1,1000019472,
7395,,Track,5,Image 1,1000019477,
226680,,Track,5,Image 1,1000019486,
107885,,Track,5,Image 1,1000019491,
24204,,Track,5,Image 1,1000019516,
90578,,Track,5,Image 1,1000019522,
44330,,Track,5,Image 1,1000019553,
42572,,Track,5,Image 1,1000019599,
11590,,Track,5,Image 1,1000019600,
25568,,Track,5,Image 1,1000019614,
30094,,Track,5,Image 1,1000019617,
14291,,Track,5,Image 1,1000019632,
9357,,Track,5,Image 1,1000019633,
18436,,Track,5,Image 1,1000019658,
81096,,Track,5,Image 1,1000019676,
10782,,Track,5,Image 1,1000019699,
10312,,Track,5,Image 1,1000019726,
16778,,Track,5,Image 1,1000019742,
