
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,TrackID,ID,
0.684501,,Surface,5,1000018767,18900,
0.880333,,Surface,5,1000018797,18901,
0.83299,,Surface,5,1000018768,18902,
0.832664,,Surface,5,1000018799,18903,
0.703083,,Surface,5,1000018904,18904,
0.828096,,Surface,5,1000018754,18905,
0.885955,,Surface,5,1000018769,18906,
0.860183,,Surface,5,1000018770,18907,
0.850447,,Surface,5,1000018771,18908,
0.878346,,Surface,5,1000018802,18909,
0.754915,,Surface,5,1000018772,18910,
0.888643,,Surface,5,1000018773,18911,
0.771286,,Surface,5,1000018912,18912,
0.821851,,Surface,5,1000018913,18913,
0.790681,,Surface,5,1000018774,18914,
0.868846,,Surface,5,1000018775,18915,
0.896007,,Surface,5,1000018776,18916,
0.901565,,Surface,5,1000018777,18917,
0.840611,,Surface,5,1000018809,18918,
0.829557,,Surface,5,1000018919,18919,
0.921084,,Surface,5,1000018778,18920,
0.878601,,Surface,5,1000018779,18921,
0.856633,,Surface,6,1000018756,18922,
0.622304,,Surface,6,1000018757,18923,
0.765073,,Surface,6,1000018758,18924,
0.714838,,Surface,6,1000018816,18925,
0.837838,,Surface,6,1000018759,18926,
0.73993,,Surface,6,1000018760,18927,
0.776074,,Surface,6,1000018788,18928,
0.871125,,Surface,6,1000018858,18929,
0.863304,,Surface,6,1000018930,18930,
0.730832,,Surface,6,1000018761,18931,
0.882239,,Surface,6,1000018762,18932,
0.669597,,Surface,6,1000018933,18933,
0.90063,,Surface,6,1000018764,18934,
0.835582,,Surface,6,1000018763,18935,
0.645256,,Surface,6,1000018794,18936,
0.846786,,Surface,6,1000018765,18937,
0.800354,,Surface,6,1000018766,18938,
0.8451,,Surface,6,1000018867,18939,
0.707771,,Surface,6,1000018767,18940,
0.915179,,Surface,6,1000018797,18941,
0.784755,,Surface,6,1000018768,18942,
0.869229,,Surface,6,1000018799,18943,
0.535339,,Surface,6,1000018904,18944,
0.827001,,Surface,6,1000018755,18945,
0.852325,,Surface,6,1000018812,18946,
0.787469,,Surface,6,1000018947,18947,
0.807933,,Surface,6,1000018754,18948,
0.849726,,Surface,6,1000018769,18949,
0.820619,,Surface,6,1000018770,18950,
0.718538,,Surface,6,1000018771,18951,
0.834314,,Surface,6,1000018802,18952,
0.802495,,Surface,6,1000018772,18953,
0.895883,,Surface,6,1000018773,18954,
0.833053,,Surface,6,1000018912,18955,
0.78446,,Surface,6,1000018913,18956,
0.664356,,Surface,6,1000018775,18957,
0.802697,,Surface,6,1000018774,18958,
0.8916,,Surface,6,1000018776,18959,
0.89143,,Surface,6,1000018777,18960,
0.680355,,Surface,6,1000018809,18961,
0.818278,,Surface,6,1000018919,18962,
0.914499,,Surface,6,1000018778,18963,
0.786371,,Surface,6,1000018964,18964,
0.747736,,Surface,6,1000018779,18965,
0.773116,,Surface,7,1000018760,18966,
0.791766,,Surface,7,1000018788,18967,
0.704111,,Surface,7,1000018858,18968,
0.830946,,Surface,7,1000018930,18969,
0.83951,,Surface,7,1000018970,18970,
0.766813,,Surface,7,1000018761,18971,
0.925396,,Surface,7,1000018762,18972,
0.871005,,Surface,7,1000018933,18973,
0.87278,,Surface,7,1000018764,18974,
0.790174,,Surface,7,1000018763,18975,
0.745062,,Surface,7,1000018794,18976,
0.919364,,Surface,7,1000018765,18977,
0.791295,,Surface,7,1000018978,18978,
0.805546,,Surface,7,1000018766,18979,
0.766624,,Surface,7,1000018867,18980,
0.867546,,Surface,7,1000018767,18981,
0.749659,,Surface,7,1000018768,18982,
0.860974,,Surface,7,1000018797,18983,
0.883919,,Surface,7,1000018799,18984,
0.577742,,Surface,7,1000018904,18985,
0.72826,,Surface,7,1000018816,18986,
0.862206,,Surface,7,1000018759,18987,
0.844953,,Surface,7,1000018758,18988,
0.892947,,Surface,7,1000018757,18989,
0.8584,,Surface,7,1000018756,18990,
0.758259,,Surface,7,1000018755,18991,
0.852915,,Surface,7,1000018812,18992,
0.894585,,Surface,7,1000018947,18993,
0.875405,,Surface,7,1000018769,18994,
0.827342,,Surface,7,1000018770,18995,
0.902626,,Surface,7,1000018996,18996,
0.691916,,Surface,7,1000018802,18997,
0.672657,,Surface,7,1000018772,18998,
0.897519,,Surface,7,1000018773,18999,
0.894865,,Surface,7,1000018912,19000,
0.768415,,Surface,7,1000018913,19001,
0.88164,,Surface,7,1000019002,19002,
0.857402,,Surface,7,1000019003,19003,
0.915512,,Surface,7,1000019004,19004,
0.84613,,Surface,7,1000018774,19005,
0.868638,,Surface,7,1000018775,19006,
0.887043,,Surface,7,1000019007,19007,
0.935012,,Surface,7,1000018776,19008,
0.898676,,Surface,7,1000018777,19009,
0.930829,,Surface,7,1000018809,19010,
0.88032,,Surface,7,1000018919,19011,
0.912069,,Surface,7,1000018778,19012,
0.770496,,Surface,7,1000018964,19013,
0.912133,,Surface,7,1000018779,19014,
0.890689,,Surface,8,1000018947,19015,
0.867909,,Surface,8,1000018812,19016,
0.841699,,Surface,8,1000018755,19017,
0.676052,,Surface,8,1000018756,19018,
0.862223,,Surface,8,1000018759,19019,
0.743482,,Surface,8,1000018816,19020,
0.797473,,Surface,8,1000018760,19021,
0.829109,,Surface,8,1000018788,19022,
0.730779,,Surface,8,1000018858,19023,
0.711505,,Surface,8,1000018970,19024,
0.867731,,Surface,8,1000018930,19025,
0.738175,,Surface,8,1000018761,19026,
0.893133,,Surface,8,1000018762,19027,
0.846834,,Surface,8,1000018933,19028,
0.87535,,Surface,8,1000018764,19029,
0.810556,,Surface,8,1000018763,19030,
0.673437,,Surface,8,1000018794,19031,
0.827784,,Surface,8,1000018978,19032,
0.823298,,Surface,8,1000018766,19033,
0.803627,,Surface,8,1000018867,19034,
0.774337,,Surface,8,1000018768,19035,
0.899546,,Surface,8,1000018797,19036,
0.876286,,Surface,8,1000018799,19037,
0.748541,,Surface,8,1000018904,19038,
0.854098,,Surface,8,1000018769,19039,
0.815693,,Surface,8,1000018770,19040,
0.874331,,Surface,8,1000018996,19041,
0.838129,,Surface,8,1000018802,19042,
0.906465,,Surface,8,1000018773,19043,
0.701046,,Surface,8,1000018912,19044,
0.921399,,Surface,8,1000019003,19045,
0.907744,,Surface,8,1000018913,19046,
0.803889,,Surface,8,1000019002,19047,
0.760271,,Surface,8,1000019004,19048,
0.874342,,Surface,8,1000019049,19049,
0.837326,,Surface,8,1000018774,19050,
0.851516,,Surface,8,1000018775,19051,
0.905016,,Surface,8,1000019007,19052,
0.898657,,Surface,8,1000018776,19053,
0.881502,,Surface,8,1000018777,19054,
0.871522,,Surface,8,1000018919,19055,
0.940263,,Surface,8,1000018778,19056,
0.762047,,Surface,8,1000018964,19057,
0.928744,,Surface,8,1000018779,19058,
0.82823,,Surface,9,1000018770,19059,
0.838285,,Surface,9,1000018769,19060,
0.837977,,Surface,9,1000018947,19061,
0.887012,,Surface,9,1000018812,19062,
0.816017,,Surface,9,1000018755,19063,
0.66786,,Surface,9,1000019064,19064,
0.884286,,Surface,9,1000018756,19065,
0.841068,,Surface,9,1000018759,19066,
0.750685,,Surface,9,1000018760,19067,
0.754216,,Surface,9,1000018788,19068,
0.776744,,Surface,9,1000018816,19069,
0.686065,,Surface,9,1000018858,19070,
0.890014,,Surface,9,1000018930,19071,
0.832416,,Surface,9,1000018970,19072,
0.800427,,Surface,9,1000018761,19073,
0.94344,,Surface,9,1000018762,19074,
0.759078,,Surface,9,1000018933,19075,
0.874326,,Surface,9,1000018764,19076,
0.825905,,Surface,9,1000018763,19077,
0.738399,,Surface,9,1000018794,19078,
0.838169,,Surface,9,1000018978,19079,
0.86402,,Surface,9,1000018766,19080,
0.644623,,Surface,9,1000018867,19081,
0.855362,,Surface,9,1000018797,19082,
0.772026,,Surface,9,1000018768,19083,
0.860727,,Surface,9,1000018799,19084,
0.666093,,Surface,9,1000018904,19085,
0.881402,,Surface,9,1000018996,19086,
0.868297,,Surface,9,1000019087,19087,
0.895482,,Surface,9,1000018773,19088,
0.772155,,Surface,9,1000018912,19089,
0.797058,,Surface,9,1000018913,19090,
0.642757,,Surface,9,1000019003,19091,
0.659275,,Surface,9,1000019002,19092,
0.893873,,Surface,9,1000019004,19093,
0.812062,,Surface,9,1000018774,19094,
0.86248,,Surface,9,1000019049,19095,
0.854841,,Surface,9,1000019007,19096,
0.846278,,Surface,9,1000018776,19097,
0.938775,,Surface,9,1000018777,19098,
0.859102,,Surface,9,1000018919,19099,
0.897052,,Surface,9,1000018778,19100,
0.803589,,Surface,9,1000018964,19101,
0.885984,,Surface,9,1000018779,19102,
0.849022,,Surface,10,1000018947,19103,
0.894838,,Surface,10,1000018812,19104,
0.78759,,Surface,10,1000018755,19105,
0.755861,,Surface,10,1000019064,19106,
0.579325,,Surface,10,1000018756,19107,
0.711789,,Surface,10,1000019108,19108,
0.731855,,Surface,10,1000019109,19109,
0.90968,,Surface,10,1000018759,19110,
0.788777,,Surface,10,1000018788,19111,
0.858253,,Surface,10,1000018760,19112,
0.850128,,Surface,10,1000018858,19113,
0.769992,,Surface,10,1000019114,19114,
0.73026,,Surface,10,1000018816,19115,
0.794366,,Surface,10,1000018970,19116,
0.897566,,Surface,10,1000018930,19117,
0.741396,,Surface,10,1000018761,19118,
0.946559,,Surface,10,1000018762,19119,
0.817221,,Surface,10,1000018933,19120,
0.864904,,Surface,10,1000018764,19121,
0.683911,,Surface,10,1000018794,19122,
0.865903,,Surface,10,1000018978,19123,
0.842864,,Surface,10,1000018766,19124,
0.770382,,Surface,10,1000018867,19125,
0.773812,,Surface,10,1000018797,19126,
0.789327,,Surface,10,1000018768,19127,
0.867589,,Surface,10,1000018799,19128,
0.768187,,Surface,10,1000018904,19129,
0.804198,,Surface,10,1000018769,19130,
0.815861,,Surface,10,1000018770,19131,
0.86445,,Surface,10,1000018996,19132,
0.832045,,Surface,10,1000019133,19133,
0.863094,,Surface,10,1000019087,19134,
0.876383,,Surface,10,1000018773,19135,
0.855756,,Surface,10,1000018912,19136,
0.849856,,Surface,10,1000019003,19137,
0.86825,,Surface,10,1000019002,19138,
0.850008,,Surface,10,1000018913,19139,
0.85929,,Surface,10,1000019004,19140,
0.814869,,Surface,10,1000018774,19141,
0.86701,,Surface,10,1000019049,19142,
0.756015,,Surface,10,1000019007,19143,
0.913181,,Surface,10,1000018776,19144,
0.870785,,Surface,10,1000018777,19145,
0.811676,,Surface,10,1000018919,19146,
0.917628,,Surface,10,1000018778,19147,
0.761824,,Surface,10,1000018964,19148,
0.827628,,Surface,10,1000018779,19149,
0.913192,,Surface,11,1000019150,19150,
0.846103,,Surface,11,1000018770,19151,
0.829586,,Surface,11,1000019152,19152,
0.923979,,Surface,11,1000018812,19153,
0.826318,,Surface,11,1000018947,19154,
0.769191,,Surface,11,1000018755,19155,
0.669218,,Surface,11,1000019064,19156,
0.80081,,Surface,11,1000018756,19157,
0.707824,,Surface,11,1000019108,19158,
0.733876,,Surface,11,1000019109,19159,
0.801545,,Surface,11,1000018788,19160,
0.796528,,Surface,11,1000018759,19161,
0.843667,,Surface,11,1000018760,19162,
0.750479,,Surface,11,1000018858,19163,
0.81691,,Surface,11,1000019114,19164,
0.831563,,Surface,11,1000018816,19165,
0.7855,,Surface,11,1000018970,19166,
0.903411,,Surface,11,1000018930,19167,
0.73814,,Surface,11,1000018761,19168,
0.944543,,Surface,11,1000018762,19169,
0.851043,,Surface,11,1000018933,19170,
0.895526,,Surface,11,1000018764,19171,
0.709456,,Surface,11,1000018794,19172,
0.845818,,Surface,11,1000018978,19173,
0.863078,,Surface,11,1000018766,19174,
0.650512,,Surface,11,1000018867,19175,
0.767001,,Surface,11,1000018768,19176,
0.870699,,Surface,11,1000018799,19177,
0.719086,,Surface,11,1000018904,19178,
0.853116,,Surface,11,1000018996,19179,
0.889825,,Surface,11,1000019180,19180,
0.892704,,Surface,11,1000019133,19181,
0.9382,,Surface,11,1000019087,19182,
0.887537,,Surface,11,1000018773,19183,
0.860261,,Surface,11,1000019003,19184,
0.667943,,Surface,11,1000019002,19185,
0.932055,,Surface,11,1000018913,19186,
0.861452,,Surface,11,1000019004,19187,
0.85773,,Surface,11,1000018774,19188,
0.881184,,Surface,11,1000019049,19189,
0.896657,,Surface,11,1000019007,19190,
0.824032,,Surface,11,1000019191,19191,
0.834,,Surface,11,1000018776,19192,
0.815148,,Surface,11,1000018777,19193,
0.897257,,Surface,11,1000018778,19194,
0.821642,,Surface,11,1000018964,19195,
0.861868,,Surface,11,1000018779,19196,
0.785462,,Surface,12,1000019152,19197,
0.840611,,Surface,12,1000018770,19198,
0.802152,,Surface,12,1000018812,19199,
0.672346,,Surface,12,1000018947,19200,
0.839215,,Surface,12,1000018755,19201,
0.559883,,Surface,12,1000019064,19202,
0.747439,,Surface,12,1000018788,19203,
0.779884,,Surface,12,1000019109,19204,
0.915798,,Surface,12,1000018759,19205,
0.715051,,Surface,12,1000019108,19206,
0.777483,,Surface,12,1000018760,19207,
0.731762,,Surface,12,1000018858,19208,
0.828329,,Surface,12,1000019114,19209,
0.847953,,Surface,12,1000018816,19210,
0.803086,,Surface,12,1000018970,19211,
0.883631,,Surface,12,1000018930,19212,
0.765924,,Surface,12,1000018761,19213,
0.901319,,Surface,12,1000018762,19214,
0.773983,,Surface,12,1000018933,19215,
0.77919,,Surface,12,1000019216,19216,
0.903521,,Surface,12,1000018764,19217,
0.872911,,Surface,12,1000018978,19218,
0.851121,,Surface,12,1000018766,19219,
0.781915,,Surface,12,1000018768,19220,
0.819831,,Surface,12,1000018799,19221,
0.8001,,Surface,12,1000018904,19222,
0.939644,,Surface,12,1000019150,19223,
0.889627,,Surface,12,1000019180,19224,
0.81706,,Surface,12,1000018996,19225,
0.815735,,Surface,12,1000019133,19226,
0.811498,,Surface,12,1000019087,19227,
0.903468,,Surface,12,1000018773,19228,
0.759076,,Surface,12,1000019003,19229,
0.839009,,Surface,12,1000019002,19230,
0.930435,,Surface,12,1000018913,19231,
0.850278,,Surface,12,1000019004,19232,
0.858045,,Surface,12,1000018774,19233,
0.875258,,Surface,12,1000019049,19234,
0.720059,,Surface,12,1000019007,19235,
0.83049,,Surface,12,1000019191,19236,
0.844708,,Surface,12,1000018776,19237,
0.810534,,Surface,12,1000018964,19238,
0.892316,,Surface,12,1000018779,19239,
0.84156,,Surface,13,1000019240,19240,
0.800711,,Surface,13,1000018812,19241,
0.774057,,Surface,13,1000018947,19242,
0.688842,,Surface,13,1000019064,19243,
0.864989,,Surface,13,1000018755,19244,
0.71577,,Surface,13,1000019109,19245,
0.705918,,Surface,13,1000019108,19246,
0.803258,,Surface,13,1000018759,19247,
0.81123,,Surface,13,1000018816,19248,
0.842837,,Surface,13,1000018760,19249,
0.791917,,Surface,13,1000019114,19250,
0.854456,,Surface,13,1000018970,19251,
0.793667,,Surface,13,1000018930,19252,
0.771828,,Surface,13,1000018761,19253,
0.934151,,Surface,13,1000018762,19254,
0.660912,,Surface,13,1000018933,19255,
0.79332,,Surface,13,1000019216,19256,
0.848208,,Surface,13,1000018764,19257,
0.874898,,Surface,13,1000018978,19258,
0.843231,,Surface,13,1000018766,19259,
0.799388,,Surface,13,1000018799,19260,
0.678202,,Surface,13,1000018904,19261,
0.817236,,Surface,13,1000018770,19262,
0.823191,,Surface,13,1000019152,19263,
0.912318,,Surface,13,1000019150,19264,
0.83872,,Surface,13,1000018996,19265,
0.858706,,Surface,13,1000019180,19266,
0.879343,,Surface,13,1000019133,19267,
0.797368,,Surface,13,1000019087,19268,
0.885086,,Surface,13,1000018773,19269,
0.678811,,Surface,13,1000019003,19270,
0.757054,,Surface,13,1000019271,19271,
0.776089,,Surface,13,1000019004,19272,
0.874423,,Surface,13,1000018774,19273,
0.835226,,Surface,13,1000019049,19274,
0.785575,,Surface,13,1000019007,19275,
0.818899,,Surface,13,1000019191,19276,
0.830473,,Surface,13,1000018776,19277,
0.803786,,Surface,13,1000018779,19278,
0.762225,,Surface,14,1000018812,19279,
0.905141,,Surface,14,1000018947,19280,
0.807903,,Surface,14,1000018755,19281,
0.734866,,Surface,14,1000019064,19282,
0.716069,,Surface,14,1000019109,19283,
0.861459,,Surface,14,1000019284,19284,
0.790713,,Surface,14,1000019108,19285,
0.804227,,Surface,14,1000018759,19286,
0.757609,,Surface,14,1000018816,19287,
0.845846,,Surface,14,1000018760,19288,
0.75467,,Surface,14,1000019114,19289,
0.854977,,Surface,14,1000018930,19290,
0.868623,,Surface,14,1000018970,19291,
0.801576,,Surface,14,1000018761,19292,
0.922347,,Surface,14,1000018762,19293,
0.799215,,Surface,14,1000019216,19294,
0.836468,,Surface,14,1000018764,19295,
0.84011,,Surface,14,1000018978,19296,
0.895985,,Surface,14,1000019297,19297,
0.866533,,Surface,14,1000018766,19298,
0.887245,,Surface,14,1000018799,19299,
0.740977,,Surface,14,1000018904,19300,
0.748172,,Surface,14,1000019240,19301,
0.776284,,Surface,14,1000019152,19302,
0.859573,,Surface,14,1000018770,19303,
0.916682,,Surface,14,1000019150,19304,
0.874848,,Surface,14,1000019180,19305,
0.865572,,Surface,14,1000019133,19306,
0.855318,,Surface,14,1000019087,19307,
0.891037,,Surface,14,1000018773,19308,
0.770034,,Surface,14,1000019271,19309,
0.850971,,Surface,14,1000019310,19310,
0.855794,,Surface,14,1000018774,19311,
0.876726,,Surface,14,1000019049,19312,
0.817178,,Surface,14,1000019007,19313,
0.9066,,Surface,14,1000019191,19314,
0.898504,,Surface,14,1000018776,19315,
0.75452,,Surface,14,1000018779,19316,
0.639831,,Surface,15,1000019064,19317,
0.625767,,Surface,15,1000018947,19318,
0.814439,,Surface,15,1000018755,19319,
0.810647,,Surface,15,1000019284,19320,
0.81893,,Surface,15,1000018759,19321,
0.7506,,Surface,15,1000019109,19322,
0.787029,,Surface,15,1000019108,19323,
0.827639,,Surface,15,1000019324,19324,
0.798979,,Surface,15,1000019114,19325,
0.865633,,Surface,15,1000018970,19326,
0.791712,,Surface,15,1000018761,19327,
0.822852,,Surface,15,1000018762,19328,
0.773046,,Surface,15,1000019216,19329,
0.864282,,Surface,15,1000018764,19330,
0.923985,,Surface,15,1000018978,19331,
0.882479,,Surface,15,1000019297,19332,
0.829246,,Surface,15,1000018766,19333,
0.901739,,Surface,15,1000018799,19334,
0.694278,,Surface,15,1000018904,19335,
0.832587,,Surface,15,1000019240,19336,
0.824077,,Surface,15,1000019152,19337,
0.860909,,Surface,15,1000018770,19338,
0.890459,,Surface,15,1000019150,19339,
0.833702,,Surface,15,1000019340,19340,
0.860338,,Surface,15,1000019180,19341,
0.809385,,Surface,15,1000019133,19342,
0.770941,,Surface,15,1000019087,19343,
0.820537,,Surface,15,1000018773,19344,
0.731802,,Surface,15,1000019271,19345,
0.908287,,Surface,15,1000019310,19346,
0.898813,,Surface,15,1000018774,19347,
0.860696,,Surface,15,1000019049,19348,
0.857454,,Surface,15,1000019007,19349,
0.773007,,Surface,15,1000019350,19350,
0.911482,,Surface,15,1000019191,19351,
0.864466,,Surface,15,1000018776,19352,
0.821954,,Surface,15,1000019353,19353,
0.913874,,Surface,15,1000019354,19354,
0.904758,,Surface,15,1000018779,19355,
0.891753,,Surface,16,1000019284,19356,
0.818192,,Surface,16,1000018759,19357,
0.557897,,Surface,16,1000019109,19358,
0.791442,,Surface,16,1000019108,19359,
0.790714,,Surface,16,1000019324,19360,
0.885419,,Surface,16,1000019361,19361,
0.838626,,Surface,16,1000019114,19362,
0.81842,,Surface,16,1000018970,19363,
0.801207,,Surface,16,1000018761,19364,
0.911686,,Surface,16,1000018762,19365,
0.890965,,Surface,16,1000018764,19366,
0.759625,,Surface,16,1000019216,19367,
0.842198,,Surface,16,1000018978,19368,
0.826425,,Surface,16,1000019297,19369,
0.826414,,Surface,16,1000018766,19370,
0.90293,,Surface,16,1000018799,19371,
0.863103,,Surface,16,1000018947,19372,
0.71635,,Surface,16,1000019064,19373,
0.791124,,Surface,16,1000019240,19374,
0.832842,,Surface,16,1000019152,19375,
0.834205,,Surface,16,1000018770,19376,
0.930773,,Surface,16,1000019150,19377,
0.898462,,Surface,16,1000019340,19378,
0.905492,,Surface,16,1000019180,19379,
0.895749,,Surface,16,1000019133,19380,
0.866587,,Surface,16,1000019087,19381,
0.872587,,Surface,16,1000018773,19382,
0.721587,,Surface,16,1000019271,19383,
0.814678,,Surface,16,1000019310,19384,
0.891872,,Surface,16,1000018774,19385,
0.786644,,Surface,16,1000019049,19386,
0.802261,,Surface,16,1000019350,19387,
0.69788,,Surface,16,1000018776,19388,
0.8474,,Surface,16,1000019191,19389,
0.799501,,Surface,16,1000019353,19390,
0.735907,,Surface,16,1000019354,19391,
0.904183,,Surface,16,1000018779,19392,
0.668547,,Surface,17,1000019064,19393,
0.711132,,Surface,17,1000018947,19394,
0.880249,,Surface,17,1000019395,19395,
0.762912,,Surface,17,1000019396,19396,
0.755827,,Surface,17,1000019284,19397,
0.791933,,Surface,17,1000019324,19398,
0.800366,,Surface,17,1000019108,19399,
0.766186,,Surface,17,1000019361,19400,
0.808136,,Surface,17,1000018759,19401,
0.821154,,Surface,17,1000019114,19402,
0.834333,,Surface,17,1000018970,19403,
0.772401,,Surface,17,1000018761,19404,
0.894363,,Surface,17,1000019405,19405,
0.888327,,Surface,17,1000018762,19406,
0.767472,,Surface,17,1000019216,19407,
0.902892,,Surface,17,1000018764,19408,
0.848429,,Surface,17,1000019297,19409,
0.857839,,Surface,17,1000018766,19410,
0.888967,,Surface,17,1000018799,19411,
0.775354,,Surface,17,1000019412,19412,
0.823194,,Surface,17,1000019152,19413,
0.848475,,Surface,17,1000019240,19414,
0.816814,,Surface,17,1000018770,19415,
